artifact_id,category,name,phi_coherence,utility_score,novelty_score,provenance_depth,provenance_normalized,composite_resonance,passed_gate,token_supply,fibonacci_index,weight_phi_inv,weight_phi_inv_2,weight_phi_inv_3
1d1531773630b688,embedding,Embedding Artifact #189,0.653636,0.95661,0.180835,107,0.743056,0.670769,True,89,10,0.618034,0.381966,0.236068
91fce3cb6dfbbcbc,computation,Computation Artifact #190,0.738448,0.752381,0.856054,126,0.875,0.782819,True,144,11,0.618034,0.381966,0.236068
e768ee50b9f3b861,dataset,Dataset Artifact #191,0.63583,0.426866,0.711919,32,0.222222,0.527488,False,0,7,0.618034,0.381966,0.236068
20babb9bc6a80d33,research,Research Artifact #192,0.841849,0.903611,0.878102,111,0.770833,0.8523,True,233,12,0.618034,0.381966,0.236068
8e043aea375a0069,agent_output,Agent Output Artifact #193,0.932272,0.680591,0.493963,96,0.666667,0.754092,True,144,11,0.618034,0.381966,0.236068
ffb7548855e016ef,research,Research Artifact #194,0.571686,0.749189,0.609544,67,0.465278,0.606749,False,0,9,0.618034,0.381966,0.236068
2e50cb47e9f7fe02,model,Model Artifact #195,0.675852,0.225001,0.431598,88,0.611111,0.509323,False,0,7,0.618034,0.381966,0.236068
0e188419eaa6a990,dataset,Dataset Artifact #196,0.841379,0.937065,0.446581,21,0.145833,0.691361,True,89,10,0.618034,0.381966,0.236068
3f316b6ab044954e,proof,Proof Artifact #197,0.757166,0.81363,0.686294,32,0.222222,0.674669,True,89,10,0.618034,0.381966,0.236068
1f7ebba33fa05fb4,agent_output,Agent Output Artifact #198,0.32713,0.213915,0.133496,25,0.173611,0.242086,False,0,3,0.618034,0.381966,0.236068
6cdc26b5b8fdf439,proof,Proof Artifact #199,0.490887,0.94067,0.163789,136,0.944444,0.627868,True,55,9,0.618034,0.381966,0.236068
513fb2906649c148,computation,Computation Artifact #200,0.34686,0.871344,0.702639,41,0.284722,0.530032,False,0,7,0.618034,0.381966,0.236068
