cycle_id,timestamp_beat,timestamp_ms,obligations_count,unique_parties,assets_traded,gross_total,net_total,netting_efficiency_pct,cumulative_gross,cumulative_net,phi_alignment
NET-000260,2080,1815840,69,47,7,22412.543674,19493.806489,13.0228,3888704.755879,3484917.578763,0.487806
NET-000261,2088,1822824,20,29,6,7520.983639,7159.8331,4.8019,3896225.739518,3492077.411863,0.570015
NET-000262,2096,1829808,76,44,7,24892.621698,20885.455574,16.0978,3921118.361216,3512962.867437,0.457056
NET-000263,2104,1836792,23,30,7,7787.659336,7727.522389,0.7722,3928906.020552,3520690.389826,0.610312
NET-000264,2112,1843776,58,49,7,18362.425968,16893.889058,7.9975,3947268.44652,3537584.278884,0.538059
NET-000265,2120,1850760,11,17,5,2471.767258,2471.767258,0.0,3949740.213778,3540056.046142,0.618034
NET-000266,2128,1857744,32,38,7,10887.359526,9957.607337,8.5397,3960627.573304,3550013.653479,0.532637
NET-000267,2136,1864728,85,49,7,28272.795626,23846.618642,15.6553,3988900.36893,3573860.272121,0.461481
NET-000268,2144,1871712,28,32,7,9150.161835,7318.288415,20.0201,3998050.530765,3581178.560536,0.417833
NET-000269,2152,1878696,50,41,7,16718.31155,15250.9921,8.7767,4014768.842315,3596429.552636,0.530267
NET-000270,2160,1885680,10,19,5,2849.254519,2849.254519,0.0,4017618.096834,3599278.807155,0.618034
NET-000271,2168,1892664,29,37,7,9588.703428,9588.703428,0.0,4027206.800262,3608867.510583,0.618034
NET-000272,2176,1899648,80,48,7,21535.96265,19530.692126,9.3113,4048742.762912,3628398.202709,0.524921
NET-000273,2184,1906632,51,46,7,13708.775512,12587.869268,8.1766,4062451.538424,3640986.071977,0.536268
NET-000274,2192,1913616,60,46,7,17212.930969,15258.879299,11.3522,4079664.469393,3656244.951276,0.504512
NET-000275,2200,1920600,26,32,7,9102.084237,8842.093557,2.8564,4088766.55363,3665087.044833,0.58947
NET-000276,2208,1927584,58,46,7,17230.270459,14829.527291,13.9333,4105996.824089,3679916.572124,0.478701
NET-000277,2216,1934568,50,41,7,14568.44441,13008.182107,10.7099,4120565.268499,3692924.754231,0.510935
NET-000278,2224,1941552,49,46,7,15622.671882,14439.69436,7.5722,4136187.940381,3707364.448591,0.542312
NET-000279,2232,1948536,26,29,7,6155.290282,6033.276406,1.9823,4142343.230663,3713397.724997,0.598211
NET-000280,2240,1955520,20,29,5,6850.554221,6452.127737,5.816,4149193.784884,3719849.852734,0.559874
NET-000281,2248,1962504,88,49,7,26668.546192,23398.006242,12.2637,4175862.331076,3743247.858976,0.495397
NET-000282,2256,1969488,15,24,6,5276.660093,5276.660093,-0.0,4181138.991169,3748524.519069,0.618034
NET-000283,2264,1976472,51,44,7,15609.134104,14241.381864,8.7625,4196748.125273,3762765.900933,0.530409
NET-000284,2272,1983456,15,23,7,5616.201643,5616.201643,-0.0,4202364.326916,3768382.102576,0.618034
NET-000285,2280,1990440,56,46,7,16926.261476,14682.93823,13.2535,4219290.588392,3783065.040806,0.485499
NET-000286,2288,1997424,29,35,7,10085.054947,9594.734521,4.8619,4229375.643339,3792659.775327,0.569415
NET-000287,2296,2004408,69,46,7,23220.623964,20726.948138,10.7391,4252596.267303,3813386.723465,0.510643
NET-000288,2304,2011392,25,34,7,7546.309654,6950.603694,7.894,4260142.576957,3820337.327159,0.539094
NET-000289,2312,2018376,53,42,7,14873.965892,14109.511202,5.1395,4275016.542849,3834446.838361,0.566639
NET-000290,2320,2025360,7,12,5,1226.681424,1226.681424,0.0,4276243.224273,3835673.519785,0.618034
NET-000291,2328,2032344,38,38,7,13285.949522,12213.959183,8.0686,4289529.173795,3847887.478968,0.537348
NET-000292,2336,2039328,25,33,7,7913.387638,7913.387638,0.0,4297442.561433,3855800.866606,0.618034
NET-000293,2344,2046312,36,40,7,11623.668492,10435.126691,10.2252,4309066.229925,3866235.993297,0.515782
NET-000294,2352,2053296,34,37,7,9503.957247,8633.15617,9.1625,4318570.187172,3874869.149467,0.526409
NET-000295,2360,2060280,55,47,7,17433.261215,15871.197189,8.9603,4336003.448387,3890740.346656,0.528431
NET-000296,2368,2067264,82,47,7,24609.89356,20264.741982,17.6561,4360613.341947,3911005.088638,0.441473
NET-000297,2376,2074248,40,42,7,13225.860821,12632.629078,4.4854,4373839.202768,3923637.717716,0.57318
NET-000298,2384,2081232,16,20,6,4343.280364,4283.891091,1.3674,4378182.483132,3927921.608807,0.60436
NET-000299,2392,2088216,58,47,7,18417.158164,15592.517491,15.337,4396599.641296,3943514.126298,0.464664
NET-000300,2400,2095200,41,42,7,11640.57798,11429.528461,1.8131,4408240.219276,3954943.654759,0.599903
NET-000301,2408,2102184,9,15,5,4242.414897,4242.414897,0.0,4412482.634173,3959186.069656,0.618034
NET-000302,2416,2109168,78,49,7,25706.707036,21593.272667,16.0014,4438189.341209,3980779.342323,0.45802
NET-000303,2424,2116152,57,46,7,18579.699571,17517.336856,5.7179,4456769.04078,3998296.679179,0.560855
NET-000304,2432,2123136,76,47,7,23917.079536,20501.039934,14.2828,4480686.120316,4018797.719113,0.475206
NET-000305,2440,2130120,29,37,7,8420.57095,7968.678132,5.3665,4489106.691266,4026766.397245,0.564369
NET-000306,2448,2137104,45,41,7,12843.519154,12076.837959,5.9694,4501950.21042,4038843.235204,0.55834
NET-000307,2456,2144088,47,38,7,13052.991877,11636.711039,10.8502,4515003.202297,4050479.946243,0.509532
NET-000308,2464,2151072,46,44,7,14155.620579,12764.345595,9.8284,4529158.822876,4063244.291838,0.51975
NET-000309,2472,2158056,51,47,7,16484.830046,15395.02119,6.611,4545643.652922,4078639.313028,0.551924
NET-000310,2480,2165040,77,46,7,25009.647188,22214.866069,11.1748,4570653.30011,4100854.179097,0.506286
NET-000311,2488,2172024,22,29,7,6151.434499,6151.434499,-0.0,4576804.734609,4107005.613596,0.618034
NET-000312,2496,2179008,44,41,7,13145.660061,11360.900876,13.5768,4589950.39467,4118366.514472,0.482266
NET-000313,2504,2185992,47,44,7,14343.346606,13269.20334,7.4888,4604293.741276,4131635.717812,0.543146
NET-000314,2512,2192976,29,36,7,8788.529246,8270.974885,5.889,4613082.270522,4139906.692697,0.559144
NET-000315,2520,2199960,24,29,7,7240.557992,6832.382267,5.6374,4620322.828514,4146739.074964,0.56166
NET-000316,2528,2206944,25,33,6,9003.556517,8112.620964,9.8954,4629326.385031,4154851.695928,0.51908
NET-000317,2536,2213928,65,46,7,20232.127718,17935.882602,11.3495,4649558.512749,4172787.57853,0.504539
NET-000318,2544,2220912,77,48,7,22135.608983,18412.960635,16.8175,4671694.121732,4191200.539165,0.449859
NET-000319,2552,2227896,21,27,6,5920.024648,5920.024648,0.0,4677614.14638,4197120.563813,0.618034
NET-000320,2560,2234880,23,27,7,6685.747376,5925.666409,11.3687,4684299.893756,4203046.230222,0.504347
NET-000321,2568,2241864,34,39,7,11240.1138,10916.808016,2.8764,4695540.007556,4213963.038238,0.58927
NET-000322,2576,2248848,33,35,7,7819.156514,6767.145718,13.4543,4703359.16407,4220730.183956,0.483491
NET-000323,2584,2255832,63,48,7,21012.313975,18670.146353,11.1466,4724371.478045,4239400.330309,0.506568
NET-000324,2592,2262816,35,38,7,11001.251481,10455.718481,4.9588,4735372.729526,4249856.04879,0.568446
NET-000325,2600,2269800,12,22,6,3680.289522,3680.289522,-0.0,4739053.019048,4253536.338312,0.618034
NET-000326,2608,2276784,37,39,7,12138.446469,11138.704869,8.2362,4751191.465517,4264675.043181,0.535672
NET-000327,2616,2283768,25,31,7,8106.113967,7373.317103,9.0401,4759297.579484,4272048.360284,0.527633
NET-000328,2624,2290752,14,22,7,4155.237321,4155.237321,0.0,4763452.816805,4276203.597605,0.618034
NET-000329,2632,2297736,12,18,7,3411.507897,3411.507897,0.0,4766864.324702,4279615.105502,0.618034
NET-000330,2640,2304720,13,21,6,3488.260688,3438.745178,1.4195,4770352.58539,4283053.85068,0.603839
NET-000331,2648,2311704,87,49,7,27650.951819,24490.058547,11.4314,4798003.537209,4307543.909227,0.50372
NET-000332,2656,2318688,34,32,7,11751.321877,9377.991526,20.1963,4809754.859086,4316921.900753,0.416071
NET-000333,2664,2325672,21,25,7,6653.275899,6271.360266,5.7403,4816408.134985,4323193.261019,0.560631
NET-000334,2672,2332656,74,48,7,24408.629951,20957.929245,14.1372,4840816.764936,4344151.190264,0.476662
NET-000335,2680,2339640,20,27,7,4819.638557,4626.541795,4.0065,4845636.403493,4348777.732059,0.577969
NET-000336,2688,2346624,7,13,5,2486.358779,2486.358779,0.0,4848122.762272,4351264.090838,0.618034
NET-000337,2696,2353608,21,26,7,6610.313685,6227.129617,5.7968,4854733.075957,4357491.220455,0.560066
NET-000338,2704,2360592,84,48,7,23685.117358,20634.922362,12.8781,4878418.193315,4378126.142817,0.489253
NET-000339,2712,2367576,84,48,7,26170.176866,21598.520804,17.469,4904588.370181,4399724.663621,0.443344
NET-000340,2720,2374560,47,41,7,13785.265082,11158.157385,19.0574,4918373.635263,4410882.821006,0.42746
NET-000341,2728,2381544,31,37,7,7620.507071,7366.973458,3.327,4925994.142334,4418249.794464,0.584764
NET-000342,2736,2388528,52,45,7,16023.830953,14890.952687,7.07,4942017.973287,4433140.747151,0.547334
NET-000343,2744,2395512,75,48,7,24570.659099,22143.332773,9.879,4966588.632386,4455284.079924,0.519244
NET-000344,2752,2402496,11,21,5,3940.553385,3940.553385,-0.0,4970529.185771,4459224.633309,0.618034
NET-000345,2760,2409480,64,45,7,19440.516216,17739.586643,8.7494,4989969.701987,4476964.219952,0.53054
NET-000346,2768,2416464,82,50,7,25580.072067,23457.188225,8.299,5015549.774054,4500421.408177,0.535044
NET-000347,2776,2423448,68,46,7,21993.172119,19150.649389,12.9246,5037542.946173,4519572.057566,0.488788
NET-000348,2784,2430432,17,28,7,5200.163755,5200.163755,0.0,5042743.109928,4524772.221321,0.618034
NET-000349,2792,2437416,26,31,7,8516.058348,7776.738041,8.6815,5051259.168276,4532548.959362,0.531219
NET-000350,2800,2444400,51,39,7,15894.082827,14872.887593,6.425,5067153.251103,4547421.846955,0.553784
NET-000351,2808,2451384,43,43,7,14499.335648,13544.507387,6.5853,5081652.586751,4560966.354342,0.552181
NET-000352,2816,2458368,64,45,7,20587.583883,18036.669858,12.3905,5102240.170634,4579003.0242,0.494129
NET-000353,2824,2465352,42,38,7,11246.616653,10580.974779,5.9186,5113486.787287,4589583.998979,0.558848
NET-000354,2832,2472336,34,36,7,12150.030892,11114.515446,8.5227,5125636.818179,4600698.514425,0.532807
NET-000355,2840,2479320,31,37,7,10919.275931,10551.845319,3.365,5136556.09411,4611250.359744,0.584384
NET-000356,2848,2486304,40,40,7,11760.964269,10373.130833,11.8003,5148317.058379,4621623.490577,0.500031
NET-000357,2856,2493288,79,50,7,24756.237391,20469.094507,17.3174,5173073.29577,4642092.585084,0.44486
NET-000358,2864,2500272,67,45,7,19951.598162,16995.910505,14.8143,5193024.893932,4659088.495589,0.469891
NET-000359,2872,2507256,78,47,7,21293.254857,19010.199744,10.722,5214318.148789,4678098.695333,0.510814
NET-000360,2880,2514240,23,30,7,7445.088042,6641.356087,10.7955,5221763.236831,4684740.05142,0.510079
NET-000361,2888,2521224,15,22,7,5134.050713,5134.050713,0.0,5226897.287544,4689874.102133,0.618034
NET-000362,2896,2528208,49,45,7,13768.005461,12630.536226,8.2617,5240665.293005,4702504.638359,0.535417
NET-000363,2904,2535192,78,49,7,25177.009541,20185.865538,19.8242,5265842.302546,4722690.503897,0.419792
NET-000364,2912,2542176,47,44,7,14235.556385,11836.198361,16.8547,5280077.858931,4734526.702258,0.449487
NET-000365,2920,2549160,23,28,7,6799.73134,6799.73134,-0.0,5286877.590271,4741326.433598,0.618034
NET-000366,2928,2556144,13,20,7,3476.884994,3476.884994,-0.0,5290354.475265,4744803.318592,0.618034
NET-000367,2936,2563128,70,48,7,21517.835324,18821.725624,12.5297,5311872.310589,4763625.044216,0.492737
NET-000368,2944,2570112,42,44,7,11548.168194,11096.410257,3.9119,5323420.478783,4774721.454473,0.578915
NET-000369,2952,2577096,60,50,7,17070.355999,14560.331016,14.704,5340490.834782,4789281.785489,0.470994
NET-000370,2960,2584080,62,43,7,22371.672468,20056.676879,10.3479,5362862.50725,4809338.462368,0.514555
NET-000371,2968,2591064,57,44,7,15502.0932,14524.095858,6.3088,5378364.60045,4823862.558226,0.554946
NET-000372,2976,2598048,18,28,6,5878.979414,5630.531643,4.226,5384243.579864,4829493.089869,0.575774
NET-000373,2984,2605032,53,45,7,18062.009488,17305.751017,4.187,5402305.589352,4846798.840886,0.576164
NET-000374,2992,2612016,28,36,6,8708.098554,8180.691689,6.0565,5411013.687906,4854979.532575,0.557469
NET-000375,3000,2619000,41,38,7,11608.893958,10582.886202,8.8381,5422622.581864,4865562.418777,0.529653
NET-000376,3008,2625984,61,48,7,21829.455726,19340.24832,11.403,5444452.03759,4884902.667097,0.504004
NET-000377,3016,2632968,87,49,7,29290.586301,25091.838971,14.3348,5473742.623891,4909994.506068,0.474686
NET-000378,3024,2639952,28,35,7,7039.317353,6625.13717,5.8838,5480781.941244,4916619.643238,0.559196
NET-000379,3032,2646936,31,37,7,8510.976484,8039.214878,5.543,5489292.917728,4924658.858116,0.562604
NET-000380,3040,2653920,77,48,7,24165.410549,21981.224716,9.0385,5513458.328277,4946640.082832,0.527649
NET-000381,3048,2660904,42,39,7,14012.387552,12586.065266,10.179,5527470.715829,4959226.148098,0.516244
NET-000382,3056,2667888,76,48,7,23453.311918,20561.761307,12.329,5550924.027747,4979787.909405,0.494744
NET-000383,3064,2674872,83,45,7,25717.441404,22124.595163,13.9705,5576641.469151,5001912.504568,0.478329
NET-000384,3072,2681856,46,43,7,13613.500118,12693.47952,6.7581,5590254.969269,5014605.984088,0.550453
NET-000385,3080,2688840,49,46,7,16652.546763,14471.791314,13.0956,5606907.516032,5029077.775402,0.487078
NET-000386,3088,2695824,43,42,7,14506.651266,14033.467058,3.2618,5621414.167298,5043111.24246,0.585416
NET-000387,3096,2702808,52,43,7,16556.000695,14679.765344,11.3327,5637970.167993,5057791.007804,0.504707
NET-000388,3104,2709792,23,31,7,6906.028633,6906.028633,-0.0,5644876.196626,5064697.036437,0.618034
NET-000389,3112,2716776,66,48,7,19479.943767,18274.169353,6.1898,5664356.140393,5082971.20579,0.556136
NET-000390,3120,2723760,41,38,7,12718.963443,11662.376476,8.3072,5677075.103836,5094633.582266,0.534962
NET-000391,3128,2730744,22,28,7,5431.483456,5431.483456,0.0,5682506.587292,5100065.065722,0.618034
NET-000392,3136,2737728,40,38,7,11241.861177,9886.480673,12.0565,5693748.448469,5109951.546395,0.497468
NET-000393,3144,2744712,72,48,7,24914.076146,21750.399383,12.6984,5718662.524615,5131701.945778,0.49105
NET-000394,3152,2751696,27,34,7,9342.592501,8551.456483,8.4681,5728005.117116,5140253.402261,0.533353
NET-000395,3160,2758680,13,20,6,4835.68667,4835.68667,-0.0,5732840.803786,5145089.088931,0.618034
NET-000396,3168,2765664,83,49,7,22865.548156,20149.231432,11.8795,5755706.351942,5165238.320363,0.499239
NET-000397,3176,2772648,19,26,7,6256.720798,6101.648951,2.4785,5761963.07274,5171339.969314,0.593249
NET-000398,3184,2779632,13,18,6,4509.970352,4509.970352,0.0,5766473.043092,5175849.939666,0.618034
NET-000399,3192,2786616,65,49,7,18576.001311,17505.57698,5.7624,5785049.044403,5193355.516646,0.56041
NET-000400,3200,2793600,54,47,7,17008.699906,15697.779903,7.7073,5802057.744309,5209053.296549,0.54096
NET-000401,3208,2800584,57,44,7,16131.501649,14623.07786,9.3508,5818189.245958,5223676.374409,0.524526
NET-000402,3216,2807568,21,28,7,6178.416824,6126.716251,0.8368,5824367.662782,5229803.09066,0.609666
NET-000403,3224,2814552,40,39,7,11870.867038,11158.512166,6.0009,5836238.52982,5240961.602826,0.558025
NET-000404,3232,2821536,58,46,7,17804.221244,16952.359201,4.7846,5854042.751064,5257913.962027,0.570188
NET-000405,3240,2828520,31,33,7,9928.467142,9845.317371,0.8375,5863971.218206,5267759.279398,0.609659
NET-000406,3248,2835504,16,26,7,4710.056427,4710.056427,-0.0,5868681.274633,5272469.335825,0.618034
NET-000407,3256,2842488,69,48,7,21063.346649,18644.751884,11.4825,5889744.621282,5291114.087709,0.503209
NET-000408,3264,2849472,60,46,7,18782.827503,17696.281438,5.7848,5908527.448785,5308810.369147,0.560186
NET-000409,3272,2856456,72,49,7,21979.517715,18545.782442,15.6224,5930506.9665,5327356.151589,0.46181
NET-000410,3280,2863440,54,44,7,15219.722027,14184.498935,6.8019,5945726.688527,5341540.650524,0.550015
NET-000411,3288,2870424,24,34,6,9512.003801,8946.544588,5.9447,5955238.692328,5350487.195112,0.558587
NET-000412,3296,2877408,88,49,7,26672.770313,22723.410076,14.8067,5981911.462641,5373210.605188,0.469967
NET-000413,3304,2884392,12,21,6,3801.179752,3801.179752,0.0,5985712.642393,5377011.78494,0.618034
NET-000414,3312,2891376,27,33,7,8413.152839,7751.930733,7.8594,5994125.795232,5384763.715673,0.53944
NET-000415,3320,2898360,14,19,6,4288.434533,3803.095261,11.3174,5998414.229765,5388566.810934,0.50486
NET-000416,3328,2905344,30,35,7,9189.781131,8279.087983,9.9098,6007604.010896,5396845.898917,0.518936
NET-000417,3336,2912328,45,43,7,12961.569791,12062.817161,6.934,6020565.580687,5408908.716078,0.548694
NET-000418,3344,2919312,72,49,7,20379.222893,18292.142651,10.2412,6040944.80358,5427200.858729,0.515622
NET-000419,3352,2926296,28,32,7,8745.764866,7961.178656,8.971,6049690.568446,5435162.037385,0.528324
NET-000420,3360,2933280,9,15,4,2717.302414,2717.302414,-0.0,6052407.87086,5437879.339799,0.618034
NET-000421,3368,2940264,50,43,7,15360.54644,12975.866997,15.5247,6067768.4173,5450855.206796,0.462787
NET-000422,3376,2947248,41,36,7,14929.707063,11891.767625,20.3483,6082698.124363,5462746.974421,0.414551
NET-000423,3384,2954232,30,34,7,9582.841008,8586.177629,10.4005,6092280.965371,5471333.15205,0.514029
NET-000424,3392,2961216,89,50,7,26225.999377,23273.245387,11.2589,6118506.964748,5494606.397437,0.505445
NET-000425,3400,2968200,47,47,7,15474.047929,14808.295919,4.3024,6133981.012677,5509414.693356,0.57501
NET-000426,3408,2975184,28,33,7,9697.738304,8830.232875,8.9454,6143678.750981,5518244.926231,0.52858
NET-000427,3416,2982168,31,37,7,9846.232602,9582.54154,2.6781,6153524.983583,5527827.467771,0.591253
NET-000428,3424,2989152,89,49,7,26968.371673,23233.173861,13.8503,6180493.355256,5551060.641632,0.479531
NET-000429,3432,2996136,37,38,7,11262.511778,10903.909291,3.184,6191755.867034,5561964.550923,0.586194
NET-000430,3440,3003120,42,38,7,11117.053725,10090.228469,9.2365,6202872.920759,5572054.779392,0.525669
NET-000431,3448,3010104,69,47,7,20988.497592,18297.87183,12.8195,6223861.418351,5590352.651222,0.489839
NET-000432,3456,3017088,15,23,6,5366.076557,5366.076557,0.0,6229227.494908,5595718.727779,0.618034
NET-000433,3464,3024072,76,50,7,24173.917777,21218.482615,12.2257,6253401.412685,5616937.210394,0.495777
NET-000434,3472,3031056,74,48,7,20815.103247,18317.173528,12.0006,6274216.515932,5635254.383922,0.498028
NET-000435,3480,3038040,32,36,7,8665.394049,7953.545094,8.2148,6282881.909981,5643207.929016,0.535886
NET-000436,3488,3045024,53,43,7,15674.677401,13864.97333,11.5454,6298556.587382,5657072.902346,0.50258
NET-000437,3496,3052008,65,48,7,22087.571936,18876.669273,14.5371,6320644.159318,5675949.571619,0.472663
NET-000438,3504,3058992,59,45,7,16957.551401,15026.523851,11.3874,6337601.710719,5690976.09547,0.50416
NET-000439,3512,3065976,8,15,5,3002.170983,3002.170983,0.0,6340603.881702,5693978.266453,0.618034
NET-000440,3520,3072960,37,41,7,9969.527962,9426.989398,5.442,6350573.409664,5703405.255851,0.563614
NET-000441,3528,3079944,82,48,7,24877.985987,22370.696068,10.0783,6375451.395651,5725775.951919,0.517251
NET-000442,3536,3086928,37,37,7,9994.765976,9861.261958,1.3357,6385446.161627,5735637.213877,0.604677
NET-000443,3544,3093912,54,43,7,18839.791353,17221.396929,8.5903,6404285.95298,5752858.610806,0.532131
NET-000444,3552,3100896,48,43,7,17172.369187,15865.705691,7.6091,6421458.322167,5768724.316497,0.541943
NET-000445,3560,3107880,41,35,7,10907.068076,10664.055015,2.228,6432365.390243,5779388.371512,0.595754
NET-000446,3568,3114864,57,42,7,17449.838894,15566.280418,10.7941,6449815.229137,5794954.65193,0.510093
NET-000447,3576,3121848,37,36,7,11869.6203,11399.18263,3.9634,6461684.849437,5806353.83456,0.5784
NET-000448,3584,3128832,31,37,7,9447.643958,8946.188135,5.3077,6471132.493395,5815300.022695,0.564957
NET-000449,3592,3135816,45,40,7,15480.939095,14892.785304,3.7992,6486613.43249,5830192.807999,0.580042
NET-000450,3600,3142800,85,45,7,29382.929341,23666.9241,19.4535,6515996.361831,5853859.732099,0.423499
NET-000451,3608,3149784,67,49,7,19703.667674,18017.56379,8.5573,6535700.029505,5871877.295889,0.532461
NET-000452,3616,3156768,56,44,7,18156.348407,15977.769601,11.999,6553856.377912,5887855.06549,0.498044
NET-000453,3624,3163752,32,37,7,10168.793642,9615.187766,5.4442,6564025.171554,5897470.253256,0.563592
NET-000454,3632,3170736,10,15,5,3027.191009,3027.191009,0.0,6567052.362563,5900497.444265,0.618034
NET-000455,3640,3177720,57,47,7,20617.920113,18414.973412,10.6846,6587670.282676,5918912.417677,0.511188
NET-000456,3648,3184704,65,44,7,19157.389698,16436.696263,14.2018,6606827.672374,5935349.11394,0.476016
NET-000457,3656,3191688,58,47,7,18771.082086,17516.166103,6.6854,6625598.75446,5952865.280043,0.55118
NET-000458,3664,3198672,9,14,4,3543.077742,3543.077742,0.0,6629141.832202,5956408.357785,0.618034
NET-000459,3672,3205656,28,33,7,9992.436652,9204.047662,7.8899,6639134.268854,5965612.405447,0.539135
NET-000460,3680,3212640,41,40,7,13633.428873,12429.025626,8.8342,6652767.697727,5978041.431073,0.529692
NET-000461,3688,3219624,6,10,3,1764.487393,1764.487393,0.0,6654532.18512,5979805.918466,0.618034
NET-000462,3696,3226608,29,35,7,9565.337462,9550.566411,0.1544,6664097.522582,5989356.484877,0.61649
NET-000463,3704,3233592,12,19,6,4961.160912,4645.887129,6.3548,6669058.683494,5994002.372006,0.554486
NET-000464,3712,3240576,30,37,7,9733.501613,9733.501613,0.0,6678792.185107,6003735.873619,0.618034
NET-000465,3720,3247560,15,23,6,5287.531158,4933.678294,6.6922,6684079.716265,6008669.551913,0.551112
NET-000466,3728,3254544,87,47,7,25830.365322,20999.433576,18.7025,6709910.081587,6029668.985489,0.431009
NET-000467,3736,3261528,61,47,7,21461.744535,19305.51249,10.0469,6731371.826122,6048974.497979,0.517565
NET-000468,3744,3268512,10,16,5,2940.949319,2940.949319,0.0,6734312.775441,6051915.447298,0.618034
NET-000469,3752,3275496,60,46,7,19122.807238,15674.900485,18.0303,6753435.582679,6067590.347783,0.437731
NET-000470,3760,3282480,46,41,7,12874.236909,11788.350092,8.4346,6766309.819588,6079378.697875,0.533688
NET-000471,3768,3289464,35,35,7,12005.439805,11878.684226,1.0558,6778315.259393,6091257.382101,0.607476
NET-000472,3776,3296448,25,29,7,7361.793764,7106.535532,3.4673,6785677.053157,6098363.917633,0.583361
NET-000473,3784,3303432,27,34,7,8859.816779,8279.584877,6.549,6794536.869936,6106643.50251,0.552544
NET-000474,3792,3310416,6,11,4,2035.27637,2035.27637,0.0,6796572.146306,6108678.77888,0.618034
NET-000475,3800,3317400,26,31,7,6625.545068,6532.752365,1.4005,6803197.691374,6115211.531245,0.604029
NET-000476,3808,3324384,77,48,7,25132.42242,22273.431421,11.3757,6828330.113794,6137484.962666,0.504277
NET-000477,3816,3331368,17,28,6,4661.566063,4622.009823,0.8486,6832991.679857,6142106.972489,0.609548
NET-000478,3824,3338352,36,35,7,11965.773386,11196.339767,6.4303,6844957.453243,6153303.312256,0.553731
NET-000479,3832,3345336,53,43,7,16365.159447,13803.644936,15.6522,6861322.61269,6167106.957192,0.461512
NET-000480,3840,3352320,50,43,7,14927.936368,13718.698741,8.1005,6876250.549058,6180825.655933,0.537029
NET-000481,3848,3359304,39,41,7,12206.980909,11164.379476,8.541,6888457.529967,6191990.035409,0.532624
NET-000482,3856,3366288,82,49,7,26837.857135,22210.323411,17.2426,6915295.387102,6214200.35882,0.445608
NET-000483,3864,3373272,16,26,7,3940.417748,3844.434129,2.4359,6919235.80485,6218044.792949,0.593675
NET-000484,3872,3380256,52,47,7,18914.920484,16651.313893,11.9673,6938150.725334,6234696.106842,0.498361
NET-000485,3880,3387240,36,35,7,10148.425803,9378.36487,7.588,6948299.151137,6244074.471712,0.542154
NET-000486,3888,3394224,85,49,7,25917.602675,20321.552447,21.5917,6974216.753812,6264396.024159,0.402117
NET-000487,3896,3401208,52,41,7,14521.46737,13986.402457,3.6846,6988738.221182,6278382.426616,0.581188
NET-000488,3904,3408192,29,29,7,7776.021736,7221.22399,7.1347,6996514.242918,6285603.650606,0.546687
NET-000489,3912,3415176,42,44,7,13140.849429,12529.50633,4.6522,7009655.092347,6298133.156936,0.571512
NET-000490,3920,3422160,84,49,7,25745.519907,23731.374301,7.8233,7035400.612254,6321864.531237,0.539801
NET-000491,3928,3429144,76,47,7,19044.659008,17689.353517,7.1165,7054445.271262,6339553.884754,0.546869
NET-000492,3936,3436128,67,44,7,22639.780929,19448.069315,14.0978,7077085.052191,6359001.954069,0.477056
NET-000493,3944,3443112,31,41,7,10929.651397,10649.356488,2.5645,7088014.703588,6369651.310557,0.592389
NET-000494,3952,3450096,59,45,7,16989.858809,15628.534274,8.0126,7105004.562397,6385279.844831,0.537908
NET-000495,3960,3457080,38,42,7,13095.276667,11683.203138,10.7831,7118099.839064,6396963.047969,0.510203
NET-000496,3968,3464064,73,46,7,24295.164576,21083.559796,13.2191,7142395.00364,6418046.607765,0.485843
NET-000497,3976,3471048,43,36,7,15131.103457,13694.066779,9.4972,7157526.107097,6431740.674544,0.523062
NET-000498,3984,3478032,10,17,6,3144.424902,3144.424902,-0.0,7160670.531999,6434885.099446,0.618034
NET-000499,3992,3485016,59,44,7,19849.605216,17759.202433,10.5312,7180520.137215,6452644.301879,0.512722
NET-000500,4000,3492000,39,38,7,13022.697812,11508.607489,11.6265,7193542.835027,6464152.909368,0.501769
NET-000501,4008,3498984,40,43,7,12375.583404,12209.955951,1.3383,7205918.418431,6476362.865319,0.604651
NET-000502,4016,3505968,67,50,7,19953.874973,17641.040031,11.5909,7225872.293404,6494003.90535,0.502125
NET-000503,4024,3512952,61,47,7,19973.625011,17166.617007,14.0536,7245845.918415,6511170.522357,0.477498
NET-000504,4032,3519936,61,48,7,19255.73955,18741.779702,2.6691,7265101.657965,6529912.302059,0.591343
NET-000505,4040,3526920,70,48,7,20460.626282,18062.758497,11.7194,7285562.284247,6547975.060556,0.50084
NET-000506,4048,3533904,41,40,7,10650.65377,8917.883018,16.2691,7296212.938017,6556892.943574,0.455342
NET-000507,4056,3540888,70,46,7,22399.188808,18906.012181,15.5951,7318612.126825,6575798.955755,0.462083
NET-000508,4064,3547872,82,49,7,25020.117053,22784.612612,8.9348,7343632.243878,6598583.568367,0.528686
NET-000509,4072,3554856,80,48,7,26226.904884,21472.81406,18.1268,7369859.148762,6620056.382427,0.436766
NET-000510,4080,3561840,50,44,7,16419.930103,14927.792603,9.0874,7386279.078865,6634984.17503,0.52716
NET-000511,4088,3568824,64,47,7,19444.078687,17293.132282,11.0622,7405723.157552,6652277.307312,0.507412
NET-000512,4096,3575808,53,44,7,16528.510862,15462.807513,6.4477,7422251.668414,6667740.114825,0.553557
NET-000513,4104,3582792,39,37,7,13730.744472,13208.943279,3.8002,7435982.412886,6680949.058104,0.580032
