operation_id,source_chain,target_chain,amount,bridge_latency_ms,bridge_latency_beats,sync_interval_beats,coherence_at_execution,coherence_gate_passed,status,fee_phi_scaled
BRG-000270,ckBTC,ICP,73.36960493,2654.12,3.0402,3,0.548481,False,rejected,17.32021425
BRG-000271,ckBTC,ICP,83.05285061,2574.65,2.9492,3,0.890536,True,completed,19.60611847
BRG-000272,ICP,ckBTC,90.51020127,2579.44,2.9547,3,0.917487,True,completed,21.36656016
BRG-000273,ICP,ckETH,93.3454522,2724.82,3.1212,3,0.679949,True,completed,22.03587211
BRG-000274,ckBTC,ICP,90.96702088,2677.6,3.0671,3,0.637605,True,completed,21.47440064
BRG-000275,ckBTC,ICP,2.49476152,2569.45,2.9432,3,0.920793,True,completed,0.58893331
BRG-000276,ckETH,ckBTC,2.63282416,2514.89,2.8807,3,0.761236,True,completed,0.62152547
BRG-000277,ICP,ckBTC,62.42513252,2580.07,2.9554,3,0.965638,True,completed,14.73657478
BRG-000278,ckETH,ckBTC,59.83811096,2698.81,3.0914,3,0.759548,True,completed,14.12586183
BRG-000279,ckETH,ICP,52.44437743,2643.54,3.0281,3,0.881655,True,completed,12.38043811
BRG-000280,ckETH,ICP,83.59910906,2582.61,2.9583,3,0.936654,True,completed,19.7350726
BRG-000281,ckETH,ICP,89.37913539,2746.67,3.1462,3,0.931994,True,completed,21.09955172
BRG-000282,ICP,ckBTC,33.96540645,2637.21,3.0209,3,0.518563,False,rejected,8.01814481
BRG-000283,ckBTC,ICP,92.89246959,2629.31,3.0118,3,0.871636,True,completed,21.92893742
BRG-000284,ckBTC,ICP,95.072344,2582.51,2.9582,3,0.517862,False,rejected,22.44353596
BRG-000285,ckBTC,ICP,37.53145917,2582.59,2.9583,3,0.58796,False,rejected,8.85997566
BRG-000286,ckBTC,ICP,76.13991059,2682.94,3.0732,3,0.934262,True,completed,17.9741947
BRG-000287,ckETH,ckBTC,2.33474887,2663.11,3.0505,3,0.863603,True,completed,0.55115944
BRG-000288,ckETH,ckBTC,32.89657282,2675.72,3.065,3,0.761121,True,completed,7.76582741
BRG-000289,ckBTC,ckETH,32.45007502,2544.51,2.9147,3,0.755158,True,completed,7.66042358
BRG-000290,ICP,ckETH,86.30980111,2623.21,3.0048,3,0.588702,False,rejected,20.37498019
BRG-000291,ckBTC,ICP,96.93720088,2564.47,2.9375,3,0.631203,True,completed,22.88376896
BRG-000292,ckETH,ckBTC,13.8920436,2603.73,2.9825,3,0.571551,False,rejected,3.27946664
BRG-000293,ckBTC,ICP,9.74659047,2749.5,3.1495,3,0.534354,False,rejected,2.3008579
BRG-000294,ckBTC,ckETH,53.19525478,2659.36,3.0462,3,0.624173,True,completed,12.55769621
BRG-000295,ckETH,ICP,33.95926717,2580.17,2.9555,3,0.912914,True,completed,8.01669552
BRG-000296,ckBTC,ckETH,89.18012796,2639.57,3.0236,3,0.872153,True,completed,21.05257244
BRG-000297,ICP,ckBTC,64.87478399,2641.15,3.0254,3,0.960655,True,completed,15.31485905
BRG-000298,ICP,ckETH,62.79558545,2618.43,2.9993,3,0.616076,False,rejected,14.82402685
BRG-000299,ICP,ckETH,69.91726043,2558.85,2.9311,3,0.792543,True,completed,16.50522626
