epoch,engine_id,engine_name,engine_index,entanglement_strength,entanglement_alive,throughput_ops_per_beat,latency_ms,success_rate,coherence_contribution,hebbian_reward_eligible,phi_alignment
23,engine-cognitio-000,COGNITIO,0,0.534121,True,2,687.64,0.793573,0.423864,True,0.083913
23,engine-intelligentia-001,INTELLIGENTIA,1,0.722465,True,3,692.67,0.795887,0.575,True,0.104431
23,engine-quantumia-002,QUANTUMIA,2,0.718122,True,6,557.95,0.707814,0.508297,True,0.100088
23,engine-resonantia-003,RESONANTIA,3,0.632602,True,2,39.08,0.859622,0.543799,True,0.014568
23,engine-harmonia-004,HARMONIA,4,0.48836,True,9,404.4,0.702001,0.342829,True,0.129674
23,engine-velocitas-005,VELOCITAS,5,0.505022,True,26,123.53,0.771722,0.389737,True,0.113012
23,engine-prudentia-006,PRUDENTIA,6,0.45371,True,17,593.0,0.99114,0.449691,True,0.164324
23,engine-fortitudo-007,FORTITUDO,7,0.565223,True,55,89.18,0.897661,0.507379,True,0.052811
23,engine-temperantia-008,TEMPERANTIA,8,0.668107,True,42,252.27,0.89907,0.600675,True,0.050073
23,engine-iustitia-009,IUSTITIA,9,0.658072,True,54,254.28,0.738771,0.486164,True,0.040038
23,engine-sapientia-010,SAPIENTIA,10,0.566292,True,198,21.22,0.793683,0.449457,True,0.051742
23,engine-memoria-011,MEMORIA,11,0.779694,True,531,586.76,0.997784,0.777966,True,0.16166
23,engine-imaginatio-012,IMAGINATIO,12,0.474349,True,75,59.02,0.850866,0.403608,True,0.143685
23,engine-veritas-013,VERITAS,13,0.501625,True,440,401.38,0.827274,0.414982,True,0.116409
23,engine-libertas-014,LIBERTAS,14,0.695776,True,388,362.5,0.839913,0.584392,True,0.077742
23,engine-dignitas-015,DIGNITAS,15,0.509561,True,86,307.46,0.718991,0.36637,True,0.108473
23,engine-concordia-016,CONCORDIA,16,0.570295,True,567,304.86,0.985755,0.562171,True,0.047739
23,engine-aeternitas-017,AETERNITAS,17,0.769129,True,370,401.42,0.959369,0.737878,True,0.151095
23,engine-providentia-018,PROVIDENTIA,18,0.535036,True,268,317.31,0.977281,0.522881,True,0.082998
23,engine-scientia-019,SCIENTIA,19,0.505799,True,842,137.79,0.925204,0.467968,True,0.112235
23,engine-mathematica-020,MATHEMATICA,20,0.629718,True,615,432.87,0.72496,0.456521,True,0.011684
23,engine-cryptographia-021,CRYPTOGRAPHIA,21,0.637812,True,32,362.25,0.768041,0.489865,True,0.019778
23,engine-logica-022,LOGICA,22,0.563374,True,756,345.47,0.814164,0.458679,True,0.05466
23,engine-natura-023,NATURA,23,0.713457,True,148,107.0,0.890479,0.635319,True,0.095423
24,engine-cognitio-000,COGNITIO,0,0.541974,True,3,22.57,0.822876,0.445977,True,0.07606
24,engine-intelligentia-001,INTELLIGENTIA,1,0.678339,True,1,404.92,0.786048,0.533207,True,0.060305
24,engine-quantumia-002,QUANTUMIA,2,0.865429,True,2,608.66,0.798241,0.690821,True,0.247395
24,engine-resonantia-003,RESONANTIA,3,0.675881,True,2,135.83,0.834819,0.564239,True,0.057847
24,engine-harmonia-004,HARMONIA,4,0.680074,True,4,491.09,0.70701,0.480819,True,0.06204
24,engine-velocitas-005,VELOCITAS,5,0.714857,True,4,299.0,0.965484,0.690183,True,0.096823
24,engine-prudentia-006,PRUDENTIA,6,0.644447,True,16,442.92,0.703184,0.453165,True,0.026413
24,engine-fortitudo-007,FORTITUDO,7,0.723849,True,43,115.56,0.781251,0.565508,True,0.105815
24,engine-temperantia-008,TEMPERANTIA,8,0.559086,True,57,68.31,0.701988,0.392472,True,0.058948
24,engine-iustitia-009,IUSTITIA,9,0.666203,True,100,455.76,0.835772,0.556794,True,0.048169
24,engine-sapientia-010,SAPIENTIA,10,0.611888,True,134,318.85,0.87096,0.53293,True,0.006146
24,engine-memoria-011,MEMORIA,11,0.606591,True,411,85.07,0.802462,0.486767,True,0.011443
24,engine-imaginatio-012,IMAGINATIO,12,0.687605,True,339,116.04,0.990645,0.681173,True,0.069571
24,engine-veritas-013,VERITAS,13,0.735514,True,509,11.96,0.717152,0.527475,True,0.11748
24,engine-libertas-014,LIBERTAS,14,0.629897,True,150,144.7,0.979746,0.617139,True,0.011863
24,engine-dignitas-015,DIGNITAS,15,0.600292,True,528,340.83,0.852798,0.511927,True,0.017742
24,engine-concordia-016,CONCORDIA,16,0.693958,True,594,97.27,0.819288,0.568551,True,0.075924
24,engine-aeternitas-017,AETERNITAS,17,0.687648,True,664,63.67,0.749089,0.515109,True,0.069614
24,engine-providentia-018,PROVIDENTIA,18,0.81948,True,479,175.58,0.837747,0.686517,True,0.201446
24,engine-scientia-019,SCIENTIA,19,0.620562,True,425,559.34,0.784668,0.486935,True,0.002528
24,engine-mathematica-020,MATHEMATICA,20,0.647809,True,389,74.09,0.889904,0.576488,True,0.029775
24,engine-cryptographia-021,CRYPTOGRAPHIA,21,0.504491,True,50,35.87,0.910644,0.459412,True,0.113543
24,engine-logica-022,LOGICA,22,0.61763,True,143,469.12,0.822443,0.507966,True,0.000404
24,engine-natura-023,NATURA,23,0.48696,True,954,202.37,0.705281,0.343444,True,0.131074
25,engine-cognitio-000,COGNITIO,0,0.631016,True,3,435.73,0.730083,0.460694,True,0.012982
25,engine-intelligentia-001,INTELLIGENTIA,1,0.661648,True,3,414.29,0.733569,0.485365,True,0.043614
25,engine-quantumia-002,QUANTUMIA,2,0.569621,True,5,280.42,0.96587,0.55018,True,0.048413
25,engine-resonantia-003,RESONANTIA,3,0.560083,True,7,154.39,0.729073,0.408342,True,0.057951
25,engine-harmonia-004,HARMONIA,4,0.683013,True,9,336.05,0.96751,0.660822,True,0.064979
25,engine-velocitas-005,VELOCITAS,5,0.67505,True,19,516.7,0.779367,0.526112,True,0.057016
25,engine-prudentia-006,PRUDENTIA,6,0.591325,True,1,319.42,0.913929,0.540429,True,0.026709
25,engine-fortitudo-007,FORTITUDO,7,0.701433,True,16,474.0,0.852895,0.598249,True,0.083399
25,engine-temperantia-008,TEMPERANTIA,8,0.575302,True,92,505.81,0.985303,0.566847,True,0.042732
25,engine-iustitia-009,IUSTITIA,9,0.609398,True,126,118.61,0.767763,0.467873,True,0.008636
25,engine-sapientia-010,SAPIENTIA,10,0.580159,True,136,159.89,0.943719,0.547507,True,0.037875
25,engine-memoria-011,MEMORIA,11,0.643349,True,76,329.95,0.914709,0.588477,True,0.025315
25,engine-imaginatio-012,IMAGINATIO,12,0.483824,True,720,257.11,0.967165,0.467937,True,0.13421
25,engine-veritas-013,VERITAS,13,0.665495,True,115,508.63,0.795017,0.52908,True,0.047461
25,engine-libertas-014,LIBERTAS,14,0.876368,True,978,621.46,0.973516,0.853159,True,0.258334
25,engine-dignitas-015,DIGNITAS,15,0.577005,True,606,300.75,0.743946,0.429261,True,0.041029
25,engine-concordia-016,CONCORDIA,16,0.560388,True,373,565.92,0.970518,0.543867,True,0.057646
25,engine-aeternitas-017,AETERNITAS,17,0.540817,True,682,411.16,0.761499,0.411832,True,0.077217
25,engine-providentia-018,PROVIDENTIA,18,0.517728,True,625,399.09,0.874515,0.452761,True,0.100306
25,engine-scientia-019,SCIENTIA,19,0.632792,True,550,137.35,0.859638,0.543972,True,0.014758
25,engine-mathematica-020,MATHEMATICA,20,0.649847,True,726,684.49,0.71097,0.462022,True,0.031813
25,engine-cryptographia-021,CRYPTOGRAPHIA,21,0.529537,True,862,195.39,0.756496,0.400592,True,0.088497
25,engine-logica-022,LOGICA,22,0.580523,True,228,415.92,0.754283,0.437879,True,0.037511
25,engine-natura-023,NATURA,23,0.632126,True,554,606.86,0.981024,0.620131,True,0.014092
26,engine-cognitio-000,COGNITIO,0,0.797089,True,3,270.96,0.925016,0.73732,True,0.179055
26,engine-intelligentia-001,INTELLIGENTIA,1,0.598496,True,4,394.55,0.935457,0.559868,True,0.019538
26,engine-quantumia-002,QUANTUMIA,2,0.61341,True,1,668.29,0.889144,0.54541,True,0.004624
26,engine-resonantia-003,RESONANTIA,3,0.46865,True,9,379.14,0.89133,0.417721,True,0.149384
26,engine-harmonia-004,HARMONIA,4,0.580369,True,17,253.19,0.78963,0.458277,True,0.037665
26,engine-velocitas-005,VELOCITAS,5,0.502677,True,27,194.02,0.885286,0.445013,True,0.115357
26,engine-prudentia-006,PRUDENTIA,6,0.541437,True,6,430.28,0.922321,0.499379,True,0.076597
26,engine-fortitudo-007,FORTITUDO,7,0.578313,True,39,494.1,0.774782,0.448066,True,0.039721
26,engine-temperantia-008,TEMPERANTIA,8,0.523676,True,132,200.3,0.920799,0.4822,True,0.094358
26,engine-iustitia-009,IUSTITIA,9,0.69197,True,14,500.13,0.801059,0.554309,True,0.073936
26,engine-sapientia-010,SAPIENTIA,10,0.523877,True,188,208.05,0.721319,0.377882,True,0.094157
26,engine-memoria-011,MEMORIA,11,0.600586,True,503,13.17,0.998866,0.599905,True,0.017448
26,engine-imaginatio-012,IMAGINATIO,12,0.578116,True,984,39.85,0.877616,0.507364,True,0.039918
26,engine-veritas-013,VERITAS,13,0.437176,True,35,195.79,0.77119,0.337145,True,0.180858
26,engine-libertas-014,LIBERTAS,14,0.639759,True,411,113.45,0.879259,0.562514,True,0.021725
26,engine-dignitas-015,DIGNITAS,15,0.63798,True,620,186.72,0.92701,0.591414,True,0.019946
26,engine-concordia-016,CONCORDIA,16,0.687751,True,310,222.41,0.82296,0.565992,True,0.069717
26,engine-aeternitas-017,AETERNITAS,17,0.522514,True,95,653.17,0.714072,0.373112,True,0.09552
26,engine-providentia-018,PROVIDENTIA,18,0.645889,True,700,639.4,0.705005,0.455355,True,0.027855
26,engine-scientia-019,SCIENTIA,19,0.687324,True,764,540.66,0.737854,0.507145,True,0.06929
26,engine-mathematica-020,MATHEMATICA,20,0.701347,True,379,25.77,0.845892,0.593264,True,0.083313
26,engine-cryptographia-021,CRYPTOGRAPHIA,21,0.551664,True,196,406.91,0.81315,0.448585,True,0.06637
26,engine-logica-022,LOGICA,22,0.500886,True,239,234.89,0.839714,0.420601,True,0.117148
26,engine-natura-023,NATURA,23,0.738585,True,939,139.97,0.990886,0.731854,True,0.120551
27,engine-cognitio-000,COGNITIO,0,0.565172,True,2,429.89,0.74343,0.420166,True,0.052862
27,engine-intelligentia-001,INTELLIGENTIA,1,0.454037,True,5,681.56,0.815651,0.370336,True,0.163997
27,engine-quantumia-002,QUANTUMIA,2,0.805516,True,4,76.76,0.711115,0.572814,True,0.187482
27,engine-resonantia-003,RESONANTIA,3,0.621026,True,8,532.81,0.912769,0.566854,True,0.002992
27,engine-harmonia-004,HARMONIA,4,0.626846,True,4,652.16,0.956645,0.599669,True,0.008812
27,engine-velocitas-005,VELOCITAS,5,0.691398,True,7,653.55,0.844121,0.583624,True,0.073364
27,engine-prudentia-006,PRUDENTIA,6,0.511813,True,13,692.26,0.908533,0.464999,True,0.106221
27,engine-fortitudo-007,FORTITUDO,7,0.647147,True,56,363.98,0.827395,0.535446,True,0.029113
27,engine-temperantia-008,TEMPERANTIA,8,0.615238,True,86,454.32,0.780934,0.48046,True,0.002796
27,engine-iustitia-009,IUSTITIA,9,0.563383,True,213,253.23,0.886593,0.499491,True,0.054651
27,engine-sapientia-010,SAPIENTIA,10,0.52392,True,71,432.88,0.715297,0.374758,True,0.094114
27,engine-memoria-011,MEMORIA,11,0.549731,True,171,281.71,0.77035,0.423485,True,0.068303
27,engine-imaginatio-012,IMAGINATIO,12,0.621644,True,196,111.94,0.992612,0.617052,True,0.00361
27,engine-veritas-013,VERITAS,13,0.683552,True,978,497.2,0.970778,0.663577,True,0.065518
27,engine-libertas-014,LIBERTAS,14,0.460931,True,808,388.32,0.812193,0.374365,True,0.157103
27,engine-dignitas-015,DIGNITAS,15,0.557269,True,60,267.19,0.967612,0.53922,True,0.060765
27,engine-concordia-016,CONCORDIA,16,0.403421,True,938,240.32,0.944525,0.381042,True,0.214613
27,engine-aeternitas-017,AETERNITAS,17,0.585621,True,219,68.39,0.723567,0.423736,True,0.032413
27,engine-providentia-018,PROVIDENTIA,18,0.545285,True,670,123.24,0.930672,0.507481,True,0.072749
27,engine-scientia-019,SCIENTIA,19,0.64449,True,429,432.59,0.802257,0.517047,True,0.026456
27,engine-mathematica-020,MATHEMATICA,20,0.666475,True,775,343.05,0.742509,0.494864,True,0.048441
27,engine-cryptographia-021,CRYPTOGRAPHIA,21,0.749806,True,373,531.68,0.969802,0.727163,True,0.131772
27,engine-logica-022,LOGICA,22,0.728178,True,657,489.75,0.859127,0.625598,True,0.110144
27,engine-natura-023,NATURA,23,0.643137,True,704,608.88,0.714339,0.459418,True,0.025103
28,engine-cognitio-000,COGNITIO,0,0.447987,True,2,27.21,0.909742,0.407553,True,0.170047
28,engine-intelligentia-001,INTELLIGENTIA,1,0.554131,True,2,459.28,0.951744,0.527391,True,0.063902
28,engine-quantumia-002,QUANTUMIA,2,0.57444,True,5,331.97,0.761171,0.437247,True,0.043594
28,engine-resonantia-003,RESONANTIA,3,0.543453,True,5,588.08,0.75716,0.411481,True,0.074581
28,engine-harmonia-004,HARMONIA,4,0.622108,True,13,20.88,0.806031,0.501438,True,0.004074
28,engine-velocitas-005,VELOCITAS,5,0.661281,True,8,650.12,0.981337,0.648939,True,0.043247
28,engine-prudentia-006,PRUDENTIA,6,0.732895,True,49,549.14,0.804533,0.589638,True,0.114861
28,engine-fortitudo-007,FORTITUDO,7,0.531495,True,7,254.23,0.748963,0.39807,True,0.086539
28,engine-temperantia-008,TEMPERANTIA,8,0.583692,True,42,583.02,0.973978,0.568503,True,0.034342
28,engine-iustitia-009,IUSTITIA,9,0.59073,True,42,303.45,0.95,0.561193,True,0.027304
28,engine-sapientia-010,SAPIENTIA,10,0.747267,True,262,297.9,0.908999,0.679265,True,0.129233
28,engine-memoria-011,MEMORIA,11,0.744718,True,86,398.53,0.964335,0.718157,True,0.126684
28,engine-imaginatio-012,IMAGINATIO,12,0.647754,True,530,489.51,0.852023,0.551901,True,0.02972
28,engine-veritas-013,VERITAS,13,0.744815,True,688,320.06,0.943659,0.702851,True,0.126781
28,engine-libertas-014,LIBERTAS,14,0.586463,True,384,266.7,0.946762,0.555241,True,0.031571
28,engine-dignitas-015,DIGNITAS,15,0.653506,True,180,124.49,0.772857,0.505067,True,0.035472
28,engine-concordia-016,CONCORDIA,16,0.592107,True,169,455.27,0.812931,0.481342,True,0.025927
28,engine-aeternitas-017,AETERNITAS,17,0.668472,True,461,329.24,0.978557,0.654138,True,0.050438
28,engine-providentia-018,PROVIDENTIA,18,0.715959,True,4,504.34,0.850858,0.60918,True,0.097926
28,engine-scientia-019,SCIENTIA,19,0.57934,True,843,565.5,0.780043,0.45191,True,0.038694
28,engine-mathematica-020,MATHEMATICA,20,0.461732,True,185,404.69,0.965884,0.445979,True,0.156302
28,engine-cryptographia-021,CRYPTOGRAPHIA,21,0.722428,True,23,551.15,0.993213,0.717525,True,0.104394
28,engine-logica-022,LOGICA,22,0.652604,True,266,38.06,0.853979,0.55731,True,0.03457
28,engine-natura-023,NATURA,23,0.678828,True,559,580.56,0.705187,0.478701,True,0.060794
29,engine-cognitio-000,COGNITIO,0,0.627295,True,1,138.59,0.829449,0.52031,True,0.009261
29,engine-intelligentia-001,INTELLIGENTIA,1,0.697569,True,3,128.93,0.917706,0.640163,True,0.079535
29,engine-quantumia-002,QUANTUMIA,2,0.536791,True,2,506.92,0.842108,0.452036,True,0.081243
29,engine-resonantia-003,RESONANTIA,3,0.396888,True,4,483.4,0.946792,0.37577,True,0.221146
29,engine-harmonia-004,HARMONIA,4,0.650781,True,19,141.89,0.932407,0.606793,True,0.032747
29,engine-velocitas-005,VELOCITAS,5,0.794854,True,22,154.92,0.895342,0.711666,True,0.17682
29,engine-prudentia-006,PRUDENTIA,6,0.522116,True,32,408.89,0.849218,0.443391,True,0.095918
29,engine-fortitudo-007,FORTITUDO,7,0.763353,True,30,121.88,0.729604,0.556945,True,0.145319
29,engine-temperantia-008,TEMPERANTIA,8,0.504191,True,121,659.46,0.822674,0.414784,True,0.113843
29,engine-iustitia-009,IUSTITIA,9,0.480836,True,82,602.97,0.890529,0.428198,True,0.137198
29,engine-sapientia-010,SAPIENTIA,10,0.669467,True,172,211.97,0.988156,0.661538,True,0.051433
29,engine-memoria-011,MEMORIA,11,0.661367,True,34,253.86,0.783146,0.517947,True,0.043333
29,engine-imaginatio-012,IMAGINATIO,12,0.474128,True,903,333.37,0.910873,0.431871,True,0.143906
29,engine-veritas-013,VERITAS,13,0.806497,True,656,352.07,0.813211,0.655852,True,0.188463
29,engine-libertas-014,LIBERTAS,14,0.690305,True,171,583.79,0.94856,0.654796,True,0.072271
29,engine-dignitas-015,DIGNITAS,15,0.689411,True,100,672.13,0.912145,0.628843,True,0.071377
29,engine-concordia-016,CONCORDIA,16,0.49426,True,79,234.66,0.720408,0.356069,True,0.123774
29,engine-aeternitas-017,AETERNITAS,17,0.801748,True,537,325.12,0.749436,0.600859,True,0.183714
29,engine-providentia-018,PROVIDENTIA,18,0.576141,True,169,610.7,0.896323,0.516408,True,0.041893
29,engine-scientia-019,SCIENTIA,19,0.731355,True,877,465.75,0.711912,0.520661,True,0.113321
29,engine-mathematica-020,MATHEMATICA,20,0.737644,True,233,646.39,0.935271,0.689897,True,0.11961
29,engine-cryptographia-021,CRYPTOGRAPHIA,21,0.67513,True,651,80.08,0.733065,0.494914,True,0.057096
29,engine-logica-022,LOGICA,22,0.65732,True,43,394.46,0.796224,0.523374,True,0.039286
29,engine-natura-023,NATURA,23,0.637514,True,569,385.14,0.982165,0.626144,True,0.01948
30,engine-cognitio-000,COGNITIO,0,0.707074,True,2,173.62,0.848702,0.600095,True,0.08904
30,engine-intelligentia-001,INTELLIGENTIA,1,0.579795,True,4,266.38,0.720442,0.417709,True,0.038239
30,engine-quantumia-002,QUANTUMIA,2,0.706153,True,5,43.35,0.820549,0.579433,True,0.088119
30,engine-resonantia-003,RESONANTIA,3,0.73104,True,2,32.05,0.767781,0.561279,True,0.113006
30,engine-harmonia-004,HARMONIA,4,0.753181,True,7,524.52,0.759414,0.571976,True,0.135147
30,engine-velocitas-005,VELOCITAS,5,0.730181,True,10,607.14,0.841157,0.614197,True,0.112147
30,engine-prudentia-006,PRUDENTIA,6,0.671833,True,27,507.77,0.857525,0.576114,True,0.053799
30,engine-fortitudo-007,FORTITUDO,7,0.619338,True,72,423.13,0.745956,0.461999,True,0.001304
30,engine-temperantia-008,TEMPERANTIA,8,0.689909,True,2,144.99,0.747404,0.515641,True,0.071875
30,engine-iustitia-009,IUSTITIA,9,0.420481,True,64,115.87,0.953762,0.401038,True,0.197553
30,engine-sapientia-010,SAPIENTIA,10,0.603676,True,213,686.43,0.759592,0.458548,True,0.014358
30,engine-memoria-011,MEMORIA,11,0.624982,True,95,450.3,0.872138,0.545071,True,0.006948
30,engine-imaginatio-012,IMAGINATIO,12,0.671978,True,417,567.92,0.761787,0.511904,True,0.053944
30,engine-veritas-013,VERITAS,13,0.492662,True,498,591.04,0.858729,0.423063,True,0.125372
30,engine-libertas-014,LIBERTAS,14,0.401041,True,262,72.03,0.960659,0.385264,True,0.216993
30,engine-dignitas-015,DIGNITAS,15,0.559075,True,972,538.16,0.96795,0.541157,True,0.058959
30,engine-concordia-016,CONCORDIA,16,0.6094,True,317,88.06,0.987421,0.601735,True,0.008634
30,engine-aeternitas-017,AETERNITAS,17,0.374807,True,763,144.12,0.933108,0.349735,True,0.243227
30,engine-providentia-018,PROVIDENTIA,18,0.388762,True,249,149.39,0.847899,0.329631,True,0.229272
30,engine-scientia-019,SCIENTIA,19,0.520203,True,894,550.37,0.743623,0.386835,True,0.097831
30,engine-mathematica-020,MATHEMATICA,20,0.60739,True,208,92.17,0.742652,0.451079,True,0.010644
30,engine-cryptographia-021,CRYPTOGRAPHIA,21,0.728702,True,62,96.56,0.773664,0.563771,True,0.110668
30,engine-logica-022,LOGICA,22,0.702,True,607,379.74,0.769644,0.54029,True,0.083966
30,engine-natura-023,NATURA,23,0.661555,True,409,187.91,0.758857,0.502026,True,0.043521
31,engine-cognitio-000,COGNITIO,0,0.771556,True,1,266.13,0.790477,0.609897,True,0.153522
31,engine-intelligentia-001,INTELLIGENTIA,1,0.404944,True,2,124.52,0.794077,0.321557,True,0.21309
31,engine-quantumia-002,QUANTUMIA,2,0.647426,True,5,125.87,0.929913,0.602049,True,0.029392
31,engine-resonantia-003,RESONANTIA,3,0.52495,True,9,347.27,0.849304,0.445842,True,0.093084
31,engine-harmonia-004,HARMONIA,4,0.669003,True,13,418.82,0.868555,0.581066,True,0.050969
31,engine-velocitas-005,VELOCITAS,5,0.552382,True,5,681.02,0.807076,0.445814,True,0.065652
31,engine-prudentia-006,PRUDENTIA,6,0.850423,True,42,672.24,0.837455,0.712191,True,0.232389
31,engine-fortitudo-007,FORTITUDO,7,0.693359,True,27,285.79,0.827374,0.573667,True,0.075325
31,engine-temperantia-008,TEMPERANTIA,8,0.597688,True,116,192.73,0.995936,0.595259,True,0.020346
31,engine-iustitia-009,IUSTITIA,9,0.558524,True,143,336.75,0.890817,0.497543,True,0.05951
31,engine-sapientia-010,SAPIENTIA,10,0.607448,True,153,556.45,0.96302,0.584985,True,0.010586
31,engine-memoria-011,MEMORIA,11,0.762643,True,127,264.25,0.742368,0.566162,True,0.144609
31,engine-imaginatio-012,IMAGINATIO,12,0.555552,True,793,455.61,0.923853,0.513248,True,0.062482
31,engine-veritas-013,VERITAS,13,0.782816,True,787,82.29,0.975474,0.763616,True,0.164782
31,engine-libertas-014,LIBERTAS,14,0.645373,True,454,415.77,0.715778,0.461944,True,0.027339
31,engine-dignitas-015,DIGNITAS,15,0.604765,True,415,624.61,0.959967,0.580554,True,0.013269
31,engine-concordia-016,CONCORDIA,16,0.682625,True,448,165.07,0.97896,0.668262,True,0.064591
31,engine-aeternitas-017,AETERNITAS,17,0.762928,True,199,355.41,0.838955,0.640062,True,0.144894
31,engine-providentia-018,PROVIDENTIA,18,0.485669,True,429,696.5,0.867336,0.421238,True,0.132365
31,engine-scientia-019,SCIENTIA,19,0.629912,True,159,491.47,0.873651,0.550323,True,0.011878
31,engine-mathematica-020,MATHEMATICA,20,0.525445,True,392,596.37,0.83072,0.436498,True,0.092589
31,engine-cryptographia-021,CRYPTOGRAPHIA,21,0.532759,True,835,246.88,0.964477,0.513834,True,0.085275
31,engine-logica-022,LOGICA,22,0.802452,True,342,643.14,0.976199,0.783353,True,0.184418
31,engine-natura-023,NATURA,23,0.649463,True,365,51.48,0.869459,0.564682,True,0.031429
32,engine-cognitio-000,COGNITIO,0,0.729927,True,3,340.92,0.960499,0.701094,True,0.111893
32,engine-intelligentia-001,INTELLIGENTIA,1,0.747489,True,2,521.65,0.777371,0.581076,True,0.129455
32,engine-quantumia-002,QUANTUMIA,2,0.596378,True,7,623.82,0.734823,0.438233,True,0.021656
32,engine-resonantia-003,RESONANTIA,3,0.667707,True,5,93.11,0.968004,0.646343,True,0.049673
32,engine-harmonia-004,HARMONIA,4,0.739321,True,9,466.28,0.945678,0.699159,True,0.121287
32,engine-velocitas-005,VELOCITAS,5,0.571785,True,25,517.53,0.797602,0.456057,True,0.046249
32,engine-prudentia-006,PRUDENTIA,6,0.396564,True,22,566.8,0.888792,0.352463,True,0.22147
32,engine-fortitudo-007,FORTITUDO,7,0.584271,True,1,104.77,0.959514,0.560616,True,0.033763
32,engine-temperantia-008,TEMPERANTIA,8,0.643069,True,104,499.29,0.851683,0.547691,True,0.025035
32,engine-iustitia-009,IUSTITIA,9,0.609226,True,233,234.76,0.909871,0.554317,True,0.008808
32,engine-sapientia-010,SAPIENTIA,10,0.762247,True,117,139.35,0.887241,0.676297,True,0.144213
32,engine-memoria-011,MEMORIA,11,0.594496,True,143,398.39,0.780014,0.463715,True,0.023538
32,engine-imaginatio-012,IMAGINATIO,12,0.597295,True,286,27.83,0.738602,0.441163,True,0.020739
32,engine-veritas-013,VERITAS,13,0.644689,True,611,414.95,0.947488,0.610835,True,0.026655
32,engine-libertas-014,LIBERTAS,14,0.705109,True,909,114.25,0.782056,0.551435,True,0.087075
32,engine-dignitas-015,DIGNITAS,15,0.645074,True,849,118.69,0.87546,0.564736,True,0.02704
32,engine-concordia-016,CONCORDIA,16,0.606101,True,33,108.0,0.728752,0.441697,True,0.011933
32,engine-aeternitas-017,AETERNITAS,17,0.549208,True,917,340.14,0.937999,0.515156,True,0.068826
32,engine-providentia-018,PROVIDENTIA,18,0.75812,True,819,394.31,0.902171,0.683954,True,0.140086
32,engine-scientia-019,SCIENTIA,19,0.604169,True,809,438.31,0.818389,0.494446,True,0.013865
32,engine-mathematica-020,MATHEMATICA,20,0.588352,True,764,67.3,0.817702,0.481097,True,0.029682
32,engine-cryptographia-021,CRYPTOGRAPHIA,21,0.59816,True,500,691.82,0.829873,0.496397,True,0.019874
32,engine-logica-022,LOGICA,22,0.772747,True,646,359.44,0.786892,0.608069,True,0.154713
32,engine-natura-023,NATURA,23,0.548854,True,963,421.3,0.898605,0.493203,True,0.06918
33,engine-cognitio-000,COGNITIO,0,0.707863,True,3,688.69,0.89478,0.633382,True,0.089829
33,engine-intelligentia-001,INTELLIGENTIA,1,0.517057,True,1,122.06,0.851638,0.440345,True,0.100977
33,engine-quantumia-002,QUANTUMIA,2,0.667903,True,8,472.26,0.945181,0.63129,True,0.049869
33,engine-resonantia-003,RESONANTIA,3,0.625595,True,6,500.52,0.873222,0.546283,True,0.007561
33,engine-harmonia-004,HARMONIA,4,0.671612,True,6,349.01,0.955491,0.641719,True,0.053578
33,engine-velocitas-005,VELOCITAS,5,0.841905,True,16,145.03,0.875389,0.736994,True,0.223871
33,engine-prudentia-006,PRUDENTIA,6,0.755919,True,42,81.64,0.799083,0.604042,True,0.137885
33,engine-fortitudo-007,FORTITUDO,7,0.412589,True,60,105.4,0.975223,0.402366,True,0.205445
33,engine-temperantia-008,TEMPERANTIA,8,0.743655,True,62,488.7,0.783587,0.582718,True,0.125621
33,engine-iustitia-009,IUSTITIA,9,0.723687,True,129,91.33,0.940829,0.680866,True,0.105653
33,engine-sapientia-010,SAPIENTIA,10,0.600494,True,152,106.38,0.883095,0.530293,True,0.01754
33,engine-memoria-011,MEMORIA,11,0.812821,True,324,86.13,0.716769,0.582605,True,0.194787
33,engine-imaginatio-012,IMAGINATIO,12,0.527895,True,560,144.85,0.909926,0.480345,True,0.090139
33,engine-veritas-013,VERITAS,13,0.501877,True,72,562.28,0.975986,0.489825,True,0.116157
33,engine-libertas-014,LIBERTAS,14,0.531894,True,767,605.33,0.769884,0.409497,True,0.08614
33,engine-dignitas-015,DIGNITAS,15,0.624875,True,386,12.7,0.948257,0.592542,True,0.006841
33,engine-concordia-016,CONCORDIA,16,0.526557,True,471,96.91,0.857854,0.451709,True,0.091477
33,engine-aeternitas-017,AETERNITAS,17,0.298291,True,759,548.98,0.731405,0.218172,True,0.319743
33,engine-providentia-018,PROVIDENTIA,18,0.552055,True,647,435.85,0.794519,0.438618,True,0.065979
33,engine-scientia-019,SCIENTIA,19,0.413352,True,22,691.7,0.911771,0.376882,True,0.204682
33,engine-mathematica-020,MATHEMATICA,20,0.631808,True,349,547.86,0.755267,0.477184,True,0.013774
33,engine-cryptographia-021,CRYPTOGRAPHIA,21,0.711436,True,842,257.42,0.888842,0.632354,True,0.093402
33,engine-logica-022,LOGICA,22,0.698112,True,604,697.29,0.867291,0.605467,True,0.080079
33,engine-natura-023,NATURA,23,0.621435,True,749,311.41,0.757946,0.471014,True,0.003401
34,engine-cognitio-000,COGNITIO,0,0.760916,True,1,151.48,0.900519,0.685219,True,0.142882
34,engine-intelligentia-001,INTELLIGENTIA,1,0.679573,True,5,511.88,0.870817,0.591783,True,0.061539
