beat,timestamp_ms,R_order_parameter,mean_phase_psi,phase_variance,gate_passed,oscillator_count,coupling_strength,drift_from_phi_inv
834,728082,1.0,-0.13650631,0.0,True,24,0.6180339887498948,0.38196601
835,728955,1.0,-1.16952481,0.0,True,24,0.6180339887498948,0.38196601
836,729828,1.0,-2.2025433,-0.0,True,24,0.6180339887498948,0.38196601
837,730701,1.0,3.04762351,-0.0,True,24,0.6180339887498948,0.38196601
838,731574,1.0,2.01460501,0.0,True,24,0.6180339887498948,0.38196601
839,732447,1.0,0.98158652,0.0,True,24,0.6180339887498948,0.38196601
840,733320,1.0,-0.05143198,0.0,True,24,0.6180339887498948,0.38196601
841,734193,1.0,-1.08445048,0.0,True,24,0.6180339887498948,0.38196601
842,735066,1.0,-2.11746897,0.0,True,24,0.6180339887498948,0.38196601
843,735939,1.0,3.13269784,0.0,True,24,0.6180339887498948,0.38196601
844,736812,1.0,2.09967934,-0.0,True,24,0.6180339887498948,0.38196601
845,737685,1.0,1.06666084,0.0,True,24,0.6180339887498948,0.38196601
846,738558,1.0,0.03364235,0.0,True,24,0.6180339887498948,0.38196601
847,739431,1.0,-0.99937615,-0.0,True,24,0.6180339887498948,0.38196601
848,740304,1.0,-2.03239464,0.0,True,24,0.6180339887498948,0.38196601
849,741177,1.0,-3.06541314,0.0,True,24,0.6180339887498948,0.38196601
850,742050,1.0,2.18475367,0.0,True,24,0.6180339887498948,0.38196601
851,742923,1.0,1.15173517,0.0,True,24,0.6180339887498948,0.38196601
852,743796,1.0,0.11871668,0.0,True,24,0.6180339887498948,0.38196601
853,744669,1.0,-0.91430182,0.0,True,24,0.6180339887498948,0.38196601
854,745542,1.0,-1.94732032,0.0,True,24,0.6180339887498948,0.38196601
855,746415,1.0,-2.98033881,0.0,True,24,0.6180339887498948,0.38196601
856,747288,1.0,2.269828,0.0,True,24,0.6180339887498948,0.38196601
857,748161,1.0,1.2368095,0.0,True,24,0.6180339887498948,0.38196601
858,749034,1.0,0.20379101,0.0,True,24,0.6180339887498948,0.38196601
859,749907,1.0,-0.82922749,0.0,True,24,0.6180339887498948,0.38196601
860,750780,1.0,-1.86224599,0.0,True,24,0.6180339887498948,0.38196601
861,751653,1.0,-2.89526448,0.0,True,24,0.6180339887498948,0.38196601
862,752526,1.0,2.35490233,0.0,True,24,0.6180339887498948,0.38196601
863,753399,1.0,1.32188383,0.0,True,24,0.6180339887498948,0.38196601
864,754272,1.0,0.28886534,-0.0,True,24,0.6180339887498948,0.38196601
865,755145,1.0,-0.74415316,0.0,True,24,0.6180339887498948,0.38196601
866,756018,1.0,-1.77717166,0.0,True,24,0.6180339887498948,0.38196601
867,756891,1.0,-2.81019015,0.0,True,24,0.6180339887498948,0.38196601
868,757764,1.0,2.43997666,0.0,True,24,0.6180339887498948,0.38196601
869,758637,1.0,1.40695816,0.0,True,24,0.6180339887498948,0.38196601
870,759510,1.0,0.37393966,0.0,True,24,0.6180339887498948,0.38196601
871,760383,1.0,-0.65907883,0.0,True,24,0.6180339887498948,0.38196601
872,761256,1.0,-1.69209733,0.0,True,24,0.6180339887498948,0.38196601
873,762129,1.0,-2.72511582,0.0,True,24,0.6180339887498948,0.38196601
874,763002,1.0,2.52505099,-0.0,True,24,0.6180339887498948,0.38196601
875,763875,1.0,1.49203249,0.0,True,24,0.6180339887498948,0.38196601
876,764748,1.0,0.45901399,-0.0,True,24,0.6180339887498948,0.38196601
877,765621,1.0,-0.5740045,0.0,True,24,0.6180339887498948,0.38196601
878,766494,1.0,-1.607023,0.0,True,24,0.6180339887498948,0.38196601
879,767367,1.0,-2.6400415,0.0,True,24,0.6180339887498948,0.38196601
880,768240,1.0,2.61012532,0.0,True,24,0.6180339887498948,0.38196601
881,769113,1.0,1.57710682,0.0,True,24,0.6180339887498948,0.38196601
882,769986,1.0,0.54408832,0.0,True,24,0.6180339887498948,0.38196601
883,770859,1.0,-0.48893017,0.0,True,24,0.6180339887498948,0.38196601
884,771732,1.0,-1.52194867,-0.0,True,24,0.6180339887498948,0.38196601
885,772605,1.0,-2.55496717,0.0,True,24,0.6180339887498948,0.38196601
886,773478,1.0,2.69519964,0.0,True,24,0.6180339887498948,0.38196601
887,774351,1.0,1.66218115,0.0,True,24,0.6180339887498948,0.38196601
888,775224,1.0,0.62916265,0.0,True,24,0.6180339887498948,0.38196601
889,776097,1.0,-0.40385584,0.0,True,24,0.6180339887498948,0.38196601
890,776970,1.0,-1.43687434,0.0,True,24,0.6180339887498948,0.38196601
891,777843,1.0,-2.46989284,0.0,True,24,0.6180339887498948,0.38196601
892,778716,1.0,2.78027397,0.0,True,24,0.6180339887498948,0.38196601
893,779589,1.0,1.74725548,0.0,True,24,0.6180339887498948,0.38196601
894,780462,1.0,0.71423698,-0.0,True,24,0.6180339887498948,0.38196601
895,781335,1.0,-0.31878152,0.0,True,24,0.6180339887498948,0.38196601
896,782208,1.0,-1.35180001,0.0,True,24,0.6180339887498948,0.38196601
897,783081,1.0,-2.38481851,0.0,True,24,0.6180339887498948,0.38196601
898,783954,1.0,2.8653483,0.0,True,24,0.6180339887498948,0.38196601
899,784827,1.0,1.83232981,0.0,True,24,0.6180339887498948,0.38196601
900,785700,1.0,0.79931131,-0.0,True,24,0.6180339887498948,0.38196601
901,786573,1.0,-0.23370719,0.0,True,24,0.6180339887498948,0.38196601
902,787446,1.0,-1.26672568,-0.0,True,24,0.6180339887498948,0.38196601
903,788319,1.0,-2.29974418,0.0,True,24,0.6180339887498948,0.38196601
904,789192,1.0,2.95042263,0.0,True,24,0.6180339887498948,0.38196601
905,790065,1.0,1.91740414,0.0,True,24,0.6180339887498948,0.38196601
906,790938,1.0,0.88438564,0.0,True,24,0.6180339887498948,0.38196601
907,791811,1.0,-0.14863286,0.0,True,24,0.6180339887498948,0.38196601
908,792684,1.0,-1.18165135,0.0,True,24,0.6180339887498948,0.38196601
909,793557,1.0,-2.21466985,0.0,True,24,0.6180339887498948,0.38196601
910,794430,1.0,3.03549696,0.0,True,24,0.6180339887498948,0.38196601
911,795303,1.0,2.00247846,0.0,True,24,0.6180339887498948,0.38196601
912,796176,1.0,0.96945997,0.0,True,24,0.6180339887498948,0.38196601
913,797049,1.0,-0.06355853,0.0,True,24,0.6180339887498948,0.38196601
914,797922,1.0,-1.09657702,0.0,True,24,0.6180339887498948,0.38196601
915,798795,1.0,-2.12959552,0.0,True,24,0.6180339887498948,0.38196601
916,799668,1.0,3.12057129,-0.0,True,24,0.6180339887498948,0.38196601
917,800541,1.0,2.08755279,0.0,True,24,0.6180339887498948,0.38196601
918,801414,1.0,1.0545343,-0.0,True,24,0.6180339887498948,0.38196601
919,802287,1.0,0.0215158,0.0,True,24,0.6180339887498948,0.38196601
920,803160,1.0,-1.0115027,0.0,True,24,0.6180339887498948,0.38196601
921,804033,1.0,-2.04452119,0.0,True,24,0.6180339887498948,0.38196601
922,804906,1.0,-3.07753969,0.0,True,24,0.6180339887498948,0.38196601
923,805779,1.0,2.17262712,0.0,True,24,0.6180339887498948,0.38196601
924,806652,1.0,1.13960863,0.0,True,24,0.6180339887498948,0.38196601
925,807525,1.0,0.10659013,0.0,True,24,0.6180339887498948,0.38196601
926,808398,1.0,-0.92642837,0.0,True,24,0.6180339887498948,0.38196601
927,809271,1.0,-1.95944686,-0.0,True,24,0.6180339887498948,0.38196601
928,810144,1.0,-2.99246536,0.0,True,24,0.6180339887498948,0.38196601
929,811017,1.0,2.25770145,0.0,True,24,0.6180339887498948,0.38196601
930,811890,1.0,1.22468295,-0.0,True,24,0.6180339887498948,0.38196601
931,812763,1.0,0.19166446,0.0,True,24,0.6180339887498948,0.38196601
932,813636,1.0,-0.84135404,-0.0,True,24,0.6180339887498948,0.38196601
933,814509,1.0,-1.87437253,0.0,True,24,0.6180339887498948,0.38196601
934,815382,1.0,-2.90739103,0.0,True,24,0.6180339887498948,0.38196601
935,816255,1.0,2.34277578,0.0,True,24,0.6180339887498948,0.38196601
936,817128,1.0,1.30975728,0.0,True,24,0.6180339887498948,0.38196601
937,818001,1.0,0.27673879,-0.0,True,24,0.6180339887498948,0.38196601
938,818874,1.0,-0.75627971,0.0,True,24,0.6180339887498948,0.38196601
939,819747,1.0,-1.78929821,0.0,True,24,0.6180339887498948,0.38196601
940,820620,1.0,-2.8223167,-0.0,True,24,0.6180339887498948,0.38196601
941,821493,1.0,2.42785011,0.0,True,24,0.6180339887498948,0.38196601
942,822366,1.0,1.39483161,0.0,True,24,0.6180339887498948,0.38196601
943,823239,1.0,0.36181312,0.0,True,24,0.6180339887498948,0.38196601
944,824112,1.0,-0.67120538,-0.0,True,24,0.6180339887498948,0.38196601
945,824985,1.0,-1.70422388,0.0,True,24,0.6180339887498948,0.38196601
946,825858,1.0,-2.73724237,0.0,True,24,0.6180339887498948,0.38196601
947,826731,1.0,2.51292444,0.0,True,24,0.6180339887498948,0.38196601
948,827604,1.0,1.47990594,-0.0,True,24,0.6180339887498948,0.38196601
949,828477,1.0,0.44688745,0.0,True,24,0.6180339887498948,0.38196601
950,829350,1.0,-0.58613105,0.0,True,24,0.6180339887498948,0.38196601
951,830223,1.0,-1.61914955,-0.0,True,24,0.6180339887498948,0.38196601
952,831096,1.0,-2.65216804,0.0,True,24,0.6180339887498948,0.38196601
953,831969,1.0,2.59799877,0.0,True,24,0.6180339887498948,0.38196601
954,832842,1.0,1.56498027,0.0,True,24,0.6180339887498948,0.38196601
955,833715,1.0,0.53196177,0.0,True,24,0.6180339887498948,0.38196601
956,834588,1.0,-0.50105672,0.0,True,24,0.6180339887498948,0.38196601
957,835461,1.0,-1.53407522,0.0,True,24,0.6180339887498948,0.38196601
958,836334,1.0,-2.56709371,0.0,True,24,0.6180339887498948,0.38196601
959,837207,1.0,2.6830731,0.0,True,24,0.6180339887498948,0.38196601
960,838080,1.0,1.6500546,0.0,True,24,0.6180339887498948,0.38196601
961,838953,1.0,0.6170361,0.0,True,24,0.6180339887498948,0.38196601
962,839826,1.0,-0.41598239,0.0,True,24,0.6180339887498948,0.38196601
963,840699,1.0,-1.44900089,0.0,True,24,0.6180339887498948,0.38196601
964,841572,1.0,-2.48201939,0.0,True,24,0.6180339887498948,0.38196601
965,842445,1.0,2.76814743,0.0,True,24,0.6180339887498948,0.38196601
966,843318,1.0,1.73512893,0.0,True,24,0.6180339887498948,0.38196601
967,844191,1.0,0.70211043,0.0,True,24,0.6180339887498948,0.38196601
968,845064,1.0,-0.33090806,0.0,True,24,0.6180339887498948,0.38196601
969,845937,1.0,-1.36392656,0.0,True,24,0.6180339887498948,0.38196601
970,846810,1.0,-2.39694506,0.0,True,24,0.6180339887498948,0.38196601
971,847683,1.0,2.85322175,-0.0,True,24,0.6180339887498948,0.38196601
972,848556,1.0,1.82020326,0.0,True,24,0.6180339887498948,0.38196601
973,849429,1.0,0.78718476,0.0,True,24,0.6180339887498948,0.38196601
974,850302,1.0,-0.24583373,0.0,True,24,0.6180339887498948,0.38196601
975,851175,1.0,-1.27885223,0.0,True,24,0.6180339887498948,0.38196601
976,852048,1.0,-2.31187073,0.0,True,24,0.6180339887498948,0.38196601
977,852921,1.0,2.93829608,0.0,True,24,0.6180339887498948,0.38196601
978,853794,1.0,1.90527759,0.0,True,24,0.6180339887498948,0.38196601
979,854667,1.0,0.87225909,0.0,True,24,0.6180339887498948,0.38196601
980,855540,1.0,-0.16075941,0.0,True,24,0.6180339887498948,0.38196601
981,856413,1.0,-1.1937779,-0.0,True,24,0.6180339887498948,0.38196601
982,857286,1.0,-2.2267964,0.0,True,24,0.6180339887498948,0.38196601
983,858159,1.0,3.02337041,-0.0,True,24,0.6180339887498948,0.38196601
984,859032,1.0,1.99035192,0.0,True,24,0.6180339887498948,0.38196601
985,859905,1.0,0.95733342,0.0,True,24,0.6180339887498948,0.38196601
986,860778,1.0,-0.07568508,-0.0,True,24,0.6180339887498948,0.38196601
987,861651,1.0,-1.10870357,0.0,True,24,0.6180339887498948,0.38196601
988,862524,1.0,-2.14172207,0.0,True,24,0.6180339887498948,0.38196601
989,863397,1.0,3.10844474,-0.0,True,24,0.6180339887498948,0.38196601
990,864270,1.0,2.07542625,0.0,True,24,0.6180339887498948,0.38196601
991,865143,1.0,1.04240775,0.0,True,24,0.6180339887498948,0.38196601
992,866016,1.0,0.00938925,0.0,True,24,0.6180339887498948,0.38196601
993,866889,1.0,-1.02362924,0.0,True,24,0.6180339887498948,0.38196601
994,867762,1.0,-2.05664774,0.0,True,24,0.6180339887498948,0.38196601
995,868635,1.0,-3.08966624,0.0,True,24,0.6180339887498948,0.38196601
996,869508,1.0,2.16050057,-0.0,True,24,0.6180339887498948,0.38196601
997,870381,1.0,1.12748208,0.0,True,24,0.6180339887498948,0.38196601
998,871254,1.0,0.09446358,0.0,True,24,0.6180339887498948,0.38196601
999,872127,1.0,-0.93855491,-0.0,True,24,0.6180339887498948,0.38196601
1000,873000,1.0,-1.97157341,0.0,True,24,0.6180339887498948,0.38196601
1001,873873,1.0,-3.00459191,0.0,True,24,0.6180339887498948,0.38196601
1002,874746,1.0,2.2455749,-0.0,True,24,0.6180339887498948,0.38196601
1003,875619,1.0,1.21255641,0.0,True,24,0.6180339887498948,0.38196601
1004,876492,1.0,0.17953791,0.0,True,24,0.6180339887498948,0.38196601
1005,877365,1.0,-0.85348059,0.0,True,24,0.6180339887498948,0.38196601
1006,878238,1.0,-1.88649908,0.0,True,24,0.6180339887498948,0.38196601
1007,879111,1.0,-2.91951758,0.0,True,24,0.6180339887498948,0.38196601
1008,879984,1.0,2.33064923,0.0,True,24,0.6180339887498948,0.38196601
1009,880857,1.0,1.29763074,-0.0,True,24,0.6180339887498948,0.38196601
1010,881730,1.0,0.26461224,0.0,True,24,0.6180339887498948,0.38196601
1011,882603,1.0,-0.76840626,0.0,True,24,0.6180339887498948,0.38196601
1012,883476,1.0,-1.80142475,0.0,True,24,0.6180339887498948,0.38196601
1013,884349,1.0,-2.83444325,0.0,True,24,0.6180339887498948,0.38196601
1014,885222,1.0,2.41572356,0.0,True,24,0.6180339887498948,0.38196601
1015,886095,1.0,1.38270507,0.0,True,24,0.6180339887498948,0.38196601
1016,886968,1.0,0.34968657,-0.0,True,24,0.6180339887498948,0.38196601
1017,887841,1.0,-0.68333193,0.0,True,24,0.6180339887498948,0.38196601
1018,888714,1.0,-1.71635042,0.0,True,24,0.6180339887498948,0.38196601
1019,889587,1.0,-2.74936892,0.0,True,24,0.6180339887498948,0.38196601
1020,890460,1.0,2.50079789,0.0,True,24,0.6180339887498948,0.38196601
1021,891333,1.0,1.46777939,0.0,True,24,0.6180339887498948,0.38196601
1022,892206,1.0,0.4347609,0.0,True,24,0.6180339887498948,0.38196601
1023,893079,1.0,-0.5982576,0.0,True,24,0.6180339887498948,0.38196601
1024,893952,1.0,-1.63127609,0.0,True,24,0.6180339887498948,0.38196601
1025,894825,1.0,-2.66429459,0.0,True,24,0.6180339887498948,0.38196601
1026,895698,1.0,2.58587222,0.0,True,24,0.6180339887498948,0.38196601
1027,896571,1.0,1.55285372,0.0,True,24,0.6180339887498948,0.38196601
1028,897444,1.0,0.51983523,0.0,True,24,0.6180339887498948,0.38196601
1029,898317,1.0,-0.51318327,0.0,True,24,0.6180339887498948,0.38196601
1030,899190,1.0,-1.54620177,0.0,True,24,0.6180339887498948,0.38196601
1031,900063,1.0,-2.57922026,-0.0,True,24,0.6180339887498948,0.38196601
1032,900936,1.0,2.67094655,0.0,True,24,0.6180339887498948,0.38196601
1033,901809,1.0,1.63792805,0.0,True,24,0.6180339887498948,0.38196601
1034,902682,1.0,0.60490956,0.0,True,24,0.6180339887498948,0.38196601
1035,903555,1.0,-0.42810894,0.0,True,24,0.6180339887498948,0.38196601
1036,904428,1.0,-1.46112744,-0.0,True,24,0.6180339887498948,0.38196601
1037,905301,1.0,-2.49414593,0.0,True,24,0.6180339887498948,0.38196601
1038,906174,1.0,2.75602088,0.0,True,24,0.6180339887498948,0.38196601
1039,907047,1.0,1.72300238,-0.0,True,24,0.6180339887498948,0.38196601
1040,907920,1.0,0.68998389,0.0,True,24,0.6180339887498948,0.38196601
1041,908793,1.0,-0.34303461,-0.0,True,24,0.6180339887498948,0.38196601
1042,909666,1.0,-1.37605311,0.0,True,24,0.6180339887498948,0.38196601
1043,910539,1.0,-2.4090716,0.0,True,24,0.6180339887498948,0.38196601
1044,911412,1.0,2.84109521,0.0,True,24,0.6180339887498948,0.38196601
1045,912285,1.0,1.80807671,-0.0,True,24,0.6180339887498948,0.38196601
1046,913158,1.0,0.77505821,0.0,True,24,0.6180339887498948,0.38196601
1047,914031,1.0,-0.25796028,0.0,True,24,0.6180339887498948,0.38196601
1048,914904,1.0,-1.29097878,0.0,True,24,0.6180339887498948,0.38196601
1049,915777,1.0,-2.32399727,0.0,True,24,0.6180339887498948,0.38196601
1050,916650,1.0,2.92616954,0.0,True,24,0.6180339887498948,0.38196601
1051,917523,1.0,1.89315104,0.0,True,24,0.6180339887498948,0.38196601
1052,918396,1.0,0.86013254,0.0,True,24,0.6180339887498948,0.38196601
1053,919269,1.0,-0.17288595,0.0,True,24,0.6180339887498948,0.38196601
1054,920142,1.0,-1.20590445,0.0,True,24,0.6180339887498948,0.38196601
1055,921015,1.0,-2.23892295,0.0,True,24,0.6180339887498948,0.38196601
1056,921888,1.0,3.01124387,0.0,True,24,0.6180339887498948,0.38196601
1057,922761,1.0,1.97822537,-0.0,True,24,0.6180339887498948,0.38196601
1058,923634,1.0,0.94520687,0.0,True,24,0.6180339887498948,0.38196601
1059,924507,1.0,-0.08781162,0.0,True,24,0.6180339887498948,0.38196601
1060,925380,1.0,-1.12083012,0.0,True,24,0.6180339887498948,0.38196601
1061,926253,1.0,-2.15384862,0.0,True,24,0.6180339887498948,0.38196601
1062,927126,1.0,3.09631819,0.0,True,24,0.6180339887498948,0.38196601
1063,927999,1.0,2.0632997,0.0,True,24,0.6180339887498948,0.38196601
1064,928872,1.0,1.0302812,0.0,True,24,0.6180339887498948,0.38196601
1065,929745,1.0,-0.00273729,0.0,True,24,0.6180339887498948,0.38196601
1066,930618,1.0,-1.03575579,0.0,True,24,0.6180339887498948,0.38196601
1067,931491,1.0,-2.06877429,0.0,True,24,0.6180339887498948,0.38196601
1068,932364,1.0,-3.10179278,0.0,True,24,0.6180339887498948,0.38196601
1069,933237,1.0,2.14837403,0.0,True,24,0.6180339887498948,0.38196601
1070,934110,1.0,1.11535553,-0.0,True,24,0.6180339887498948,0.38196601
1071,934983,1.0,0.08233703,0.0,True,24,0.6180339887498948,0.38196601
1072,935856,1.0,-0.95068146,0.0,True,24,0.6180339887498948,0.38196601
1073,936729,1.0,-1.98369996,0.0,True,24,0.6180339887498948,0.38196601
1074,937602,1.0,-3.01671845,0.0,True,24,0.6180339887498948,0.38196601
1075,938475,1.0,2.23344836,-0.0,True,24,0.6180339887498948,0.38196601
1076,939348,1.0,1.20042986,0.0,True,24,0.6180339887498948,0.38196601
1077,940221,1.0,0.16741136,-0.0,True,24,0.6180339887498948,0.38196601
1078,941094,1.0,-0.86560713,0.0,True,24,0.6180339887498948,0.38196601
1079,941967,1.0,-1.89862563,0.0,True,24,0.6180339887498948,0.38196601
1080,942840,1.0,-2.93164413,0.0,True,24,0.6180339887498948,0.38196601
1081,943713,1.0,2.31852269,0.0,True,24,0.6180339887498948,0.38196601
1082,944586,1.0,1.28550419,-0.0,True,24,0.6180339887498948,0.38196601
1083,945459,1.0,0.25248569,0.0,True,24,0.6180339887498948,0.38196601
1084,946332,1.0,-0.7805328,0.0,True,24,0.6180339887498948,0.38196601
1085,947205,1.0,-1.8135513,0.0,True,24,0.6180339887498948,0.38196601
1086,948078,1.0,-2.8465698,-0.0,True,24,0.6180339887498948,0.38196601
1087,948951,1.0,2.40359701,0.0,True,24,0.6180339887498948,0.38196601
1088,949824,1.0,1.37057852,0.0,True,24,0.6180339887498948,0.38196601
1089,950697,1.0,0.33756002,0.0,True,24,0.6180339887498948,0.38196601
1090,951570,1.0,-0.69545847,-0.0,True,24,0.6180339887498948,0.38196601
1091,952443,1.0,-1.72847697,0.0,True,24,0.6180339887498948,0.38196601
1092,953316,1.0,-2.76149547,0.0,True,24,0.6180339887498948,0.38196601
1093,954189,1.0,2.48867134,0.0,True,24,0.6180339887498948,0.38196601
1094,955062,1.0,1.45565285,0.0,True,24,0.6180339887498948,0.38196601
1095,955935,1.0,0.42263435,0.0,True,24,0.6180339887498948,0.38196601
1096,956808,1.0,-0.61038415,-0.0,True,24,0.6180339887498948,0.38196601
1097,957681,1.0,-1.64340264,0.0,True,24,0.6180339887498948,0.38196601
1098,958554,1.0,-2.67642114,0.0,True,24,0.6180339887498948,0.38196601
1099,959427,1.0,2.57374567,0.0,True,24,0.6180339887498948,0.38196601
1100,960300,1.0,1.54072718,0.0,True,24,0.6180339887498948,0.38196601
1101,961173,1.0,0.50770868,0.0,True,24,0.6180339887498948,0.38196601
1102,962046,1.0,-0.52530982,-0.0,True,24,0.6180339887498948,0.38196601
1103,962919,1.0,-1.55832831,0.0,True,24,0.6180339887498948,0.38196601
1104,963792,1.0,-2.59134681,-0.0,True,24,0.6180339887498948,0.38196601
1105,964665,1.0,2.65882,0.0,True,24,0.6180339887498948,0.38196601
1106,965538,1.0,1.6258015,0.0,True,24,0.6180339887498948,0.38196601
1107,966411,1.0,0.59278301,0.0,True,24,0.6180339887498948,0.38196601
1108,967284,1.0,-0.44023549,0.0,True,24,0.6180339887498948,0.38196601
1109,968157,1.0,-1.47325398,0.0,True,24,0.6180339887498948,0.38196601
1110,969030,1.0,-2.50627248,0.0,True,24,0.6180339887498948,0.38196601
1111,969903,1.0,2.74389433,0.0,True,24,0.6180339887498948,0.38196601
1112,970776,1.0,1.71087583,0.0,True,24,0.6180339887498948,0.38196601
1113,971649,1.0,0.67785734,0.0,True,24,0.6180339887498948,0.38196601
1114,972522,1.0,-0.35516116,0.0,True,24,0.6180339887498948,0.38196601
1115,973395,1.0,-1.38817966,0.0,True,24,0.6180339887498948,0.38196601
1116,974268,1.0,-2.42119815,0.0,True,24,0.6180339887498948,0.38196601
1117,975141,1.0,2.82896866,0.0,True,24,0.6180339887498948,0.38196601
1118,976014,1.0,1.79595016,0.0,True,24,0.6180339887498948,0.38196601
1119,976887,1.0,0.76293167,0.0,True,24,0.6180339887498948,0.38196601
1120,977760,1.0,-0.27008683,0.0,True,24,0.6180339887498948,0.38196601
1121,978633,1.0,-1.30310533,0.0,True,24,0.6180339887498948,0.38196601
1122,979506,1.0,-2.33612382,0.0,True,24,0.6180339887498948,0.38196601
1123,980379,1.0,2.91404299,0.0,True,24,0.6180339887498948,0.38196601
1124,981252,1.0,1.88102449,0.0,True,24,0.6180339887498948,0.38196601
1125,982125,1.0,0.848006,0.0,True,24,0.6180339887498948,0.38196601
1126,982998,1.0,-0.1850125,0.0,True,24,0.6180339887498948,0.38196601
1127,983871,1.0,-1.218031,-0.0,True,24,0.6180339887498948,0.38196601
1128,984744,1.0,-2.25104949,-0.0,True,24,0.6180339887498948,0.38196601
1129,985617,1.0,2.99911732,0.0,True,24,0.6180339887498948,0.38196601
1130,986490,1.0,1.96609882,0.0,True,24,0.6180339887498948,0.38196601
1131,987363,1.0,0.93308032,0.0,True,24,0.6180339887498948,0.38196601
1132,988236,1.0,-0.09993817,0.0,True,24,0.6180339887498948,0.38196601
1133,989109,1.0,-1.13295667,-0.0,True,24,0.6180339887498948,0.38196601
1134,989982,1.0,-2.16597516,0.0,True,24,0.6180339887498948,0.38196601
1135,990855,1.0,3.08419165,0.0,True,24,0.6180339887498948,0.38196601
1136,991728,1.0,2.05117315,0.0,True,24,0.6180339887498948,0.38196601
1137,992601,1.0,1.01815465,0.0,True,24,0.6180339887498948,0.38196601
1138,993474,1.0,-0.01486384,0.0,True,24,0.6180339887498948,0.38196601
1139,994347,1.0,-1.04788234,0.0,True,24,0.6180339887498948,0.38196601
1140,995220,1.0,-2.08090084,0.0,True,24,0.6180339887498948,0.38196601
1141,996093,1.0,-3.11391933,-0.0,True,24,0.6180339887498948,0.38196601
1142,996966,1.0,2.13624748,0.0,True,24,0.6180339887498948,0.38196601
1143,997839,1.0,1.10322898,-0.0,True,24,0.6180339887498948,0.38196601
1144,998712,1.0,0.07021049,0.0,True,24,0.6180339887498948,0.38196601
1145,999585,1.0,-0.96280801,-0.0,True,24,0.6180339887498948,0.38196601
1146,1000458,1.0,-1.99582651,0.0,True,24,0.6180339887498948,0.38196601
1147,1001331,1.0,-3.028845,0.0,True,24,0.6180339887498948,0.38196601
1148,1002204,1.0,2.22132181,0.0,True,24,0.6180339887498948,0.38196601
1149,1003077,1.0,1.18830331,0.0,True,24,0.6180339887498948,0.38196601
1150,1003950,1.0,0.15528482,0.0,True,24,0.6180339887498948,0.38196601
1151,1004823,1.0,-0.87773368,-0.0,True,24,0.6180339887498948,0.38196601
1152,1005696,1.0,-1.91075218,0.0,True,24,0.6180339887498948,0.38196601
1153,1006569,1.0,-2.94377067,0.0,True,24,0.6180339887498948,0.38196601
1154,1007442,1.0,2.30639614,0.0,True,24,0.6180339887498948,0.38196601
1155,1008315,1.0,1.27337764,0.0,True,24,0.6180339887498948,0.38196601
1156,1009188,1.0,0.24035914,0.0,True,24,0.6180339887498948,0.38196601
1157,1010061,1.0,-0.79265935,0.0,True,24,0.6180339887498948,0.38196601
1158,1010934,1.0,-1.82567785,-0.0,True,24,0.6180339887498948,0.38196601
1159,1011807,1.0,-2.85869634,0.0,True,24,0.6180339887498948,0.38196601
1160,1012680,1.0,2.39147047,0.0,True,24,0.6180339887498948,0.38196601
1161,1013553,1.0,1.35845197,0.0,True,24,0.6180339887498948,0.38196601
1162,1014426,1.0,0.32543347,0.0,True,24,0.6180339887498948,0.38196601
1163,1015299,1.0,-0.70758502,-0.0,True,24,0.6180339887498948,0.38196601
1164,1016172,1.0,-1.74060352,-0.0,True,24,0.6180339887498948,0.38196601
1165,1017045,1.0,-2.77362202,0.0,True,24,0.6180339887498948,0.38196601
1166,1017918,1.0,2.4765448,0.0,True,24,0.6180339887498948,0.38196601
1167,1018791,1.0,1.4435263,-0.0,True,24,0.6180339887498948,0.38196601
1168,1019664,1.0,0.4105078,0.0,True,24,0.6180339887498948,0.38196601
1169,1020537,1.0,-0.62251069,0.0,True,24,0.6180339887498948,0.38196601
1170,1021410,1.0,-1.65552919,0.0,True,24,0.6180339887498948,0.38196601
1171,1022283,1.0,-2.68854769,0.0,True,24,0.6180339887498948,0.38196601
1172,1023156,1.0,2.56161912,-0.0,True,24,0.6180339887498948,0.38196601
1173,1024029,1.0,1.52860063,-0.0,True,24,0.6180339887498948,0.38196601
1174,1024902,1.0,0.49558213,0.0,True,24,0.6180339887498948,0.38196601
1175,1025775,1.0,-0.53743636,-0.0,True,24,0.6180339887498948,0.38196601
1176,1026648,1.0,-1.57045486,-0.0,True,24,0.6180339887498948,0.38196601
1177,1027521,1.0,-2.60347336,0.0,True,24,0.6180339887498948,0.38196601
1178,1028394,1.0,2.64669345,0.0,True,24,0.6180339887498948,0.38196601
1179,1029267,1.0,1.61367496,0.0,True,24,0.6180339887498948,0.38196601
1180,1030140,1.0,0.58065646,0.0,True,24,0.6180339887498948,0.38196601
1181,1031013,1.0,-0.45236204,0.0,True,24,0.6180339887498948,0.38196601
1182,1031886,1.0,-1.48538053,0.0,True,24,0.6180339887498948,0.38196601
1183,1032759,1.0,-2.51839903,0.0,True,24,0.6180339887498948,0.38196601
1184,1033632,1.0,2.73176778,0.0,True,24,0.6180339887498948,0.38196601
1185,1034505,1.0,1.69874929,0.0,True,24,0.6180339887498948,0.38196601
1186,1035378,1.0,0.66573079,0.0,True,24,0.6180339887498948,0.38196601
1187,1036251,1.0,-0.36728771,0.0,True,24,0.6180339887498948,0.38196601
