beat_number,ideal_ms,actual_ms,drift_ms,cumulative_drift_ms,trades_settled,settlement_value_icp,is_sync_beat,is_netting_beat,phi_4_derivation,schumann_hz
347,873,869.7585,-3.2415,405.7186,5,4097.7645,False,False,875.3642,7.83
348,873,873.3386,0.3386,406.0572,21,3954.177,True,False,875.3642,7.83
349,873,872.3201,-0.6799,406.7371,5,4249.2687,False,False,875.3642,7.83
350,873,873.1873,0.1873,406.9244,0,4763.1412,False,False,875.3642,7.83
351,873,871.8665,-1.1335,408.0579,5,3360.0638,True,False,875.3642,7.83
352,873,875.4452,2.4452,410.5031,7,2818.0266,False,True,875.3642,7.83
353,873,873.2446,0.2446,410.7477,31,2103.713,False,False,875.3642,7.83
354,873,875.8594,2.8594,413.6071,12,3291.1019,True,False,875.3642,7.83
355,873,872.2014,-0.7986,414.4057,0,4239.7319,False,False,875.3642,7.83
356,873,872.2566,-0.7434,415.1491,31,3015.6885,False,False,875.3642,7.83
357,873,872.8646,-0.1354,415.2846,4,1483.535,True,False,875.3642,7.83
358,873,874.3148,1.3148,416.5993,51,3683.3505,False,False,875.3642,7.83
359,873,872.1405,-0.8595,417.4588,7,95.9985,False,False,875.3642,7.83
360,873,872.8567,-0.1433,417.6021,10,2976.3302,True,True,875.3642,7.83
361,873,873.2387,0.2387,417.8408,6,61.7868,False,False,875.3642,7.83
362,873,869.9581,-3.0419,420.8828,1,5606.6069,False,False,875.3642,7.83
363,873,874.4117,1.4117,422.2944,10,370.5057,True,False,875.3642,7.83
364,873,871.1652,-1.8348,424.1292,13,4784.6221,False,False,875.3642,7.83
365,873,871.3329,-1.6671,425.7963,41,78.2271,False,False,875.3642,7.83
366,873,872.3267,-0.6733,426.4696,1,4588.1258,True,False,875.3642,7.83
367,873,871.5508,-1.4492,427.9188,3,52.2566,False,False,875.3642,7.83
368,873,873.5799,0.5799,428.4987,6,5051.5446,False,True,875.3642,7.83
369,873,874.5459,1.5459,430.0446,1,124.2238,True,False,875.3642,7.83
370,873,871.7771,-1.2229,431.2675,3,4977.7169,False,False,875.3642,7.83
371,873,872.7057,-0.2943,431.5618,38,1358.5351,False,False,875.3642,7.83
372,873,872.6038,-0.3962,431.958,2,4069.5183,True,False,875.3642,7.83
373,873,871.4011,-1.5989,433.5568,41,2104.8594,False,False,875.3642,7.83
374,873,874.5003,1.5003,435.0572,29,4684.0343,False,False,875.3642,7.83
375,873,874.3893,1.3893,436.4465,3,4052.6308,True,False,875.3642,7.83
376,873,872.952,-0.048,436.4945,3,4592.0162,False,True,875.3642,7.83
377,873,872.6512,-0.3488,436.8433,82,4986.4818,False,False,875.3642,7.83
378,873,874.6879,1.6879,438.5312,10,2071.6641,True,False,875.3642,7.83
379,873,872.9779,-0.0221,438.5533,6,271.4919,False,False,875.3642,7.83
380,873,872.0817,-0.9183,439.4715,0,1768.4428,False,False,875.3642,7.83
381,873,875.3147,2.3147,441.7862,7,2334.4868,True,False,875.3642,7.83
382,873,871.3756,-1.6244,443.4107,31,2029.3798,False,False,875.3642,7.83
383,873,872.4397,-0.5603,443.971,14,3313.423,False,False,875.3642,7.83
384,873,874.6927,1.6927,445.6636,7,1273.5296,True,True,875.3642,7.83
385,873,875.132,2.132,447.7956,0,1912.9432,False,False,875.3642,7.83
386,873,873.6492,0.6492,448.4448,5,3194.3406,False,False,875.3642,7.83
387,873,870.7507,-2.2493,450.6941,4,5970.8735,True,False,875.3642,7.83
388,873,873.7425,0.7425,451.4366,0,6118.9188,False,False,875.3642,7.83
389,873,872.5634,-0.4366,451.8732,18,1623.6915,False,False,875.3642,7.83
390,873,874.6493,1.6493,453.5226,4,4139.5952,True,False,875.3642,7.83
391,873,874.643,1.643,455.1655,5,73.2676,False,False,875.3642,7.83
392,873,875.3563,2.3563,457.5218,13,858.8638,False,True,875.3642,7.83
393,873,874.6753,1.6753,459.1971,52,5658.8901,True,False,875.3642,7.83
394,873,873.4282,0.4282,459.6253,40,4225.8582,False,False,875.3642,7.83
395,873,873.7208,0.7208,460.3461,11,2612.5888,False,False,875.3642,7.83
396,873,874.3118,1.3118,461.6579,32,873.5979,True,False,875.3642,7.83
397,873,872.6399,-0.3601,462.018,11,4436.2157,False,False,875.3642,7.83
398,873,874.5057,1.5057,463.5238,3,2013.1554,False,False,875.3642,7.83
399,873,873.2308,0.2308,463.7545,0,1083.3996,True,False,875.3642,7.83
400,873,876.8368,3.8368,467.5914,59,123.1758,False,True,875.3642,7.83
401,873,873.1824,0.1824,467.7738,5,5987.7198,False,False,875.3642,7.83
402,873,872.8838,-0.1162,467.89,5,4638.1093,True,False,875.3642,7.83
403,873,871.3232,-1.6768,469.5668,17,1664.0921,False,False,875.3642,7.83
404,873,874.5053,1.5053,471.0721,21,3619.741,False,False,875.3642,7.83
405,873,871.4015,-1.5985,472.6706,53,3092.9978,True,False,875.3642,7.83
406,873,873.4536,0.4536,473.1242,63,4047.2431,False,False,875.3642,7.83
407,873,873.2459,0.2459,473.3701,0,3376.5136,False,False,875.3642,7.83
408,873,871.2164,-1.7836,475.1537,10,485.3746,True,True,875.3642,7.83
409,873,873.8256,0.8256,475.9794,2,1408.9823,False,False,875.3642,7.83
410,873,871.568,-1.432,477.4113,5,2183.2557,False,False,875.3642,7.83
411,873,873.7439,0.7439,478.1552,4,5708.2732,True,False,875.3642,7.83
412,873,874.3583,1.3583,479.5135,6,2196.8405,False,False,875.3642,7.83
413,873,873.4275,0.4275,479.941,1,119.2763,False,False,875.3642,7.83
414,873,869.2747,-3.7253,483.6663,7,4892.0142,True,False,875.3642,7.83
415,873,874.0135,1.0135,484.6798,14,2573.0325,False,False,875.3642,7.83
416,873,871.8291,-1.1709,485.8507,0,1878.4727,False,True,875.3642,7.83
417,873,872.3458,-0.6542,486.5049,50,4315.5625,True,False,875.3642,7.83
418,873,872.3845,-0.6155,487.1203,0,2416.9306,False,False,875.3642,7.83
419,873,873.4587,0.4587,487.5791,8,2677.3636,False,False,875.3642,7.83
420,873,873.4472,0.4472,488.0263,2,2496.8224,True,False,875.3642,7.83
421,873,872.4608,-0.5392,488.5655,25,2199.4418,False,False,875.3642,7.83
422,873,873.2136,0.2136,488.7791,2,4452.1583,False,False,875.3642,7.83
423,873,872.8468,-0.1532,488.9324,0,1343.37,True,False,875.3642,7.83
424,873,872.2636,-0.7364,489.6688,39,2520.7833,False,True,875.3642,7.83
425,873,869.6422,-3.3578,493.0266,84,5898.2926,False,False,875.3642,7.83
426,873,872.9554,-0.0446,493.0711,16,4762.9982,True,False,875.3642,7.83
427,873,873.2412,0.2412,493.3124,3,2598.7565,False,False,875.3642,7.83
428,873,871.0337,-1.9663,495.2787,12,1454.7482,False,False,875.3642,7.83
429,873,875.6429,2.6429,497.9216,8,3994.2444,True,False,875.3642,7.83
430,873,870.928,-2.072,499.9936,15,1323.2497,False,False,875.3642,7.83
431,873,872.7921,-0.2079,500.2015,10,5846.8721,False,False,875.3642,7.83
432,873,872.7344,-0.2656,500.4671,2,319.5591,True,True,875.3642,7.83
433,873,873.2352,0.2352,500.7023,9,4163.3259,False,False,875.3642,7.83
434,873,872.9293,-0.0707,500.773,1,551.3793,False,False,875.3642,7.83
435,873,873.9716,0.9716,501.7446,8,513.7172,True,False,875.3642,7.83
436,873,870.9446,-2.0554,503.8,28,6154.5788,False,False,875.3642,7.83
437,873,873.4603,0.4603,504.2603,2,5592.578,False,False,875.3642,7.83
438,873,872.4649,-0.5351,504.7954,9,2577.3887,True,False,875.3642,7.83
439,873,871.3045,-1.6955,506.4909,4,2864.1419,False,False,875.3642,7.83
440,873,872.7022,-0.2978,506.7887,1,1709.3994,False,True,875.3642,7.83
441,873,873.5529,0.5529,507.3417,9,3147.9339,True,False,875.3642,7.83
442,873,874.1432,1.1432,508.4848,1,4926.4667,False,False,875.3642,7.83
443,873,871.1177,-1.8823,510.3671,12,2777.1292,False,False,875.3642,7.83
444,873,871.8466,-1.1534,511.5205,8,1692.9295,True,False,875.3642,7.83
445,873,875.0233,2.0233,513.5439,6,4488.6491,False,False,875.3642,7.83
446,873,872.179,-0.821,514.3649,2,3881.8795,False,False,875.3642,7.83
447,873,875.14,2.14,516.5049,9,5343.3074,True,False,875.3642,7.83
448,873,871.1896,-1.8104,518.3153,4,1741.615,False,True,875.3642,7.83
449,873,873.096,0.096,518.4112,2,1894.3357,False,False,875.3642,7.83
450,873,873.956,0.956,519.3673,10,3445.8972,True,False,875.3642,7.83
451,873,872.4219,-0.5781,519.9454,43,838.5522,False,False,875.3642,7.83
452,873,874.8155,1.8155,521.761,84,4897.9767,False,False,875.3642,7.83
453,873,872.6548,-0.3452,522.1062,31,3096.3255,True,False,875.3642,7.83
454,873,872.7899,-0.2101,522.3163,17,5849.6241,False,False,875.3642,7.83
455,873,872.3256,-0.6744,522.9907,10,2761.5857,False,False,875.3642,7.83
456,873,873.6339,0.6339,523.6246,11,528.5244,True,True,875.3642,7.83
457,873,874.0972,1.0972,524.7217,1,3554.8742,False,False,875.3642,7.83
458,873,870.7766,-2.2234,526.9452,19,4952.7858,False,False,875.3642,7.83
459,873,874.8883,1.8883,528.8335,3,3243.9997,True,False,875.3642,7.83
460,873,871.6811,-1.3189,530.1524,0,1835.4434,False,False,875.3642,7.83
461,873,873.8591,0.8591,531.0115,15,5147.6073,False,False,875.3642,7.83
462,873,873.4235,0.4235,531.435,19,306.4422,True,False,875.3642,7.83
463,873,874.0835,1.0835,532.5186,22,5088.6543,False,False,875.3642,7.83
464,873,874.8122,1.8122,534.3308,47,1954.2126,False,True,875.3642,7.83
465,873,871.7563,-1.2437,535.5745,68,1442.3153,True,False,875.3642,7.83
466,873,874.0358,1.0358,536.6103,1,2404.4083,False,False,875.3642,7.83
467,873,872.5115,-0.4885,537.0988,4,5218.7464,False,False,875.3642,7.83
468,873,874.7192,1.7192,538.818,5,4515.4608,True,False,875.3642,7.83
469,873,871.9297,-1.0703,539.8883,0,4183.0436,False,False,875.3642,7.83
470,873,873.1469,0.1469,540.0353,27,284.2097,False,False,875.3642,7.83
471,873,873.1705,0.1705,540.2057,0,6123.8707,True,False,875.3642,7.83
472,873,871.8156,-1.1844,541.3901,34,2821.1238,False,True,875.3642,7.83
473,873,874.6812,1.6812,543.0713,4,2197.0349,False,False,875.3642,7.83
474,873,874.0732,1.0732,544.1445,0,177.3338,True,False,875.3642,7.83
475,873,875.312,2.312,546.4564,10,453.6905,False,False,875.3642,7.83
476,873,872.2933,-0.7067,547.1632,10,5685.7955,False,False,875.3642,7.83
477,873,872.2504,-0.7496,547.9127,67,1740.9762,True,False,875.3642,7.83
478,873,874.5704,1.5704,549.4832,14,1856.839,False,False,875.3642,7.83
479,873,874.0989,1.0989,550.582,4,5676.6853,False,False,875.3642,7.83
480,873,872.2501,-0.7499,551.3319,34,951.0098,True,True,875.3642,7.83
481,873,875.0684,2.0684,553.4003,26,5230.8228,False,False,875.3642,7.83
482,873,872.3155,-0.6845,554.0848,26,3246.9804,False,False,875.3642,7.83
483,873,874.6868,1.6868,555.7716,29,5841.1583,True,False,875.3642,7.83
484,873,870.1178,-2.8822,558.6538,43,1834.8121,False,False,875.3642,7.83
485,873,871.3242,-1.6758,560.3296,12,4576.8376,False,False,875.3642,7.83
486,873,871.5312,-1.4688,561.7985,17,83.8787,True,False,875.3642,7.83
487,873,873.4957,0.4957,562.2942,4,4379.513,False,False,875.3642,7.83
488,873,871.063,-1.937,564.2312,4,5717.9699,False,True,875.3642,7.83
489,873,873.1501,0.1501,564.3813,13,4987.1621,True,False,875.3642,7.83
490,873,872.3058,-0.6942,565.0755,4,2237.8837,False,False,875.3642,7.83
491,873,872.4712,-0.5288,565.6043,0,5245.7123,False,False,875.3642,7.83
492,873,870.9011,-2.0989,567.7032,25,3774.837,True,False,875.3642,7.83
493,873,873.0495,0.0495,567.7527,11,4743.316,False,False,875.3642,7.83
494,873,873.5512,0.5512,568.3039,11,1106.5275,False,False,875.3642,7.83
495,873,872.9251,-0.0749,568.3788,0,2927.38,True,False,875.3642,7.83
496,873,870.4782,-2.5218,570.9006,10,2091.8344,False,True,875.3642,7.83
497,873,872.1648,-0.8352,571.7358,4,4516.6616,False,False,875.3642,7.83
498,873,874.201,1.201,572.9367,2,19.1583,True,False,875.3642,7.83
499,873,874.9238,1.9238,574.8605,47,2372.827,False,False,875.3642,7.83
500,873,871.779,-1.221,576.0815,13,2377.2012,False,False,875.3642,7.83
501,873,871.4408,-1.5592,577.6407,3,4135.7385,True,False,875.3642,7.83
502,873,874.9334,1.9334,579.5741,1,1577.5597,False,False,875.3642,7.83
503,873,873.5433,0.5433,580.1174,25,2368.7794,False,False,875.3642,7.83
504,873,870.5739,-2.4261,582.5435,21,47.4231,True,True,875.3642,7.83
505,873,870.2063,-2.7937,585.3372,4,270.5299,False,False,875.3642,7.83
506,873,872.9941,-0.0059,585.3431,3,4370.489,False,False,875.3642,7.83
507,873,872.5883,-0.4117,585.7548,3,5246.3986,True,False,875.3642,7.83
508,873,873.4547,0.4547,586.2095,9,5956.8047,False,False,875.3642,7.83
509,873,874.8623,1.8623,588.0718,0,938.5375,False,False,875.3642,7.83
510,873,872.1522,-0.8478,588.9196,7,4463.6974,True,False,875.3642,7.83
511,873,870.4589,-2.5411,591.4607,4,5803.2728,False,False,875.3642,7.83
512,873,873.8425,0.8425,592.3033,86,5749.1452,False,True,875.3642,7.83
513,873,873.8894,0.8894,593.1927,2,1671.5958,True,False,875.3642,7.83
514,873,873.0679,0.0679,593.2606,29,4311.073,False,False,875.3642,7.83
515,873,871.9776,-1.0224,594.2829,24,2726.64,False,False,875.3642,7.83
516,873,872.2986,-0.7014,594.9843,13,3258.6144,True,False,875.3642,7.83
517,873,871.7251,-1.2749,596.2592,4,2061.3202,False,False,875.3642,7.83
518,873,874.4529,1.4529,597.7121,9,5411.0073,False,False,875.3642,7.83
519,873,873.5381,0.5381,598.2501,45,2845.8137,True,False,875.3642,7.83
520,873,874.7913,1.7913,600.0414,15,1835.4639,False,True,875.3642,7.83
521,873,874.4534,1.4534,601.4949,1,1391.648,False,False,875.3642,7.83
522,873,875.3753,2.3753,603.8702,55,3788.0184,True,False,875.3642,7.83
523,873,871.0229,-1.9771,605.8473,25,4942.1466,False,False,875.3642,7.83
524,873,873.5058,0.5058,606.353,36,3415.9379,False,False,875.3642,7.83
525,873,872.4033,-0.5967,606.9497,14,2210.0879,True,False,875.3642,7.83
526,873,873.069,0.069,607.0188,19,6097.0066,False,False,875.3642,7.83
527,873,874.0774,1.0774,608.0961,6,2923.8713,False,False,875.3642,7.83
528,873,872.0083,-0.9917,609.0879,24,1738.9529,True,True,875.3642,7.83
529,873,873.0714,0.0714,609.1593,3,2272.1279,False,False,875.3642,7.83
530,873,871.0397,-1.9603,611.1196,5,5877.0189,False,False,875.3642,7.83
531,873,873.9849,0.9849,612.1046,45,4628.649,True,False,875.3642,7.83
532,873,868.8198,-4.1802,616.2848,27,1789.1408,False,False,875.3642,7.83
533,873,874.0528,1.0528,617.3376,89,4644.2277,False,False,875.3642,7.83
534,873,870.7988,-2.2012,619.5389,10,1397.4215,True,False,875.3642,7.83
535,873,871.6498,-1.3502,620.889,3,5839.7836,False,False,875.3642,7.83
536,873,874.7134,1.7134,622.6024,27,5991.52,False,True,875.3642,7.83
537,873,872.9183,-0.0817,622.6841,63,4698.6765,True,False,875.3642,7.83
538,873,873.4243,0.4243,623.1084,3,2605.7974,False,False,875.3642,7.83
539,873,870.3435,-2.6565,625.7649,19,4744.9653,False,False,875.3642,7.83
540,873,873.9512,0.9512,626.7161,2,3686.1987,True,False,875.3642,7.83
541,873,873.0732,0.0732,626.7893,5,4419.5731,False,False,875.3642,7.83
542,873,872.9935,-0.0065,626.7957,8,171.0192,False,False,875.3642,7.83
543,873,872.1022,-0.8978,627.6936,19,300.1634,True,False,875.3642,7.83
544,873,869.6895,-3.3105,631.0041,52,1537.2531,False,True,875.3642,7.83
545,873,871.6965,-1.3035,632.3076,15,2924.222,False,False,875.3642,7.83
546,873,872.739,-0.261,632.5685,9,2639.5842,True,False,875.3642,7.83
547,873,871.9753,-1.0247,633.5933,82,2295.8939,False,False,875.3642,7.83
548,873,873.7743,0.7743,634.3675,12,3506.518,False,False,875.3642,7.83
549,873,874.3769,1.3769,635.7444,2,6105.9848,True,False,875.3642,7.83
550,873,872.4186,-0.5814,636.3258,21,3227.6806,False,False,875.3642,7.83
551,873,872.431,-0.569,636.8948,6,4143.7211,False,False,875.3642,7.83
552,873,873.2288,0.2288,637.1236,5,3047.3129,True,True,875.3642,7.83
553,873,872.7298,-0.2702,637.3938,4,3679.1919,False,False,875.3642,7.83
554,873,870.8689,-2.1311,639.5249,8,2286.0491,False,False,875.3642,7.83
555,873,874.0864,1.0864,640.6113,0,5695.1665,True,False,875.3642,7.83
556,873,870.003,-2.997,643.6083,84,196.043,False,False,875.3642,7.83
557,873,873.5627,0.5627,644.171,12,198.2138,False,False,875.3642,7.83
558,873,873.0399,0.0399,644.2109,7,1048.5103,True,False,875.3642,7.83
559,873,875.0844,2.0844,646.2953,12,153.0961,False,False,875.3642,7.83
560,873,873.6519,0.6519,646.9471,25,4894.4331,False,True,875.3642,7.83
561,873,872.6047,-0.3953,647.3424,44,3643.998,True,False,875.3642,7.83
562,873,873.7313,0.7313,648.0737,11,1922.3537,False,False,875.3642,7.83
563,873,871.0628,-1.9372,650.0109,12,1251.7223,False,False,875.3642,7.83
564,873,871.9007,-1.0993,651.1102,4,2459.7672,True,False,875.3642,7.83
565,873,875.9996,2.9996,654.1098,13,4131.6023,False,False,875.3642,7.83
566,873,870.4932,-2.5068,656.6166,5,719.1857,False,False,875.3642,7.83
567,873,874.1029,1.1029,657.7195,5,4576.6312,True,False,875.3642,7.83
568,873,875.3071,2.3071,660.0266,44,4541.0914,False,True,875.3642,7.83
569,873,868.8755,-4.1245,664.1511,14,2452.3927,False,False,875.3642,7.83
570,873,872.4054,-0.5946,664.7458,0,138.4504,True,False,875.3642,7.83
571,873,874.642,1.642,666.3878,0,1756.8471,False,False,875.3642,7.83
572,873,874.8942,1.8942,668.2821,1,855.6822,False,False,875.3642,7.83
573,873,872.324,-0.676,668.9581,21,3359.2661,True,False,875.3642,7.83
574,873,874.8778,1.8778,670.8359,13,4988.4625,False,False,875.3642,7.83
575,873,873.2469,0.2469,671.0828,4,1308.5709,False,False,875.3642,7.83
576,873,874.478,1.478,672.5607,24,298.292,True,True,875.3642,7.83
577,873,874.4508,1.4508,674.0115,3,3160.3911,False,False,875.3642,7.83
578,873,875.2812,2.2812,676.2927,6,3278.9115,False,False,875.3642,7.83
579,873,874.1241,1.1241,677.4168,4,5994.9232,True,False,875.3642,7.83
580,873,872.8792,-0.1208,677.5376,28,2412.366,False,False,875.3642,7.83
581,873,873.2116,0.2116,677.7492,4,5446.4946,False,False,875.3642,7.83
582,873,872.0039,-0.9961,678.7454,39,948.9536,True,False,875.3642,7.83
583,873,872.0152,-0.9848,679.7302,1,19.3059,False,False,875.3642,7.83
584,873,873.054,0.054,679.7842,4,833.6342,False,True,875.3642,7.83
585,873,874.1448,1.1448,680.929,6,3281.2338,True,False,875.3642,7.83
586,873,872.1554,-0.8446,681.7736,59,2199.5696,False,False,875.3642,7.83
587,873,874.347,1.347,683.1206,0,235.3522,False,False,875.3642,7.83
588,873,875.9027,2.9027,686.0234,2,1648.9127,True,False,875.3642,7.83
589,873,874.2325,1.2325,687.2558,18,6019.0502,False,False,875.3642,7.83
590,873,874.1224,1.1224,688.3783,8,2160.4631,False,False,875.3642,7.83
591,873,872.0322,-0.9678,689.346,51,3609.3611,True,False,875.3642,7.83
592,873,874.7128,1.7128,691.0588,34,4514.7038,False,True,875.3642,7.83
593,873,871.7217,-1.2783,692.3371,3,4409.1326,False,False,875.3642,7.83
594,873,875.2971,2.2971,694.6342,84,623.5083,True,False,875.3642,7.83
595,873,874.1072,1.1072,695.7414,0,3577.741,False,False,875.3642,7.83
596,873,873.4884,0.4884,696.2299,53,4308.2093,False,False,875.3642,7.83
597,873,876.335,3.335,699.5648,11,5891.9636,True,False,875.3642,7.83
598,873,870.548,-2.452,702.0168,41,461.5289,False,False,875.3642,7.83
599,873,873.3584,0.3584,702.3752,12,519.2352,False,False,875.3642,7.83
600,873,871.9703,-1.0297,703.4049,0,3961.0308,True,True,875.3642,7.83
601,873,872.4685,-0.5315,703.9364,31,2784.2424,False,False,875.3642,7.83
602,873,872.6853,-0.3147,704.2511,27,3447.1563,False,False,875.3642,7.83
603,873,872.099,-0.901,705.1521,8,6011.8251,True,False,875.3642,7.83
604,873,873.4161,0.4161,705.5682,1,934.7423,False,False,875.3642,7.83
605,873,874.7964,1.7964,707.3646,4,879.1795,False,False,875.3642,7.83
606,873,873.5937,0.5937,707.9583,20,3734.8977,True,False,875.3642,7.83
607,873,873.7791,0.7791,708.7373,2,5634.6224,False,False,875.3642,7.83
608,873,870.55,-2.45,711.1873,16,972.9472,False,True,875.3642,7.83
609,873,872.8416,-0.1584,711.3457,19,5163.7749,True,False,875.3642,7.83
610,873,872.4232,-0.5768,711.9225,26,882.3099,False,False,875.3642,7.83
611,873,873.9205,0.9205,712.843,7,173.8697,False,False,875.3642,7.83
612,873,873.0953,0.0953,712.9383,4,1914.0997,True,False,875.3642,7.83
613,873,873.5108,0.5108,713.4491,4,756.4991,False,False,875.3642,7.83
614,873,873.3108,0.3108,713.7599,7,3376.5137,False,False,875.3642,7.83
615,873,876.1268,3.1268,716.8867,5,63.2642,True,False,875.3642,7.83
616,873,872.2325,-0.7675,717.6541,27,560.9102,False,True,875.3642,7.83
617,873,872.1804,-0.8196,718.4738,13,4268.8099,False,False,875.3642,7.83
618,873,871.0453,-1.9547,720.4285,8,2380.1111,True,False,875.3642,7.83
619,873,873.6047,0.6047,721.0333,7,1939.1249,False,False,875.3642,7.83
620,873,873.3394,0.3394,721.3727,4,1504.6796,False,False,875.3642,7.83
621,873,870.9874,-2.0126,723.3853,5,4858.6727,True,False,875.3642,7.83
622,873,875.2761,2.2761,725.6614,4,3223.3231,False,False,875.3642,7.83
623,873,872.9412,-0.0588,725.7202,5,2512.4305,False,False,875.3642,7.83
624,873,873.5066,0.5066,726.2268,1,4585.6369,True,True,875.3642,7.83
625,873,873.9497,0.9497,727.1765,4,5408.3841,False,False,875.3642,7.83
626,873,875.0834,2.0834,729.2599,7,2781.7409,False,False,875.3642,7.83
627,873,872.623,-0.377,729.6369,16,2761.5736,True,False,875.3642,7.83
628,873,873.3288,0.3288,729.9656,7,2631.918,False,False,875.3642,7.83
629,873,874.4774,1.4774,731.443,7,1822.4491,False,False,875.3642,7.83
630,873,872.6624,-0.3376,731.7806,20,3296.6073,True,False,875.3642,7.83
631,873,870.4968,-2.5032,734.2839,3,3551.3937,False,False,875.3642,7.83
632,873,872.401,-0.599,734.8829,28,123.3286,False,True,875.3642,7.83
633,873,873.5629,0.5629,735.4457,50,4605.0285,True,False,875.3642,7.83
634,873,873.0515,0.0515,735.4973,7,3723.3022,False,False,875.3642,7.83
635,873,869.9098,-3.0902,738.5875,7,3289.337,False,False,875.3642,7.83
636,873,874.0762,1.0762,739.6637,0,5160.7881,True,False,875.3642,7.83
637,873,870.807,-2.193,741.8567,21,2917.3058,False,False,875.3642,7.83
638,873,872.3489,-0.6511,742.5077,5,1147.4967,False,False,875.3642,7.83
639,873,873.0663,0.0663,742.574,15,1827.6256,True,False,875.3642,7.83
640,873,874.2022,1.2022,743.7762,10,4166.9155,False,True,875.3642,7.83
641,873,876.5424,3.5424,747.3186,7,2599.3576,False,False,875.3642,7.83
642,873,874.6258,1.6258,748.9444,31,4670.572,True,False,875.3642,7.83
643,873,874.3614,1.3614,750.3058,7,163.972,False,False,875.3642,7.83
644,873,874.5712,1.5712,751.877,6,602.0158,False,False,875.3642,7.83
645,873,873.7831,0.7831,752.66,30,3472.4821,True,False,875.3642,7.83
646,873,872.5449,-0.4551,753.1152,16,3938.3623,False,False,875.3642,7.83
647,873,873.4079,0.4079,753.5231,0,76.5095,False,False,875.3642,7.83
648,873,872.9747,-0.0253,753.5484,10,4795.5116,True,True,875.3642,7.83
649,873,871.4715,-1.5285,755.077,5,2519.4186,False,False,875.3642,7.83
650,873,872.2537,-0.7463,755.8233,9,1370.8761,False,False,875.3642,7.83
651,873,874.672,1.672,757.4953,55,58.0935,True,False,875.3642,7.83
652,873,872.4687,-0.5313,758.0266,1,991.9505,False,False,875.3642,7.83
653,873,872.6799,-0.3201,758.3467,0,4067.7016,False,False,875.3642,7.83
654,873,873.703,0.703,759.0497,2,862.7449,True,False,875.3642,7.83
655,873,873.642,0.642,759.6917,3,1486.1322,False,False,875.3642,7.83
656,873,871.0253,-1.9747,761.6665,77,2201.258,False,True,875.3642,7.83
657,873,874.2821,1.2821,762.9485,3,4956.0468,True,False,875.3642,7.83
658,873,872.9675,-0.0325,762.9811,11,541.0598,False,False,875.3642,7.83
659,873,871.862,-1.138,764.119,5,5789.7772,False,False,875.3642,7.83
660,873,872.1264,-0.8736,764.9927,4,1839.9742,True,False,875.3642,7.83
661,873,870.8805,-2.1195,767.1121,7,5088.1216,False,False,875.3642,7.83
662,873,873.6838,0.6838,767.7959,16,1390.9494,False,False,875.3642,7.83
663,873,874.4561,1.4561,769.252,7,5821.6681,True,False,875.3642,7.83
664,873,872.6608,-0.3392,769.5912,0,3230.8766,False,True,875.3642,7.83
665,873,874.0501,1.0501,770.6413,35,2755.2366,False,False,875.3642,7.83
666,873,874.8273,1.8273,772.4685,30,2992.4123,True,False,875.3642,7.83
667,873,874.4284,1.4284,773.897,77,2181.1142,False,False,875.3642,7.83
668,873,872.8211,-0.1789,774.0759,19,71.7778,False,False,875.3642,7.83
669,873,871.4516,-1.5484,775.6244,2,306.7391,True,False,875.3642,7.83
670,873,872.7303,-0.2697,775.894,15,5797.7569,False,False,875.3642,7.83
671,873,874.7225,1.7225,777.6166,5,4656.3581,False,False,875.3642,7.83
672,873,871.0724,-1.9276,779.5441,5,4688.2576,True,True,875.3642,7.83
673,873,870.7069,-2.2931,781.8373,1,4551.4682,False,False,875.3642,7.83
674,873,874.4292,1.4292,783.2665,2,3803.9076,False,False,875.3642,7.83
675,873,874.6497,1.6497,784.9162,4,5721.2772,True,False,875.3642,7.83
676,873,870.487,-2.513,787.4291,2,5003.941,False,False,875.3642,7.83
677,873,872.5183,-0.4817,787.9109,17,221.4766,False,False,875.3642,7.83
678,873,874.6673,1.6673,789.5782,1,3080.7902,True,False,875.3642,7.83
679,873,874.2438,1.2438,790.822,13,1405.9984,False,False,875.3642,7.83
680,873,873.6927,0.6927,791.5148,3,3065.1844,False,True,875.3642,7.83
681,873,873.1111,0.1111,791.6258,44,2390.2757,True,False,875.3642,7.83
682,873,875.6036,2.6036,794.2294,67,4622.0059,False,False,875.3642,7.83
683,873,876.0567,3.0567,797.2862,60,5198.5219,False,False,875.3642,7.83
684,873,873.3875,0.3875,797.6737,54,1511.0629,True,False,875.3642,7.83
685,873,876.1056,3.1056,800.7793,3,2187.4782,False,False,875.3642,7.83
686,873,872.272,-0.728,801.5073,4,5645.5308,False,False,875.3642,7.83
687,873,873.7109,0.7109,802.2182,0,5882.7476,True,False,875.3642,7.83
688,873,873.8373,0.8373,803.0555,24,5515.8326,False,True,875.3642,7.83
689,873,871.0735,-1.9265,804.982,10,3751.8361,False,False,875.3642,7.83
690,873,873.5115,0.5115,805.4935,2,3414.0578,True,False,875.3642,7.83
691,873,873.0214,0.0214,805.5149,4,4009.9457,False,False,875.3642,7.83
692,873,869.8187,-3.1813,808.6962,6,1304.2143,False,False,875.3642,7.83
693,873,872.1445,-0.8555,809.5517,8,5116.2182,True,False,875.3642,7.83
694,873,873.5049,0.5049,810.0566,12,740.452,False,False,875.3642,7.83
