sample_id,label,is_adversarial,volume_spike_ratio,price_impact_pct,order_cancel_rate,self_trade_ratio,timing_pattern_score,detection_confidence,detection_gate_passed,recommended_action
ADV-000292,normal,False,0.447175,0.560854,0.236185,0.040685,0.111958,0.125695,False,allow
ADV-000293,normal,False,0.419215,0.744646,0.139077,0.01098,0.20292,0.02728,False,allow
ADV-000294,spoofing,True,2.486823,5.312062,0.977528,0.020066,0.288861,0.610196,False,allow
ADV-000295,pump_dump,True,2.919121,6.997857,0.162515,0.013502,0.269414,0.965849,True,block
ADV-000296,layering,True,0.399056,1.392786,0.759181,0.007892,0.254873,0.794565,True,block
ADV-000297,normal,False,0.168005,0.849117,0.218716,0.014249,0.185231,0.160114,False,allow
ADV-000298,normal,False,0.217653,0.32888,0.381856,0.015023,0.241188,0.229263,False,allow
ADV-000299,wash_trading,True,1.797533,8.7855,0.338231,0.895391,0.223765,0.737784,True,block
ADV-000300,wash_trading,True,1.161823,0.833661,0.191739,0.835439,0.061428,0.674644,True,block
ADV-000301,pump_dump,True,0.480928,6.548293,0.121889,0.017489,0.299857,0.684668,True,block
ADV-000302,normal,False,0.417051,1.408078,0.125868,0.006387,0.271347,0.271238,False,allow
ADV-000303,spoofing,True,2.684938,7.960681,0.574563,0.033104,0.005405,0.873132,True,block
ADV-000304,normal,False,0.297248,1.07924,0.233118,0.032172,0.021392,0.149355,False,allow
ADV-000305,wash_trading,True,0.507753,3.195204,0.277479,0.816972,0.156353,0.819465,True,block
ADV-000306,wash_trading,True,2.840184,1.293743,0.256406,0.525053,0.228249,0.829212,True,block
ADV-000307,normal,False,0.380892,0.778586,0.365787,0.011684,0.101709,0.260109,False,allow
ADV-000308,normal,False,0.193058,1.734481,0.134157,0.029795,0.096766,0.183031,False,allow
ADV-000309,spoofing,True,0.372124,3.686663,0.594816,0.029098,0.056073,0.795171,True,block
ADV-000310,layering,True,1.027619,9.953928,0.600054,0.015876,0.04941,0.686715,True,block
ADV-000311,normal,False,0.177678,0.157586,0.351225,0.003368,0.022059,0.209991,False,allow
ADV-000312,normal,False,0.21901,1.445431,0.138337,0.047466,0.009623,0.051495,False,allow
ADV-000313,normal,False,0.422536,1.176909,0.371707,0.04072,0.089669,0.104675,False,allow
ADV-000314,wash_trading,True,1.54647,8.324211,0.284974,0.325614,0.175208,0.765084,True,block
ADV-000315,normal,False,0.164715,0.343069,0.255157,0.009244,0.011049,0.240617,False,allow
ADV-000316,pump_dump,True,1.072253,5.749536,0.249656,0.009914,0.197557,0.683324,True,block
ADV-000317,spoofing,True,2.75166,3.995443,0.698488,0.049232,0.134392,0.711314,True,block
ADV-000318,spoofing,True,2.854371,4.159832,0.820681,0.036211,0.128975,0.846306,True,block
ADV-000319,layering,True,2.910141,2.750347,0.680582,0.042508,0.189574,0.706725,True,block
ADV-000320,normal,False,0.057514,1.194196,0.384398,0.039432,0.071621,0.072052,False,allow
ADV-000321,layering,True,2.160564,1.68897,0.650497,0.0383,0.297154,0.687471,True,block
ADV-000322,normal,False,0.076819,1.9856,0.213696,0.048436,0.045719,0.187402,False,allow
ADV-000323,spoofing,True,0.234199,0.549015,0.985399,0.044989,0.284152,0.87272,True,block
ADV-000324,pump_dump,True,0.857654,9.589894,0.232703,0.048255,0.103235,0.669272,True,block
ADV-000325,normal,False,0.260518,1.003006,0.137061,0.030881,0.076687,0.039532,False,allow
ADV-000326,normal,False,0.497709,1.452635,0.218804,3.7e-05,0.025874,0.2274,False,allow
ADV-000327,wash_trading,True,1.021888,4.075844,0.114723,0.599226,0.266432,0.721539,True,block
ADV-000328,spoofing,True,2.586362,7.269383,0.574811,0.003927,0.121997,0.746366,True,block
ADV-000329,pump_dump,True,0.89278,4.823573,0.302491,0.016711,0.223264,0.877234,True,block
ADV-000330,spoofing,True,0.388532,7.599967,0.982264,0.01236,0.207925,0.917922,True,block
ADV-000331,layering,True,2.273863,0.104011,0.923629,0.006975,0.021852,0.684274,True,block
ADV-000332,wash_trading,True,1.230852,8.957024,0.16437,0.87887,0.023095,0.626535,True,block
ADV-000333,wash_trading,True,0.019038,2.7849,0.237296,0.669363,0.086496,0.945205,True,block
ADV-000334,normal,False,0.150306,1.851658,0.286085,0.028485,0.054084,0.072442,False,allow
ADV-000335,normal,False,0.236677,1.26852,0.138112,0.032983,0.028548,0.137335,False,allow
ADV-000336,wash_trading,True,1.46496,4.279888,0.17257,0.615405,0.105528,0.621268,True,block
ADV-000337,normal,False,0.200658,1.554998,0.121507,0.009036,0.045299,0.140172,False,allow
ADV-000338,normal,False,0.218527,0.389085,0.377947,0.024935,0.240816,0.103118,False,allow
ADV-000339,normal,False,0.005203,0.989166,0.148988,0.048738,0.193047,0.09083,False,allow
ADV-000340,normal,False,0.208913,1.455627,0.167657,0.034057,0.149217,0.016855,False,allow
ADV-000341,normal,False,0.214997,0.781643,0.143502,0.034461,0.1708,0.114115,False,allow
ADV-000342,normal,False,0.441085,0.515377,0.150983,0.012488,0.047415,0.19677,False,allow
ADV-000343,normal,False,0.43883,0.270862,0.241242,0.0206,0.017481,0.052237,False,allow
ADV-000344,normal,False,0.24148,1.437334,0.176155,0.039816,0.229883,0.182122,False,allow
ADV-000345,normal,False,0.304575,1.732427,0.289359,0.042864,0.163462,0.078479,False,allow
ADV-000346,front_running,True,2.842672,6.412879,0.233064,0.023197,0.708288,0.770432,True,block
ADV-000347,normal,False,0.385843,1.556582,0.119382,0.01405,0.286306,0.278134,False,allow
ADV-000348,normal,False,0.297289,0.987572,0.21841,0.015764,0.173903,0.056313,False,allow
ADV-000349,wash_trading,True,2.554986,5.546425,0.27318,0.487603,0.252311,0.826612,True,block
ADV-000350,pump_dump,True,2.140037,3.507684,0.227686,0.001909,0.036548,0.929693,True,block
ADV-000351,normal,False,0.40408,1.387748,0.210821,0.044124,0.131179,0.117469,False,allow
ADV-000352,normal,False,0.200719,0.555292,0.272141,0.017203,0.27335,0.157372,False,allow
ADV-000353,front_running,True,0.499749,4.14759,0.334403,0.049032,0.703696,0.814089,True,block
ADV-000354,normal,False,0.497425,0.862225,0.297758,0.046941,0.098457,0.058474,False,allow
ADV-000355,spoofing,True,2.164333,4.359241,0.637083,0.02126,0.221815,0.725904,True,block
ADV-000356,wash_trading,True,1.0038,7.219373,0.308308,0.431152,0.215985,0.819618,True,block
ADV-000357,normal,False,0.130292,1.999067,0.397146,0.043608,0.282942,0.034247,False,allow
ADV-000358,wash_trading,True,1.998967,6.859701,0.2423,0.853355,0.285995,0.80818,True,block
ADV-000359,normal,False,0.181377,1.379829,0.205758,0.024163,0.156283,0.106628,False,allow
ADV-000360,layering,True,0.570939,7.898979,0.836184,0.028641,0.065317,0.680257,True,block
ADV-000361,normal,False,0.014834,1.253452,0.301649,0.041722,0.059335,0.07898,False,allow
ADV-000362,normal,False,0.250614,1.822842,0.195076,0.018406,0.014492,0.216477,False,allow
ADV-000363,layering,True,0.307568,3.406595,0.698494,0.017559,0.186685,0.741286,True,block
ADV-000364,normal,False,0.183989,1.838524,0.287365,0.027631,0.217253,0.186823,False,allow
ADV-000365,normal,False,0.039125,0.985091,0.26555,0.014898,0.274152,0.01829,False,allow
ADV-000366,wash_trading,True,0.838295,9.618426,0.309504,0.407793,0.217387,0.63465,True,block
ADV-000367,normal,False,0.199126,0.526265,0.1576,0.03262,0.205645,0.288342,False,allow
ADV-000368,normal,False,0.468885,0.694884,0.191974,0.008911,0.288757,0.178285,False,allow
ADV-000369,front_running,True,0.94441,2.29944,0.316088,0.010857,0.93732,0.730147,True,block
ADV-000370,normal,False,0.376157,0.619396,0.219686,0.016243,0.21292,0.023469,False,allow
ADV-000371,pump_dump,True,2.313951,9.095204,0.320501,0.011296,0.14388,0.776281,True,block
ADV-000372,normal,False,0.029219,1.225963,0.128975,0.020405,0.17364,0.254143,False,allow
ADV-000373,normal,False,0.358476,1.949972,0.181897,0.009453,0.236812,0.029754,False,allow
ADV-000374,normal,False,0.131336,0.427085,0.231898,0.006254,0.137455,0.025175,False,allow
ADV-000375,layering,True,1.835454,0.552029,0.804128,0.016212,0.280086,0.84494,True,block
ADV-000376,layering,True,2.171744,4.254057,0.666128,0.03912,0.177961,0.902515,True,block
ADV-000377,normal,False,0.035166,1.276787,0.370329,0.00123,0.087898,0.02582,False,allow
ADV-000378,layering,True,2.841677,7.475805,0.809957,0.027853,0.245792,0.642932,True,block
ADV-000379,spoofing,True,0.116545,0.666364,0.96428,0.047474,0.111285,0.680308,True,block
ADV-000380,spoofing,True,2.23799,9.048437,0.657152,0.048159,0.134249,0.755074,True,block
ADV-000381,normal,False,0.273305,1.984486,0.237678,0.040532,0.260821,0.054718,False,allow
ADV-000382,wash_trading,True,1.132562,9.469335,0.277979,0.446185,0.147893,0.942437,True,block
ADV-000383,normal,False,0.312822,1.152074,0.254092,0.017396,0.285592,0.069387,False,allow
ADV-000384,layering,True,0.097378,6.197659,0.544812,0.009381,0.016527,0.973225,True,block
ADV-000385,spoofing,True,1.900592,9.124425,0.94172,0.017839,0.072364,0.940974,True,block
ADV-000386,normal,False,0.062198,1.449215,0.229958,0.042581,0.001778,0.201057,False,allow
ADV-000387,normal,False,0.015607,1.402392,0.270887,0.030907,0.114863,0.241527,False,allow
ADV-000388,normal,False,0.158181,0.623128,0.179215,0.015717,0.273818,0.182271,False,allow
ADV-000389,normal,False,0.475626,1.040495,0.216938,0.048028,0.015464,0.07699,False,allow
ADV-000390,pump_dump,True,0.911994,0.862051,0.228579,0.012206,0.21297,0.928136,True,block
ADV-000391,normal,False,0.058077,0.261197,0.304836,0.030542,0.065359,0.014342,False,allow
ADV-000392,wash_trading,True,2.230494,6.988686,0.194806,0.801933,0.132331,0.802075,True,block
ADV-000393,normal,False,0.284648,1.020667,0.128968,0.003821,0.003946,0.19558,False,allow
ADV-000394,spoofing,True,2.457651,7.97587,0.908587,0.039658,0.130499,0.784454,True,block
ADV-000395,normal,False,0.410103,0.317599,0.108848,0.008676,0.117578,0.051772,False,allow
ADV-000396,normal,False,0.377867,1.120309,0.152307,0.000281,0.255727,0.028483,False,allow
ADV-000397,layering,True,0.01326,4.759607,0.761904,0.023002,0.270591,0.73754,True,block
ADV-000398,normal,False,0.057044,0.593216,0.304866,0.008973,0.141014,0.198631,False,allow
ADV-000399,normal,False,0.245715,1.161143,0.1384,0.037086,0.118553,0.038339,False,allow
ADV-000400,normal,False,0.110511,1.423785,0.257007,0.023809,0.190933,0.186736,False,allow
ADV-000401,pump_dump,True,0.280738,3.909749,0.245102,0.034574,0.193703,0.894631,True,block
ADV-000402,pump_dump,True,1.806621,4.944073,0.383459,0.032713,0.070752,0.705717,True,block
ADV-000403,spoofing,True,0.84872,8.142925,0.69331,0.039432,0.297292,0.903779,True,block
ADV-000404,normal,False,0.484898,0.83765,0.219207,0.033261,0.074308,0.127933,False,allow
ADV-000405,normal,False,0.307274,1.573008,0.24275,0.010351,0.060876,0.296329,False,allow
ADV-000406,normal,False,0.163556,1.07291,0.276445,0.033411,0.17133,0.098198,False,allow
ADV-000407,normal,False,0.432438,0.082837,0.331444,0.034624,0.100405,0.241481,False,allow
ADV-000408,normal,False,0.308586,1.867964,0.19362,0.048146,0.141781,0.14299,False,allow
ADV-000409,pump_dump,True,1.914321,7.118181,0.387555,0.016553,0.225266,0.66521,True,block
ADV-000410,pump_dump,True,0.39273,5.571381,0.288438,0.001366,0.020132,0.651901,True,block
ADV-000411,pump_dump,True,0.376576,9.649709,0.38895,0.040555,0.157302,0.877428,True,block
ADV-000412,normal,False,0.134145,1.05227,0.357818,0.016087,0.143896,0.211103,False,allow
ADV-000413,normal,False,0.124461,1.746188,0.320039,0.044614,0.269229,0.091034,False,allow
ADV-000414,normal,False,0.020387,1.084064,0.225961,0.038941,0.224818,0.050664,False,allow
ADV-000415,normal,False,0.453628,0.698499,0.129888,0.014937,0.043749,0.059241,False,allow
ADV-000416,normal,False,0.315661,1.803621,0.367448,0.023275,0.143786,0.035071,False,allow
ADV-000417,front_running,True,0.123786,8.68139,0.231817,0.024965,0.816282,0.821008,True,block
ADV-000418,normal,False,0.148682,1.047575,0.376705,0.006719,0.104461,0.278033,False,allow
ADV-000419,layering,True,2.957531,3.072604,0.626927,0.028767,0.100897,0.684469,True,block
ADV-000420,normal,False,0.21434,1.680631,0.298499,0.011687,0.259879,0.173118,False,allow
ADV-000421,normal,False,0.112704,1.037705,0.161598,0.046763,0.194127,0.252573,False,allow
ADV-000422,normal,False,0.214484,1.148067,0.357275,0.029477,0.092792,0.114941,False,allow
ADV-000423,normal,False,0.478154,0.562115,0.281918,0.042835,0.084015,0.027075,False,allow
ADV-000424,pump_dump,True,1.343174,9.624304,0.147383,0.032606,0.009769,0.943338,True,block
ADV-000425,wash_trading,True,2.621164,0.051849,0.303581,0.409596,0.053891,0.787102,True,block
ADV-000426,normal,False,0.039847,1.64046,0.291099,0.024487,0.022266,0.271432,False,allow
ADV-000427,normal,False,0.020769,0.67967,0.242206,0.04887,0.193206,0.055857,False,allow
ADV-000428,normal,False,0.422433,0.071975,0.351147,0.039047,0.076954,0.057641,False,allow
ADV-000429,normal,False,0.01457,1.158328,0.242692,0.024563,0.044927,0.103883,False,allow
ADV-000430,layering,True,0.694886,3.322656,0.623013,0.022531,0.068709,0.795244,True,block
ADV-000431,normal,False,0.415254,0.310774,0.137262,0.029751,0.158778,0.269211,False,allow
ADV-000432,normal,False,0.001593,0.134255,0.168932,0.042162,0.282968,0.150179,False,allow
ADV-000433,pump_dump,True,2.485688,7.574839,0.389287,0.045162,0.200838,0.840238,True,block
ADV-000434,pump_dump,True,2.451118,2.41583,0.19113,0.042009,0.107313,0.606089,False,allow
ADV-000435,pump_dump,True,0.037073,0.921152,0.337426,0.017326,0.267183,0.847651,True,block
ADV-000436,normal,False,0.444339,1.316305,0.356772,0.049104,0.205538,0.155068,False,allow
ADV-000437,normal,False,0.436815,0.16285,0.241617,0.039857,0.009793,0.013535,False,allow
ADV-000438,front_running,True,2.617927,4.423719,0.359108,0.009858,0.748301,0.779543,True,block
ADV-000439,layering,True,0.029722,1.225002,0.989744,0.047528,0.02377,0.636536,True,block
ADV-000440,wash_trading,True,0.447488,0.903003,0.303315,0.721443,0.146645,0.637604,True,block
ADV-000441,normal,False,0.35496,1.383009,0.31773,0.020879,0.120861,0.209807,False,allow
ADV-000442,normal,False,0.136107,0.042046,0.142505,0.039459,0.120383,0.069926,False,allow
ADV-000443,normal,False,0.299921,1.733206,0.283656,0.008039,0.158545,0.064219,False,allow
ADV-000444,normal,False,0.067204,0.281619,0.390803,0.012142,0.111446,0.0562,False,allow
ADV-000445,normal,False,0.433617,0.327433,0.348848,0.044968,0.021575,0.06428,False,allow
ADV-000446,normal,False,0.112355,0.307323,0.14681,0.035282,0.279291,0.299851,False,allow
ADV-000447,layering,True,0.490945,9.963258,0.876343,0.029283,0.192642,0.60013,False,allow
ADV-000448,spoofing,True,0.761456,5.582462,0.888508,0.041434,0.227131,0.973222,True,block
ADV-000449,pump_dump,True,1.322299,1.601217,0.332325,0.04793,0.136054,0.733508,True,block
ADV-000450,normal,False,0.320955,1.685972,0.179716,0.004991,0.092091,0.044176,False,allow
ADV-000451,normal,False,0.456116,0.999035,0.192341,0.037612,0.123981,0.115446,False,allow
ADV-000452,wash_trading,True,2.636323,6.65226,0.312245,0.62251,0.147716,0.760364,True,block
ADV-000453,normal,False,0.474286,1.668761,0.38671,0.015345,0.066791,0.188767,False,allow
ADV-000454,normal,False,0.26826,1.163027,0.286457,0.001448,0.245384,0.196878,False,allow
ADV-000455,normal,False,0.124133,1.985116,0.290781,0.002706,0.191494,0.023286,False,allow
ADV-000456,normal,False,0.118398,1.489831,0.122372,0.030583,0.272045,0.238356,False,allow
ADV-000457,normal,False,0.457853,0.786054,0.111467,0.046623,0.15681,0.213365,False,allow
ADV-000458,normal,False,0.097674,1.143365,0.281408,0.000827,0.037107,0.256856,False,allow
ADV-000459,spoofing,True,0.654889,3.785862,0.764307,0.042711,0.23423,0.62429,True,block
ADV-000460,normal,False,0.233622,1.465214,0.248468,0.023657,0.246364,0.220863,False,allow
ADV-000461,normal,False,0.257414,0.249251,0.260539,0.027191,0.29439,0.11154,False,allow
ADV-000462,normal,False,0.242333,0.195428,0.118471,0.020297,0.135386,0.255102,False,allow
ADV-000463,spoofing,True,0.569292,6.75435,0.689032,0.017332,0.000135,0.602242,False,allow
ADV-000464,pump_dump,True,0.518749,8.642995,0.172279,0.046338,0.26333,0.613149,False,allow
ADV-000465,normal,False,0.112757,0.801541,0.372376,0.047846,0.106597,0.138805,False,allow
ADV-000466,wash_trading,True,1.421036,4.801527,0.123355,0.841475,0.121182,0.970949,True,block
ADV-000467,normal,False,0.366543,1.460634,0.221274,0.039223,0.14991,0.014292,False,allow
ADV-000468,normal,False,0.260739,0.593271,0.315015,0.034308,0.061003,0.023787,False,allow
ADV-000469,normal,False,0.011087,1.952516,0.105107,0.011151,0.136728,0.187199,False,allow
ADV-000470,normal,False,0.135031,1.873764,0.253494,0.043958,0.160557,0.054407,False,allow
ADV-000471,normal,False,0.425088,0.136875,0.151574,0.033546,0.075847,0.156125,False,allow
ADV-000472,spoofing,True,0.949171,5.505255,0.777365,0.006456,0.040443,0.627753,True,block
ADV-000473,normal,False,0.448899,1.139364,0.255529,0.035727,0.290065,0.200958,False,allow
ADV-000474,layering,True,0.540792,6.947373,0.58858,0.041779,0.216857,0.671974,True,block
ADV-000475,normal,False,0.079914,1.075567,0.328339,0.025477,0.194738,0.289612,False,allow
ADV-000476,normal,False,0.472423,1.351594,0.331358,0.007033,0.185656,0.292565,False,allow
ADV-000477,normal,False,0.217412,0.715993,0.394213,0.007513,0.223672,0.278079,False,allow
ADV-000478,normal,False,0.462459,1.01032,0.324731,0.037648,0.254493,0.156427,False,allow
ADV-000479,normal,False,0.093667,0.565413,0.203063,0.022419,0.2178,0.03619,False,allow
ADV-000480,normal,False,0.210602,0.438207,0.329823,0.01298,0.004701,0.147211,False,allow
ADV-000481,normal,False,0.337055,1.119041,0.303555,0.032865,0.282074,0.149752,False,allow
ADV-000482,pump_dump,True,0.752267,8.700962,0.155009,0.039653,0.000486,0.766276,True,block
ADV-000483,spoofing,True,2.552944,6.532582,0.933859,0.01061,0.20223,0.875819,True,block
ADV-000484,front_running,True,1.418446,6.055494,0.304771,0.047223,0.912878,0.724961,True,block
ADV-000485,layering,True,1.626224,3.30406,0.698508,0.045984,0.262233,0.691169,True,block
ADV-000486,normal,False,0.014735,0.251278,0.270504,0.009592,0.292933,0.243886,False,allow
ADV-000487,spoofing,True,0.15807,3.973443,0.981343,0.015774,0.123976,0.925212,True,block
ADV-000488,normal,False,0.264597,1.73612,0.35167,0.028434,0.219747,0.241417,False,allow
ADV-000489,wash_trading,True,2.497788,0.381628,0.285372,0.332688,0.257174,0.745902,True,block
ADV-000490,layering,True,0.477417,4.642483,0.979999,0.028434,0.113396,0.764962,True,block
ADV-000491,normal,False,0.136201,1.915074,0.230202,0.007076,0.21339,0.272551,False,allow
ADV-000492,normal,False,0.465703,1.979085,0.22388,0.03161,0.147345,0.254604,False,allow
ADV-000493,normal,False,0.05735,0.663353,0.263655,0.035612,0.296729,0.226676,False,allow
ADV-000494,wash_trading,True,1.843713,7.979381,0.249812,0.619642,0.139182,0.813274,True,block
ADV-000495,normal,False,0.09523,0.59453,0.354597,0.029011,0.251009,0.216792,False,allow
ADV-000496,normal,False,0.409405,1.930381,0.156403,0.009497,0.1718,0.061016,False,allow
ADV-000497,spoofing,True,2.581659,3.708666,0.626992,0.008019,0.220409,0.701384,True,block
ADV-000498,normal,False,0.480416,1.683974,0.238524,0.048542,0.19346,0.287793,False,allow
ADV-000499,front_running,True,0.444607,9.992255,0.130396,0.047337,0.900198,0.882317,True,block
