network_id,network_type,node_count,edge_count,average_degree,max_degree,density,clustering_coefficient,average_path_length,diameter,betweenness_centrality_max,eigenvector_centrality_max,pagerank_max,modularity_Q,community_count,percolation_threshold_pc,largest_component_fraction,contagion_probability,debtrank_systemic_risk,algebraic_connectivity,spectral_gap,is_scale_free,power_law_exponent_gamma,phi_modularity_ratio
NET-000120,governance_voting,500,1450,5.8019,25,0.01160385,0.18886,3.241492,7,0.2767793,0.32607357,0.01098374,0.533293,12,0.222545,0.81989,0.21383391,0.19378758,0.60823939,1.387808,True,2.1534,0.862887
NET-000121,token_transfer,20,82,8.2943,32,0.41471367,0.3100623,1.34374,2,0.08226044,0.27482659,0.15339108,0.734135,2,0.421536,0.927,0.33981065,0.07913517,0.64215877,2.949917,True,2.4415,1.187856
NET-000122,token_transfer,20,64,6.4009,33,0.32004481,0.28603795,1.496668,3,0.11408785,0.32974817,0.35251633,0.250416,2,0.186074,0.718464,0.21027197,0.36977241,0.47589911,1.885084,True,2.6384,0.405182
NET-000123,interbank_lending,100,294,5.8855,39,0.05885506,0.21715163,2.386817,5,0.49471139,0.69518753,0.0532495,0.89006,4,0.531179,0.776847,0.15220786,0.12793384,0.4797717,0.931102,False,2.0794,1.440148
NET-000124,validator_consensus,100,220,4.4188,23,0.04418757,0.50238205,2.725168,6,0.27703786,0.78129307,0.09006225,0.477739,5,0.311252,0.721077,0.15203378,0.57888519,0.53791874,0.556258,True,2.2045,0.772998
NET-000125,interbank_lending,200,744,7.4402,27,0.03720109,0.20623962,2.483965,5,0.20290692,0.41335533,0.02744995,0.713555,5,0.187662,0.807892,0.15015096,0.44245128,0.60553875,1.946061,True,2.1085,1.154556
NET-000126,bridge_relay,500,1171,4.6873,18,0.00937456,0.1492754,3.575247,12,0.02463306,0.33232082,0.01886101,0.625848,12,0.137256,0.915126,0.27954467,0.14096164,0.55242188,1.340047,True,2.4634,1.012644
NET-000127,governance_voting,1000,2005,4.0103,21,0.00401032,0.38714252,4.286541,10,0.11368916,0.51089775,0.00618954,0.374894,16,0.137955,0.637851,0.1810627,0.15818941,0.25356529,0.401688,True,2.6425,0.606591
NET-000128,bridge_relay,50,197,7.9123,41,0.15824652,0.45002736,1.788406,4,0.37214968,0.73060055,0.07428747,0.542608,4,0.281044,0.886714,0.03537411,0.19697025,0.92989655,1.916512,False,2.6971,0.877958
NET-000129,market_maker_graph,500,1035,4.1414,28,0.00828271,0.58190988,3.795605,11,0.29944776,0.34823639,0.01523233,0.308948,10,0.231134,0.532727,0.30934106,0.30044078,0.40298,1.679921,False,1.7937,0.499889
NET-000130,market_maker_graph,200,807,8.0761,50,0.04038039,0.32672375,2.402166,5,0.32082329,0.21358448,0.02574553,0.783686,7,0.236318,0.938566,0.17906359,0.31827204,0.75039933,3.054985,True,2.8913,1.268031
NET-000131,market_maker_graph,200,539,5.3951,24,0.02697554,0.6584088,2.855415,6,0.01654657,0.1593151,0.02927697,0.3892,5,0.091957,0.796166,0.02325089,0.1498666,0.5034517,1.557375,False,2.4169,0.629738
NET-000132,bridge_relay,200,729,7.2977,35,0.03648868,0.54179971,2.503951,6,0.11067568,0.53652921,0.01947266,0.898038,7,0.287162,0.557785,0.27765716,0.13872143,0.60076455,2.272559,True,2.6645,1.453056
NET-000133,market_maker_graph,20,77,7.7599,38,0.38799656,0.28925155,1.380402,4,0.56487303,0.20372036,0.08704252,0.553885,2,0.254698,0.809559,0.10924727,0.47754088,0.68554048,2.618767,True,2.5723,0.896206
NET-000134,interbank_lending,100,301,6.0366,29,0.06036627,0.39404504,2.360259,4,0.41378496,0.13199041,0.07501593,0.16838,5,0.410953,0.83791,0.04812838,0.37478799,0.63200568,2.489853,True,2.7502,0.272444
NET-000135,bridge_relay,200,873,8.7393,44,0.04369669,0.53833588,2.32773,6,0.18753885,0.60289368,0.01865052,0.810039,6,0.209429,0.912525,0.16905448,0.42967479,0.37232611,3.17755,False,2.8414,1.310671
NET-000136,token_transfer,50,207,8.315,36,0.16629962,0.65789661,1.752994,5,0.10982238,0.24838585,0.05794164,0.884463,3,0.262442,0.849175,0.18863368,0.15596036,0.59501864,2.925161,True,1.8965,1.431091
NET-000137,token_transfer,100,417,8.3511,30,0.0835108,0.50844272,2.060025,3,0.33519954,0.41487723,0.04158964,0.374537,4,0.153012,0.499008,0.26068442,0.09176787,0.48817801,3.329268,True,2.1727,0.606014
NET-000138,governance_voting,200,389,3.8986,16,0.01949304,0.30517813,3.334475,7,0.37775447,0.32486281,0.01710475,0.782686,7,0.23007,0.653956,0.22722295,0.46060185,0.40988647,2.037002,False,2.9574,1.266412
NET-000139,token_transfer,50,50,2,10,0.04,0.3523704,3.560877,11,0.13869035,0.48904045,0.03561965,0.665579,2,0.518215,0.857417,0.46264278,0.33881301,0.47474713,0.125591,True,1.8752,1.07693
NET-000140,market_maker_graph,50,169,6.7682,30,0.13536499,0.46425292,1.908262,2,0.41021565,0.70409425,0.16896858,0.773563,2,0.129755,0.839369,0.04770041,0.49325846,0.46646995,2.342395,True,1.9856,1.251651
NET-000141,bridge_relay,500,500,2,10,0.004,0.44165575,5.65678,15,0.43793298,0.07367875,0.00201583,0.593427,12,0.26786,0.943018,0.28628849,0.35538527,0.34575226,0.645714,True,2.2478,0.960185
NET-000142,liquidity_pool,50,149,5.9603,11,0.11920618,0.74549361,2.016274,5,0.63499616,0.55908179,0.07968079,0.761164,3,0.425789,0.703543,0.22380191,0.24414801,0.80804801,2.093292,True,2.6908,1.23159
NET-000143,token_transfer,200,896,8.9639,42,0.04481961,0.72319796,2.304648,5,0.14432714,0.44436405,0.01231347,0.718825,5,0.413806,0.83083,0.09093359,0.18056892,1.0055815,2.683886,True,2.7861,1.163083
NET-000144,liquidity_pool,500,1785,7.1433,34,0.01428657,0.17805465,2.963297,9,0.26263054,0.49809658,0.00964811,0.419736,9,0.190224,0.75458,0.06936619,0.7439464,0.53322326,2.034051,False,2.5623,0.679147
NET-000145,governance_voting,100,233,4.6686,29,0.04668636,0.49572084,2.654356,6,0.35514738,0.4641072,0.04997175,0.188874,4,0.082264,0.899676,0.19150578,0.45583333,0.4417356,1.064519,True,2.535,0.305605
NET-000146,validator_consensus,1000,4080,8.1613,35,0.00816134,0.49270608,3.118637,7,0.25009725,0.51396985,0.00443308,0.371763,16,0.363118,0.969773,0.23529086,0.26256205,0.19015412,2.270629,True,2.5815,0.601526
NET-000147,governance_voting,100,243,4.8724,13,0.04872408,0.28337845,2.601402,6,0.72224491,0.37755353,0.09970704,0.627217,5,0.226486,0.936759,0.0888231,0.21370322,0.77909421,2.114083,False,2.8759,1.014858
NET-000148,oracle_network,100,410,8.2069,52,0.0820688,0.4893718,2.074447,3,0.5486183,0.78701235,0.02337935,0.747892,4,0.07579,0.672889,0.27074108,0.3928568,0.67788991,2.417071,False,2.7013,1.210115
NET-000149,governance_voting,20,71,7.1305,25,0.35652657,0.30942688,1.429516,3,0.26810693,0.6271952,0.30460014,0.379712,2,0.039229,0.600154,0.09473219,0.14370109,0.66080095,1.660425,True,2.3406,0.614387
NET-000150,governance_voting,20,87,8.7865,51,0.4393242,0.11281762,1.31334,3,0.16396693,0.38381684,0.07288275,0.634368,2,0.235815,0.790793,0.05329947,0.37748637,0.65803226,2.161661,True,2.2939,1.026429
NET-000151,bridge_relay,500,1355,5.4208,19,0.01084167,0.48259738,3.341999,8,0.49205806,0.3612097,0.00515525,0.845401,15,0.372122,0.906237,0.22882008,0.29704227,0.75458165,1.460596,True,2.4927,1.367887
NET-000152,liquidity_pool,20,42,4.2149,25,0.21074744,0.58899596,1.813914,3,0.21249091,0.27447769,0.25041421,0.30968,2,0.399109,0.913141,0.38891929,0.14709105,0.64934798,1.314091,True,2.6539,0.501072
NET-000153,interbank_lending,50,156,6.2622,34,0.1252447,0.37198126,1.973091,5,0.54253463,0.48884811,0.17453083,0.652067,3,0.565761,0.79855,0.1444803,0.44408292,0.72981581,2.36419,False,2.3615,1.055067
NET-000154,validator_consensus,1000,3639,7.2786,40,0.00727863,0.69770669,3.268121,10,0.22938628,0.23299707,0.00382981,0.729915,17,0.185515,0.880249,0.08017822,0.29017513,0.41973307,1.739945,True,2.7029,1.181028
NET-000155,governance_voting,100,319,6.3809,31,0.06380879,0.38313623,2.303861,4,0.58237621,0.67248071,0.06181502,0.570394,6,0.592284,0.58959,0.33254468,0.20802741,0.4957761,1.878934,True,2.515,0.922917
NET-000156,market_maker_graph,1000,4259,8.5187,55,0.00851872,0.25162922,3.065671,6,0.30079424,0.30038196,0.00464435,0.839927,17,0.27168,0.881962,0.16557995,0.40756742,0.40543977,2.317359,False,2.1552,1.359031
NET-000157,validator_consensus,500,500,2,12,0.004,0.44038383,5.65678,15,0.25561803,0.31267726,0.01438549,0.541936,11,0.162119,0.965626,0.1241755,0.11886279,0.71492254,0.103017,False,2.7094,0.876871
NET-000158,validator_consensus,50,214,8.569,27,0.17137932,0.156269,1.732114,4,0.34805537,0.27987269,0.06278611,0.792201,2,0.142109,0.846638,0.25132583,0.4909893,0.30304601,1.903941,False,2.312,1.281808
NET-000159,market_maker_graph,200,492,4.9234,20,0.02461682,0.19828539,2.978416,8,0.14361749,0.15671268,0.01686819,0.698893,7,0.10332,0.6836,0.1727043,0.18889449,0.49358714,1.691545,False,2.9173,1.130832
NET-000160,bridge_relay,500,1651,6.606,28,0.01321206,0.13114468,3.062981,9,0.19837558,0.53831334,0.00643926,0.471507,13,0.250302,0.793506,0.28691822,0.31860658,0.65752286,1.620811,True,3.0543,0.762914
NET-000161,token_transfer,50,180,7.2378,35,0.14475565,0.6983393,1.855155,5,0.44441085,0.25597116,0.10721431,0.565254,3,0.636383,0.828523,0.21827874,0.46779239,0.75420485,2.886234,False,2.766,0.914599
NET-000162,validator_consensus,200,592,5.9256,44,0.02962817,0.63027553,2.737824,8,0.2082397,0.36670508,0.03358213,0.713268,6,0.095373,0.73659,0.18201322,0.40920063,0.23962073,2.508633,True,2.279,1.154091
NET-000163,bridge_relay,500,1775,7.1002,33,0.01420045,0.33847308,2.970808,6,0.31221532,0.44504186,0.0067207,0.445405,11,0.216624,0.760709,0.48009202,0.26200617,0.04912431,2.382128,False,3.0679,0.720681
NET-000164,market_maker_graph,100,244,4.8911,23,0.04891094,0.35744586,2.596742,5,0.34298144,0.29486696,0.0624462,0.686669,3,0.302485,0.903768,0.09670678,0.25433519,0.51109068,1.036695,True,2.3824,1.111055
NET-000165,token_transfer,50,171,6.8602,29,0.13720384,0.59553575,1.897372,2,0.57272811,0.25465532,0.11304735,0.670966,4,0.669166,0.933989,0.25579747,0.2813727,0.58158626,2.311398,False,1.5175,1.085646
NET-000166,oracle_network,50,97,3.8813,21,0.07762589,0.38752746,2.467514,6,0.03616488,0.26924672,0.1195377,0.81251,2,0.214521,0.813249,0.09627388,0.13444402,0.31217867,0.655028,True,2.5192,1.314669
NET-000167,interbank_lending,20,66,6.6872,34,0.33436136,0.21300153,1.468813,3,0.28738713,0.49049158,0.19258695,0.591606,2,0.211603,0.544688,0.09746112,0.25185317,0.49932175,1.834628,True,2.9884,0.957238
NET-000168,oracle_network,200,352,3.5216,13,0.01760782,0.50092015,3.511475,8,0.31407856,0.35396344,0.03822813,0.637218,7,0.461967,0.844685,0.21519091,0.20466458,0.50114197,0.873074,False,1.7721,1.031041
NET-000169,market_maker_graph,100,371,7.4259,26,0.0742592,0.14456893,2.16072,7,0.02479568,0.27839333,0.05444648,0.754723,6,0.287338,0.69567,0.08499982,0.36688527,0.46465523,2.032191,True,2.4442,1.221168
NET-000170,governance_voting,50,50,2,9,0.04,0.34074478,3.560877,7,0.34696276,0.8068963,0.13737489,0.698842,2,0.223642,0.771844,0.18043709,0.33617133,0.40231643,0.664752,True,2.8268,1.130749
NET-000171,market_maker_graph,20,72,7.2144,37,0.36072013,0.37842835,1.42255,3,0.62354142,0.34873389,0.30931386,0.946559,2,0.294071,0.620924,0.08161146,0.34873191,0.78163166,2.722606,True,2.6257,1.531565
NET-000172,governance_voting,50,237,9.491,34,0.18982072,0.25487585,1.664322,3,0.44731156,0.2499158,0.06909963,0.358797,2,0.132613,0.934607,0.05347827,0.40743973,0.21259912,2.118168,True,3.0023,0.580545
NET-000173,validator_consensus,50,156,6.2647,24,0.12529408,0.48942276,1.972753,5,0.4942206,0.61602383,0.10088595,0.623845,2,0.342287,0.922001,0.36192754,0.08440496,0.75848066,2.946489,True,2.9403,1.009403
NET-000174,validator_consensus,1000,3580,7.1609,24,0.00716088,0.1843586,3.290422,8,0.16598469,0.37791911,0.00484462,0.846663,19,0.356577,0.88113,0.22453391,0.36291535,0.45599306,1.827947,True,2.8015,1.36993
NET-000175,market_maker_graph,20,92,9.2796,49,0.46397843,0.38527457,1.285635,2,0.41835668,0.29163746,0.36366568,0.725269,2,0.100923,0.631054,0.43864924,0.43839386,0.67570258,1.835072,True,3.0448,1.17351
NET-000176,oracle_network,50,255,10.2219,43,0.20443896,0.5879656,1.617962,4,0.36267324,0.51289943,0.09815492,0.758658,3,0.273823,0.779237,0.11125629,0.40347898,0.73204514,3.231123,True,2.6749,1.227534
NET-000177,governance_voting,1000,1400,2.8005,16,0.00280052,0.13081963,5.173817,15,0.36798995,0.69091644,0.00309388,0.442518,17,0.211858,0.816359,0.05991472,0.30901272,0.1659035,0.784617,True,2.139,0.716009
NET-000178,market_maker_graph,200,328,3.2877,12,0.01643849,0.45808312,3.639579,5,0.24279055,0.54440475,0.0051186,0.820013,7,0.159641,0.876651,0.13256797,0.3273601,0.3148407,1.483342,False,2.0426,1.326808
NET-000179,governance_voting,100,394,7.8907,30,0.07890668,0.20752264,2.107627,5,0.30973284,0.3444421,0.03968479,0.624028,5,0.258267,0.887076,0.29381342,0.44830591,0.52804071,2.081872,True,2.5645,1.009698
NET-000180,oracle_network,1000,3598,7.1978,28,0.00719778,0.50552717,3.283367,5,0.25913476,0.4092205,0.0074477,0.266432,14,0.243011,0.842497,0.36948387,0.42969177,0.37972621,2.423496,True,2.3465,0.431096
NET-000181,bridge_relay,100,100,2,8,0.02,0.12961487,4.191807,10,0.10134852,0.38229035,0.02729518,0.83981,5,0.106213,0.800272,0.1661068,0.3115027,0.50661522,0.771828,True,2.974,1.358841
NET-000182,market_maker_graph,500,1801,7.2056,46,0.01441121,0.43332009,2.952564,8,0.10185679,0.29021358,0.01281583,0.702831,6,0.278191,0.867981,0.13817825,0.58408164,0.87452604,1.398817,False,2.4279,1.137205
NET-000183,interbank_lending,200,624,6.2447,35,0.03122356,0.35779619,2.675551,9,0.41960949,0.27977256,0.02087206,0.537374,7,0.388093,0.776345,0.20145789,0.73225068,0.50533887,2.129168,True,2.3557,0.86949
NET-000184,oracle_network,20,57,5.7593,30,0.28796374,0.45608261,1.567695,3,0.23739962,0.54643322,0.19498839,0.739135,2,0.387004,0.795705,0.13120491,0.12840711,0.61098279,1.03624,True,2.4128,1.195946
NET-000185,validator_consensus,100,399,7.9969,35,0.07996871,0.24746851,2.096235,4,0.30367497,0.47934814,0.03739565,0.65622,6,0.332142,0.929078,0.67525461,0.37020249,0.46339601,3.209703,True,2.1504,1.061787
NET-000186,validator_consensus,50,222,8.9126,26,0.17825206,0.16762283,1.705472,4,0.16883106,0.50542053,0.08490959,0.713486,3,0.097904,0.930836,0.26366796,0.24855961,0.22827366,2.632763,False,2.7702,1.154445
NET-000187,interbank_lending,1000,4257,8.5141,39,0.00851409,0.43007805,3.066333,7,0.25931397,0.41608645,0.00430781,0.411975,16,0.341921,0.787522,0.2747399,0.23472426,0.47115268,2.183613,True,2.2683,0.666589
NET-000188,token_transfer,1000,3625,7.2516,31,0.00725158,0.22371928,3.273189,4,0.2112838,0.71448322,0.00845028,0.707462,15,0.381231,0.861037,0.09909512,0.35828739,0.91154046,1.4749,False,2.5645,1.144698
NET-000189,validator_consensus,50,156,6.2733,30,0.12546683,0.51252794,1.971571,5,0.07029091,0.84447578,0.11586255,0.653297,4,0.131537,0.414615,0.10804964,0.30687536,0.36061265,1.659853,True,2.3031,1.057057
NET-000190,validator_consensus,100,479,9.599,50,0.09599024,0.32105939,1.950714,3,0.71341683,0.64906172,0.07796612,0.674055,4,0.229187,0.5594,0.24952596,0.28270476,0.40122379,3.708363,False,2.6004,1.090643
NET-000191,market_maker_graph,500,976,3.9072,20,0.00781443,0.39701948,3.906823,7,0.50041439,0.26116255,0.01084569,0.429857,7,0.067127,0.876085,0.20836943,0.37253946,0.16467752,0.01865,True,2.3142,0.695524
NET-000192,liquidity_pool,50,187,7.4977,32,0.14995429,0.63673671,1.828221,5,0.18953276,0.58073303,0.11576302,0.511604,3,0.367443,0.581197,0.36076426,0.68610199,0.58204627,1.787387,True,2.568,0.827793
NET-000193,oracle_network,1000,4306,8.6124,51,0.00861239,0.32767773,3.052406,8,0.23092961,0.22586405,0.009264,0.70885,8,0.352988,0.781208,0.31591839,0.3873508,0.50520475,2.158337,True,2.5903,1.146944
NET-000194,interbank_lending,200,303,3.0332,12,0.01516589,0.42275557,3.79929,7,0.25529431,0.76477747,0.01294167,0.326071,7,0.331212,0.902634,0.34705366,0.25216847,0.34281582,1.608562,False,2.1372,0.527594
NET-000195,governance_voting,20,83,8.3928,39,0.41964071,0.44334439,1.337413,3,0.16522539,0.55347929,0.09927371,0.715529,2,0.322411,0.820379,0.15526097,0.44481181,0.73336482,2.36168,True,3.2851,1.15775
NET-000196,validator_consensus,100,129,2.5981,12,0.02598095,0.68199319,3.596653,7,0.51439935,0.39836987,0.05498033,0.654797,5,0.145544,0.786453,0.13172691,0.4414947,0.2809645,0.757276,False,2.4664,1.059484
NET-000197,oracle_network,500,1719,6.8791,37,0.01375811,0.24280079,3.010651,7,0.22530212,0.49493063,0.0102002,0.842296,12,0.419694,0.643246,0.20624162,0.21793516,0.64774861,2.467877,True,2.2389,1.362864
NET-000198,market_maker_graph,100,306,6.1313,45,0.06131338,0.32149748,2.344196,4,0.1902871,0.42683659,0.06443189,0.63534,4,0.357933,0.897577,0.17871432,0.23969135,0.7488092,2.41625,True,1.8574,1.028001
NET-000199,interbank_lending,500,896,3.5877,16,0.00717532,0.18332133,4.079513,8,0.15268542,0.46015536,0.01603913,0.879312,11,0.154011,0.875091,0.37577585,0.15410104,0.63046736,1.349833,True,2.8872,1.422756
NET-000200,bridge_relay,200,915,9.1596,46,0.04579784,0.2602345,2.285318,5,0.31578744,0.4998147,0.03377785,0.892693,6,0.273702,0.904878,0.20989807,0.30807618,0.4528412,2.735336,True,2.3236,1.444407
NET-000201,interbank_lending,50,97,3.8877,16,0.07775387,0.09584539,2.465477,5,0.29677733,0.37432332,0.0727401,0.806376,3,0.205223,0.740582,0.34421985,0.11923144,0.99666205,1.298502,False,2.3381,1.304744
NET-000202,market_maker_graph,100,299,5.9852,30,0.05985154,0.33706843,2.369174,5,0.1181966,0.5150646,0.07153144,0.498166,4,0.286154,0.701997,0.04936042,0.50428692,0.42194932,1.249369,True,2.9324,0.806049
NET-000203,liquidity_pool,1000,1000,2,11,0.002,0.26391922,6.28771,17,0.30683285,0.40417229,0.00518103,0.743632,20,0.252342,0.819215,0.36777362,0.51388705,0.45657044,0.739452,True,2.8743,1.203222
NET-000204,interbank_lending,20,56,5.6494,31,0.28246758,0.4087114,1.581262,3,0.16349649,0.48299053,0.14425146,0.477541,2,0.343664,0.963125,0.1426929,0.61572321,0.17969612,1.521745,True,2.2233,0.772678
NET-000205,interbank_lending,100,249,4.9852,24,0.04985201,0.36960972,2.573742,5,0.38734049,0.63024655,0.02577112,0.544365,5,0.143551,0.732111,0.22579824,0.51282317,0.463663,1.902876,False,2.4385,0.8808
NET-000206,governance_voting,50,190,7.6246,34,0.15249269,0.31249706,1.815642,4,0.31080987,0.63886495,0.05392916,0.572488,3,0.566004,0.815209,0.04896081,0.30462968,0.54417588,2.734892,False,1.8383,0.926305
NET-000207,bridge_relay,1000,2686,5.3734,23,0.00537335,0.22720074,3.729637,10,0.12751903,0.50053142,0.00330072,0.614318,17,0.560973,0.550858,0.08799444,0.44514354,0.559239,2.072398,True,2.8577,0.993987
NET-000208,liquidity_pool,200,955,9.5557,40,0.04777856,0.16745727,2.248225,3,0.33046224,0.22588865,0.01455036,0.826249,8,0.23189,0.731644,0.13893832,0.26942336,0.60637494,3.194774,True,2.2925,1.336898
NET-000209,market_maker_graph,500,1653,6.6139,23,0.01322785,0.15756144,3.061416,10,0.16703897,0.14454264,0.01414843,0.409911,9,0.249689,0.785502,0.44435712,0.12909322,0.41852497,2.22141,True,2.4404,0.663249
NET-000210,bridge_relay,100,291,5.8251,35,0.05825088,0.64673171,2.39777,4,0.28540236,0.62207922,0.0694538,0.604516,4,0.491182,0.877358,0.13757109,0.13573672,0.81682083,1.793452,False,2.1414,0.978127
NET-000211,token_transfer,1000,3921,7.8428,28,0.00784277,0.10936569,3.169276,7,0.28563443,0.30652786,0.00492918,0.403773,15,0.07855,0.665917,0.30989499,0.7299918,0.70442187,2.260224,True,2.7137,0.653318
NET-000212,governance_voting,200,443,4.4386,19,0.02219298,0.24562896,3.128581,8,0.27051817,0.61515999,0.01174371,0.790423,8,0.181991,0.966482,0.11759266,0.33460784,0.05624784,1.027337,True,2.6987,1.278931
NET-000213,interbank_lending,500,1511,6.0447,26,0.01208943,0.42516869,3.183261,8,0.22665266,0.25519852,0.01351744,0.722454,10,0.238544,0.940195,0.19630545,0.3855206,0.69095123,2.17632,True,2.1389,1.168955
NET-000214,oracle_network,100,243,4.8755,22,0.04875544,0.35592552,2.600618,6,0.19700216,0.49837116,0.08067521,0.575308,5,0.326842,0.748211,0.1614788,0.23533415,0.67123112,1.708502,True,2.6987,0.930868
NET-000215,validator_consensus,200,372,3.7235,15,0.01861736,0.40198213,3.412668,9,0.30004981,0.58552482,0.02538244,0.466804,6,0.09581,0.895781,0.09783248,0.52874439,0.67497984,0.176745,True,3.1466,0.755304
NET-000216,oracle_network,500,1303,5.212,21,0.01042402,0.13885424,3.402496,11,0.33224049,0.44632368,0.00452447,0.892811,11,0.270211,0.70533,0.1474657,0.2723844,0.42203125,1.266806,True,2.5888,1.444599
NET-000217,market_maker_graph,1000,3282,6.5642,30,0.00656421,0.46252536,3.413887,7,0.25912009,0.68634014,0.00732886,0.702796,15,0.280053,0.956929,0.11767638,0.27525249,0.54099713,2.236555,True,2.7864,1.137149
NET-000218,interbank_lending,200,489,4.8974,32,0.02448706,0.30748238,2.985786,11,0.06014155,0.30681194,0.00957522,0.489527,4,0.204705,0.853047,0.25627326,0.5101127,0.51739568,1.20435,False,2.6196,0.792071
NET-000219,oracle_network,100,445,8.9155,40,0.0891546,0.23844147,2.007402,5,0.14263709,0.6119743,0.05891358,0.61905,6,0.090092,0.778732,0.49173097,0.24547112,0.34204819,3.107836,True,2.5834,1.001643
NET-000220,bridge_relay,500,1524,6.097,35,0.01219409,0.50339547,3.171238,5,0.0296011,0.38228811,0.01810445,0.28774,12,0.280863,0.958968,0.26657309,0.28449043,0.37673633,1.533432,False,2.5766,0.465572
NET-000221,validator_consensus,50,57,2.3004,15,0.04600717,0.19179352,3.276316,6,0.14123667,0.55820651,0.04805502,0.814345,4,0.480835,0.60384,0.4158105,0.26173575,0.34105764,0.049996,True,2.4783,1.317638
NET-000222,bridge_relay,20,48,4.8523,32,0.24261403,0.41927484,1.695539,4,0.30258023,0.38391705,0.23804389,0.497565,2,0.268955,0.916253,0.02631439,0.34066972,0.65778281,1.400514,False,2.6175,0.805077
NET-000223,bridge_relay,1000,2133,4.268,22,0.004268,0.40530981,4.157166,11,0.53636538,0.42945459,0.00735494,0.381739,12,0.052612,0.913908,0.181814,0.27091084,0.37388637,1.387703,True,2.8768,0.617667
NET-000224,validator_consensus,20,49,4.9737,20,0.24868275,0.17757021,1.676066,2,0.54228132,0.13807575,0.2132546,0.650272,3,0.334714,0.904833,0.58553845,0.12925023,0.11712348,0.80161,False,2.3759,1.052162
NET-000225,token_transfer,20,36,3.6045,22,0.18022488,0.41549056,1.961799,3,0.28236168,0.41745702,0.20682361,0.684105,2,0.235313,0.880311,0.10401838,0.3949226,0.60578646,1.123408,True,2.5861,1.106906
NET-000226,interbank_lending,20,50,5.0057,22,0.25028423,0.58371239,1.671067,3,0.26243848,0.58262679,0.1838154,0.536167,2,0.351259,0.810242,0.05826303,0.46661162,0.75455342,1.530985,False,2.8988,0.867536
NET-000227,interbank_lending,1000,2642,5.2855,23,0.00528551,0.48604695,3.757795,7,0.09827156,0.25282228,0.00419137,0.587394,18,0.233009,0.877062,0.19986627,0.27025904,0.7552603,2.197162,True,2.386,0.950424
NET-000228,oracle_network,100,404,8.09,37,0.08089977,0.21527573,2.086457,6,0.10031574,0.21775077,0.06963012,0.552991,5,0.193578,0.7727,0.17365491,0.02414074,0.28939008,2.436956,True,3.1202,0.894758
NET-000229,liquidity_pool,1000,3726,7.4535,37,0.00745348,0.56870563,3.236122,7,0.6865004,0.77350737,0.00493076,0.652132,14,0.158545,0.682948,0.20505904,0.40316235,0.81713508,1.892662,False,2.6405,1.055172
NET-000230,market_maker_graph,100,296,5.9234,31,0.05923367,0.32265091,2.380053,4,0.20050114,0.36024356,0.05587897,0.624233,5,0.354705,0.675366,0.22149143,0.29715779,0.16146196,1.826359,True,2.0954,1.010031
NET-000231,validator_consensus,200,358,3.5878,15,0.01793886,0.52324607,3.477968,6,0.11265932,0.56938088,0.02326227,0.742671,5,0.279668,0.776769,0.2408539,0.47062833,0.43350649,1.320328,True,2.3106,1.201667
NET-000232,oracle_network,200,308,3.0879,14,0.01543962,0.07130438,3.76291,7,0.35135643,0.41051219,0.04797043,0.752372,5,0.434567,0.546469,0.01870312,0.06366773,0.68273067,1.571316,True,2.4579,1.217363
NET-000233,validator_consensus,20,66,6.6632,27,0.33315834,0.13935055,1.471074,3,0.52311352,0.55018382,0.28319733,0.768924,2,0.344714,0.777921,0.17464785,0.4019494,0.71747888,2.286086,True,2.5111,1.244145
NET-000234,interbank_lending,500,2338,9.3529,40,0.01870571,0.21285076,2.658926,6,0.20713541,0.28025768,0.01990146,0.668453,9,0.13059,0.379608,0.16545459,0.37605557,0.63411163,3.410908,True,2.4909,1.08158
NET-000235,token_transfer,1000,3631,7.2633,35,0.00726331,0.34990588,3.270988,10,0.10099645,0.49016968,0.00767519,0.548753,18,0.143793,0.929588,0.10617716,0.23186547,0.73472884,1.381191,True,1.8418,0.8879
NET-000236,oracle_network,200,498,4.9895,23,0.02494772,0.36811756,2.959928,8,0.22092103,0.7038528,0.02090847,0.542542,7,0.266172,0.808763,0.20172764,0.48978298,0.72266581,1.126359,True,2.4152,0.877852
NET-000237,token_transfer,50,92,3.6824,18,0.07364796,0.28514596,2.534005,5,0.38140153,0.18990899,0.17871435,0.530514,2,0.530512,0.954293,0.06126914,0.12745865,0.47678447,0.942201,False,2.4991,0.85839
NET-000238,bridge_relay,100,168,3.3695,14,0.03369496,0.46795916,3.122895,8,0.06771832,0.31985763,0.04080752,0.771539,5,0.494816,0.826269,0.25549393,0.51777785,0.20897606,0.58208,True,2.1377,1.248376
NET-000239,bridge_relay,200,343,3.4318,17,0.01715878,0.12560789,3.558794,12,0.76132218,0.19408906,0.02527915,0.809387,5,0.166867,0.596407,0.30201971,0.46489291,0.83223516,1.368926,True,2.7217,1.309615
NET-000240,market_maker_graph,100,147,2.9506,9,0.02950621,0.42770074,3.351962,7,0.31052788,0.22210614,0.10230033,0.815098,5,0.228422,0.868902,0.19791268,0.34290665,0.43905483,1.3863,False,2.57,1.318856
NET-000241,market_maker_graph,100,326,6.5344,37,0.06534442,0.71096539,2.280369,5,0.31900442,0.65368507,0.05587978,0.876354,4,0.134283,0.845245,0.09868157,0.18249455,0.58278642,1.749352,False,2.2075,1.41797
