experiment_id,oscillator_count_N,coupling_topology,frequency_distribution,coupling_strength_K,critical_coupling_Kc,K_over_Kc_ratio,order_parameter_R,susceptibility_chi,relaxation_time_tau,phase_locked_fraction,mean_field_frequency,chimera_state_detected,lyapunov_exponent_max,simulation_timesteps,integration_method,thermalization_steps
OSC-000168,64,small_world,lorentzian,1.430149,1.310137,1.091603,0.28892022,0.064851,7.600679,0.278932,7.863609,False,-0.09147695,100000,verlet,5000
OSC-000169,96,small_world,gaussian,1.183456,1.639072,0.722028,0.03548551,1.73248757,133.915277,0,7.706616,False,0.02567009,10000,symplectic_4th,5000
OSC-000170,16,all_to_all,gaussian,4.624708,0.63662,7.264474,0.92763571,0.02288502,0.261209,0.867756,7.970098,False,-0.07923512,100000,euler,10000
OSC-000171,48,all_to_all,uniform,1.189553,0.63662,1.868546,0.67929229,0.64543043,1.733008,0.683087,7.881195,False,-0.0944682,10000,rk4,1000
OSC-000172,128,scale_free,uniform,1.06212,1.588605,0.668587,0.12704944,1.66454961,103.989773,0.095959,7.854968,False,0.0467658,100000,rk4,1000
OSC-000173,16,random_erdos_renyi,gaussian,3.385943,1.329175,2.547402,0.7776392,0.24823201,0.494101,0.776677,7.749417,False,-0.11634585,50000,rk4,1000
OSC-000174,8,random_erdos_renyi,gaussian,3.607477,1.365705,2.641475,0.79253664,0.06906403,0.44433,0.787881,7.794957,False,-0.14488813,500000,verlet,10000
OSC-000175,24,scale_free,uniform,1.960114,1.618227,1.211272,0.42110535,0.27838926,2.911881,0.530756,8.018126,False,-0.09310296,50000,symplectic_4th,5000
OSC-000176,48,random_erdos_renyi,uniform,0.503015,1.601671,0.314056,0.14215887,0.49868526,32.898295,0.163971,7.756096,False,0.01460141,50000,symplectic_4th,5000
OSC-000177,96,ring,uniform,4.484298,0.06545,68.515023,0.99423785,1.18890578,0.215,1.0,7.761502,False,-0.12653949,500000,symplectic_4th,10000
OSC-000178,16,all_to_all,gaussian,2.034576,0.63662,3.195905,0.82425013,0.25490518,0.698887,0.718819,7.876477,False,-0.08340852,50000,verlet,1000
OSC-000179,96,all_to_all,gaussian,4.206735,0.63662,6.607923,0.92097502,0.19369851,0.249293,0.856671,7.804607,False,-0.06506011,500000,verlet,5000
OSC-000180,96,scale_free,lorentzian,0.698731,1.69856,0.411367,0.08982218,0.26606229,96.930853,0.10131,7.821303,False,0.04711484,500000,rk4,1000
OSC-000181,96,random_erdos_renyi,lorentzian,0.84841,0.936608,0.905832,0.03309632,0.66034013,124.411872,0.071689,7.849548,False,0.01473377,50000,verlet,10000
OSC-000182,128,scale_free,lorentzian,2.748592,0.973008,2.824839,0.80289146,3.44168513,0.578869,0.905704,7.817986,False,-0.08397388,500000,symplectic_4th,5000
OSC-000183,8,all_to_all,gaussian,2.827666,0.63662,4.441688,0.88552461,0.12345046,0.388978,0.869674,7.718107,False,-0.07894588,500000,rk4,10000
OSC-000184,128,lattice_2d,bimodal,2.431964,1.855905,1.310393,0.48797424,0.07387223,1.61564,0.52482,7.966219,False,-0.1050427,100000,verlet,5000
OSC-000185,8,all_to_all,uniform,0.728171,0.63662,1.143808,0.34597861,0.18843021,9.700206,0.303127,7.76086,False,-0.1138547,500000,verlet,5000
OSC-000186,96,small_world,uniform,3.275606,1.380236,2.373222,0.75937218,0.80217597,0.404204,0.798456,7.864119,False,-0.10208724,100000,rk4,5000
OSC-000187,96,random_erdos_renyi,bimodal,1.406433,1.551023,0.906777,0.04526879,0.24543371,114.627135,0.040918,7.729387,False,0.06658292,500000,rk4,10000
OSC-000188,32,small_world,bimodal,1.763743,0.98959,1.782296,0.66241034,0.09168305,1.212496,0.608475,7.875884,False,-0.07980051,50000,verlet,5000
OSC-000189,8,small_world,bimodal,4.042555,1.067929,3.785416,0.84518347,0.06202315,0.308573,0.780835,7.763031,False,-0.10872178,500000,symplectic_4th,1000
OSC-000190,64,all_to_all,lorentzian,2.572734,0.63662,4.041241,0.86635898,1.53846569,0.473749,0.914034,7.829043,False,-0.07592807,50000,rk4,10000
OSC-000191,24,random_erdos_renyi,bimodal,3.736819,1.677065,2.22819,0.75259578,0.31272967,0.531152,0.68502,7.801817,False,-0.09744388,10000,euler,5000
OSC-000192,128,ring,gaussian,0.837316,0.049087,17.057662,0.9683733,0.85232438,1.175153,0.928133,7.864593,False,-0.096475,50000,symplectic_4th,5000
OSC-000193,48,lattice_2d,gaussian,1.356589,1.404127,0.966144,0.11848465,0.18903635,52.738368,0.139848,7.835196,True,0.08746398,500000,symplectic_4th,10000
OSC-000194,96,scale_free,uniform,0.242795,1.571129,0.154535,0.07777176,1.15104632,80.989269,0.009499,7.784963,False,0.08090219,10000,rk4,1000
OSC-000195,64,random_erdos_renyi,lorentzian,4.349142,1.625971,2.674797,0.79336309,0.25733431,0.270161,0.848735,8.031953,False,-0.07425818,50000,euler,1000
OSC-000196,16,random_erdos_renyi,lorentzian,3.039124,1.369552,2.219065,0.74123651,0.18014646,0.509589,0.781665,7.6879,False,-0.08865276,500000,euler,1000
OSC-000197,16,ring,gaussian,4.852625,0.392699,12.357108,0.95093325,0.04618393,0.252153,0.901816,7.768107,False,-0.13440503,100000,symplectic_4th,5000
OSC-000198,32,small_world,gaussian,1.87869,2.017992,0.93097,0.07022213,0.26016527,48.556101,0.08745,7.678951,False,0.02631816,10000,euler,5000
OSC-000199,96,small_world,lorentzian,2.721062,1.874281,1.45179,0.55607467,1.0486754,1.274848,0.683154,7.842572,False,-0.05983693,100000,rk4,1000
OSC-000200,48,ring,gaussian,4.587865,0.1309,35.048706,0.9827913,0.18978582,0.072718,0.988152,7.72845,False,-0.0607738,500000,symplectic_4th,10000
OSC-000201,96,small_world,bimodal,4.39613,1.627187,2.701674,0.79526301,0.65904899,0.322056,0.738939,7.748924,False,-0.07822055,100000,symplectic_4th,10000
OSC-000202,8,all_to_all,gaussian,3.187766,0.63662,5.007331,0.89556576,0.03815684,0.276288,0.936676,7.813853,False,-0.09236982,50000,euler,10000
OSC-000203,24,random_erdos_renyi,bimodal,2.443991,1.569671,1.557008,0.59466228,0.22264686,1.053429,0.558816,7.657019,False,-0.09592422,500000,verlet,1000
OSC-000204,96,scale_free,gaussian,0.2016,1.309927,0.153901,0.12915847,1.13656416,85.45027,0.105842,7.924454,False,0.06181881,100000,euler,1000
OSC-000205,96,random_erdos_renyi,bimodal,4.794361,1.362252,3.519438,0.8454028,1.55774172,0.403986,0.906245,7.84082,False,-0.09328541,500000,rk4,1000
OSC-000206,32,ring,lorentzian,1.511014,0.19635,7.695529,0.92473792,0.15109334,0.756843,0.966676,7.723724,False,-0.08369461,50000,symplectic_4th,1000
OSC-000207,96,ring,uniform,1.521946,0.06545,23.253615,0.97821156,0.86139371,0.820189,1.0,7.777169,False,-0.10888682,10000,symplectic_4th,1000
OSC-000208,64,lattice_2d,bimodal,3.465577,1.195808,2.898106,0.80839175,0.33829737,0.431931,0.770066,7.858747,False,-0.0960779,100000,euler,5000
OSC-000209,64,random_erdos_renyi,uniform,1.966595,1.855339,1.059965,0.23795013,1.58514557,8.226037,0.309108,7.985887,False,-0.08784179,50000,symplectic_4th,5000
OSC-000210,128,ring,uniform,1.654855,0.049087,33.712433,0.98534106,0.58503382,0.608394,0.996498,7.850136,False,-0.07186353,100000,verlet,5000
OSC-000211,48,small_world,lorentzian,2.633166,1.937558,1.359013,0.51238224,0.59318508,1.407636,0.454449,7.951152,False,-0.10786439,500000,rk4,1000
OSC-000212,24,all_to_all,gaussian,0.997392,0.63662,1.5667,0.59903081,0.26665819,2.648461,0.604122,7.92243,False,-0.11430669,500000,verlet,10000
OSC-000213,128,scale_free,bimodal,0.825463,1.863888,0.442872,0.09155664,0.77388285,142.005303,0.071367,8.015473,False,0.0499852,50000,rk4,10000
OSC-000214,24,scale_free,uniform,1.306171,0.942099,1.386449,0.52613458,0.24126798,2.63448,0.562135,7.880659,False,-0.10119373,100000,rk4,5000
OSC-000215,24,all_to_all,uniform,2.355143,0.63662,3.699449,0.85299279,0.02477691,0.523707,0.8244,7.781155,False,-0.11497547,10000,symplectic_4th,5000
OSC-000216,24,ring,uniform,4.027634,0.261799,15.384429,0.96545213,0.6601831,0.25994,0.902563,7.794722,False,-0.10528313,100000,euler,1000
OSC-000217,96,all_to_all,uniform,4.276495,0.63662,6.717502,0.92441605,2.38572977,0.23759,1.0,7.801257,False,-0.10835272,500000,symplectic_4th,10000
OSC-000218,48,lattice_2d,gaussian,1.900538,1.414659,1.343461,0.50662702,0.64146982,2.119865,0.476468,7.881131,False,-0.10702535,500000,verlet,10000
OSC-000219,24,scale_free,bimodal,0.555443,1.423092,0.390307,0.54746716,0.18591497,20.908639,0.482829,7.77767,False,0.00499402,10000,verlet,5000
OSC-000220,96,all_to_all,bimodal,1.571927,0.63662,2.469177,0.77445127,0.81538859,1.034306,0.810379,7.71348,False,-0.08862553,10000,rk4,10000
OSC-000221,16,random_erdos_renyi,bimodal,3.629519,1.213481,2.990999,0.81878699,0.21766952,0.325678,0.745305,7.742377,False,-0.06731956,500000,euler,1000
OSC-000222,96,all_to_all,uniform,2.139633,0.63662,3.360927,0.83847283,0.72437225,0.577665,0.824837,7.66393,False,-0.1345436,100000,euler,1000
OSC-000223,24,all_to_all,lorentzian,4.370917,0.63662,6.865821,0.92660471,0.47294391,0.343668,0.951494,7.83183,False,-0.08924609,500000,symplectic_4th,5000
OSC-000224,64,lattice_2d,bimodal,4.04274,1.801151,2.244531,0.7457771,0.82042677,0.511,0.831482,7.808519,False,-0.1121805,10000,euler,5000
OSC-000225,24,lattice_2d,gaussian,3.971057,1.113001,3.567881,0.85061215,0.31367138,0.427519,0.795426,7.85582,False,-0.08805826,50000,symplectic_4th,5000
OSC-000226,128,all_to_all,bimodal,2.967609,0.63662,4.661509,0.88641711,1.78017964,0.550968,0.894544,7.802052,False,-0.07181595,500000,symplectic_4th,5000
OSC-000227,48,all_to_all,bimodal,2.058434,0.63662,3.23338,0.83130079,0.28815667,0.684954,0.930957,7.744167,False,-0.09021315,10000,rk4,5000
OSC-000228,64,random_erdos_renyi,uniform,1.412459,1.338939,1.05491,0.22502071,0.43747213,12.076699,0.271822,7.763792,False,-0.11733484,500000,rk4,1000
OSC-000229,48,lattice_2d,gaussian,2.587416,1.183878,2.185544,0.73710597,0.141679,0.627899,0.823485,7.737464,False,-0.10487757,100000,symplectic_4th,5000
OSC-000230,64,scale_free,gaussian,3.147028,1.17075,2.688044,0.79161113,1.6824647,0.477277,0.768812,7.872582,False,-0.0740754,10000,symplectic_4th,5000
OSC-000231,48,ring,gaussian,2.82847,0.1309,21.607915,0.9793077,0.47789946,0.359134,1.0,7.920254,False,-0.06472976,10000,rk4,5000
OSC-000232,96,all_to_all,gaussian,0.691371,0.63662,1.086004,0.28166747,1.69153891,15.393275,0.321168,8.026253,False,-0.08814691,100000,euler,10000
OSC-000233,16,lattice_2d,uniform,2.339965,1.788369,1.308435,0.48313148,0.2022297,1.739958,0.537154,7.914782,False,-0.09026011,10000,rk4,1000
OSC-000234,16,ring,lorentzian,0.869459,0.392699,2.21406,0.72861333,0.11482356,2.158579,0.647465,7.823984,False,-0.07657198,100000,euler,1000
OSC-000235,32,scale_free,bimodal,3.869175,1.752948,2.207238,0.7462611,0.34512838,0.389229,0.753032,7.867341,False,-0.08615658,500000,verlet,10000
OSC-000236,32,ring,bimodal,3.957357,0.19635,20.154654,0.97729752,0.57821094,0.451154,0.924661,7.945024,False,-0.10718165,100000,rk4,5000
OSC-000237,24,all_to_all,uniform,0.515413,0.63662,0.809609,0.22905179,0.86443847,24.876572,0.244343,7.838481,False,0.02066427,50000,rk4,10000
OSC-000238,48,scale_free,bimodal,4.380377,1.851091,2.366376,0.75692788,0.40594893,0.308426,0.704693,7.985486,False,-0.0777624,50000,symplectic_4th,5000
OSC-000239,32,random_erdos_renyi,bimodal,3.517608,1.258319,2.795482,0.80611752,0.04203573,0.385949,0.824835,7.821267,False,-0.09479556,100000,symplectic_4th,10000
OSC-000240,24,random_erdos_renyi,lorentzian,1.630037,1.58114,1.030925,0.17795948,0.05597022,17.098431,0.281947,7.860829,False,-0.11499025,100000,symplectic_4th,10000
OSC-000241,16,lattice_2d,uniform,4.223759,1.442369,2.928349,0.8111221,0.35007048,0.477992,0.87011,7.931808,False,-0.10786365,10000,symplectic_4th,5000
OSC-000242,32,lattice_2d,gaussian,3.945467,1.355281,2.911181,0.81258192,0.21528128,0.238813,0.799132,7.711924,False,-0.09973491,50000,verlet,5000
OSC-000243,16,ring,bimodal,4.159344,0.392699,10.591684,0.95607934,0.20990397,0.282432,0.999554,7.756687,False,-0.11811427,500000,symplectic_4th,5000
OSC-000244,128,lattice_2d,bimodal,4.982908,1.595584,3.122937,0.82288679,1.60515229,0.282444,0.771295,7.891816,False,-0.07972731,500000,symplectic_4th,1000
OSC-000245,16,lattice_2d,gaussian,0.868515,1.425762,0.609158,0.01779144,0.17657745,13.382297,0.089596,7.962778,False,0.06477724,100000,rk4,10000
OSC-000246,24,all_to_all,lorentzian,1.594131,0.63662,2.504054,0.77752073,0.09887872,1.092781,0.804857,7.839711,False,-0.09558864,100000,verlet,1000
OSC-000247,24,lattice_2d,bimodal,0.11022,1.19305,0.092385,0.07297134,0.21358356,29.283557,0.088842,7.789793,False,0.07042217,100000,symplectic_4th,5000
OSC-000248,24,ring,bimodal,3.832226,0.261799,14.638025,0.96408573,0.12170292,0.273299,0.942666,7.73101,False,-0.11974088,500000,euler,5000
OSC-000249,64,random_erdos_renyi,uniform,3.705973,2.10864,1.757518,0.65515016,0.14054428,0.463035,0.637847,7.704402,False,-0.09103315,10000,rk4,1000
OSC-000250,8,random_erdos_renyi,gaussian,3.777737,1.049313,3.600202,0.84847332,0.07974254,0.298019,0.796825,7.907961,False,-0.10375613,50000,euler,10000
OSC-000251,128,all_to_all,lorentzian,2.06881,0.63662,3.249678,0.8354105,1.99044242,0.799439,0.843217,7.659465,False,-0.07981084,100000,symplectic_4th,5000
OSC-000252,16,all_to_all,uniform,2.754718,0.63662,4.327102,0.87616891,0.25912814,0.476545,0.84742,7.973917,False,-0.10892136,10000,verlet,1000
OSC-000253,8,lattice_2d,uniform,0.798057,1.459345,0.546859,0.15393491,0.1283495,7.230379,0.253977,7.753066,False,0.06402429,50000,symplectic_4th,10000
OSC-000254,96,all_to_all,lorentzian,0.397097,0.63662,0.623758,0.024191,0.0023361,100.303568,0,7.840159,False,0.05425207,100000,rk4,1000
OSC-000255,24,small_world,bimodal,2.285313,2.12214,1.076891,0.26994428,0.00742267,5.785949,0.242823,7.771261,False,-0.10305095,50000,symplectic_4th,10000
OSC-000256,128,all_to_all,uniform,4.081954,0.63662,6.411919,0.92110522,0.84883938,0.254778,0.896284,8.039825,False,-0.08333148,100000,verlet,10000
OSC-000257,96,small_world,gaussian,0.322875,1.191605,0.270958,0.06219012,0.87610073,71.349266,0.046501,7.925268,False,0.05785468,100000,symplectic_4th,1000
OSC-000258,64,lattice_2d,lorentzian,3.212332,1.614862,1.98923,0.70907928,0.51193195,0.600864,0.781983,7.800077,False,-0.08761472,100000,rk4,10000
OSC-000259,24,lattice_2d,uniform,0.146935,1.478458,0.099384,0.01193861,0.38130535,29.422653,0,7.720614,False,0.04356899,10000,rk4,10000
OSC-000260,128,lattice_2d,uniform,1.829674,1.576994,1.160229,0.37289335,0.9352768,3.767718,0.397207,7.847408,True,-0.13071118,10000,rk4,5000
OSC-000261,64,ring,bimodal,0.14588,0.098175,1.485923,0.57167322,0.43775871,17.262973,0.500452,7.896137,False,-0.06564141,100000,euler,1000
OSC-000262,128,small_world,uniform,3.564143,1.37513,2.59186,0.78745428,1.49501585,0.518649,0.809155,7.739431,False,-0.08224458,500000,euler,10000
OSC-000263,32,lattice_2d,gaussian,0.420267,1.216087,0.34559,0.04490208,0.40466688,31.49755,0.109735,7.846794,False,0.07410485,100000,euler,10000
OSC-000264,8,lattice_2d,lorentzian,0.109579,1.237751,0.088531,0.66414826,0.02730454,9.057813,0.606524,7.671312,False,0.03292052,500000,verlet,1000
OSC-000265,128,scale_free,lorentzian,2.634559,2.018827,1.304995,0.48615978,1.83179975,1.812321,0.518713,7.744606,False,-0.10352679,500000,euler,5000
OSC-000266,16,random_erdos_renyi,uniform,3.47879,1.714137,2.029471,0.71200375,0.50448328,0.504991,0.726643,7.914435,False,-0.07413331,10000,symplectic_4th,5000
OSC-000267,8,random_erdos_renyi,lorentzian,4.218487,1.661699,2.538659,0.77866192,0.17061172,0.572338,0.754467,7.882685,False,-0.12180837,50000,rk4,10000
OSC-000268,128,all_to_all,bimodal,2.936779,0.63662,4.613082,0.88553744,1.51187044,0.517673,0.894553,7.851122,False,-0.10599541,50000,rk4,5000
OSC-000269,8,small_world,bimodal,2.840364,1.91335,1.484498,0.57556304,0.05816224,1.161361,0.644372,7.924578,False,-0.09713415,10000,symplectic_4th,5000
OSC-000270,128,scale_free,uniform,1.764121,1.903601,0.926728,0.1427632,0.42493271,106.110115,0.155454,7.84646,False,0.05870893,10000,euler,10000
OSC-000271,24,lattice_2d,lorentzian,3.142169,1.288621,2.438396,0.7717354,0.2911819,0.586687,0.796874,7.844289,False,-0.12069078,100000,verlet,10000
OSC-000272,24,ring,bimodal,1.612505,0.261799,6.159314,0.91274839,0.11310663,0.814964,0.979106,7.836745,False,-0.10299207,10000,symplectic_4th,5000
OSC-000273,32,ring,gaussian,3.947793,0.19635,20.105943,0.97372101,0.06152339,0.390433,0.925555,7.563574,False,-0.1145274,100000,verlet,5000
OSC-000274,64,ring,uniform,2.32608,0.098175,23.693259,0.97735425,0.68580859,0.41837,0.978176,7.838448,False,-0.09755925,50000,euler,5000
OSC-000275,64,lattice_2d,bimodal,1.10605,1.713938,0.645327,0.1521111,2.4165365,60.738865,0.166966,7.878596,False,0.05185516,100000,symplectic_4th,1000
OSC-000276,64,all_to_all,uniform,1.075702,0.63662,1.689709,0.63851758,1.0796366,2.222102,0.669374,7.87322,False,-0.11229361,50000,rk4,1000
OSC-000277,48,all_to_all,uniform,4.174084,0.63662,6.556636,0.9233281,1.0116668,0.350075,0.893277,7.857291,False,-0.07860951,100000,verlet,10000
OSC-000278,24,random_erdos_renyi,bimodal,0.807718,1.57965,0.511327,0.05193546,0.6196093,20.080704,0.069398,7.92101,False,0.03095689,50000,rk4,10000
OSC-000279,32,random_erdos_renyi,lorentzian,3.96898,1.788332,2.219375,0.74068201,0.41350876,0.513897,0.643276,7.986491,False,-0.14223392,500000,euler,10000
OSC-000280,16,scale_free,uniform,4.423868,1.647433,2.685309,0.79651804,0.16110611,0.262051,0.765336,7.822562,False,-0.10570278,500000,symplectic_4th,5000
OSC-000281,48,random_erdos_renyi,bimodal,3.226717,1.143823,2.820994,0.80449529,0.19275146,0.534203,0.90681,7.760202,False,-0.09566513,50000,verlet,5000
OSC-000282,96,random_erdos_renyi,gaussian,2.797705,1.766895,1.583402,0.60622051,1.22725678,0.992101,0.56248,7.861802,False,-0.11933545,100000,symplectic_4th,5000
OSC-000283,128,scale_free,bimodal,1.900809,1.331019,1.428086,0.54609364,1.29577898,1.83143,0.554444,7.826106,False,-0.09209232,10000,verlet,10000
OSC-000284,16,small_world,gaussian,0.287579,1.594058,0.180407,0.05575906,0.19252495,18.015231,0.035482,7.904609,False,0.06214774,100000,euler,10000
OSC-000285,24,lattice_2d,lorentzian,0.141816,1.08299,0.130949,0.11606086,0.66474805,25.00884,0.066306,7.720713,False,0.06470252,10000,symplectic_4th,10000
OSC-000286,24,scale_free,gaussian,2.424747,1.572077,1.542384,0.59972164,0.17934374,1.14176,0.603554,7.67006,False,-0.13440083,100000,euler,5000
OSC-000287,96,ring,bimodal,2.304862,0.06545,35.215705,0.98656814,0.09174384,0.409769,0.963408,7.805471,False,-0.0973851,100000,verlet,1000
OSC-000288,96,scale_free,bimodal,3.837924,1.485419,2.583732,0.78229053,0.20570185,0.312642,0.748651,7.883622,False,-0.09779954,100000,symplectic_4th,5000
OSC-000289,32,scale_free,uniform,0.632328,1.310727,0.482426,0.02455545,0.00219903,29.032708,0.042014,7.802826,False,0.07011867,10000,symplectic_4th,1000
OSC-000290,24,ring,uniform,4.565592,0.261799,17.439277,0.97406305,0.11715423,0.276432,0.958494,7.947872,False,-0.11840824,10000,euler,5000
OSC-000291,96,scale_free,gaussian,4.949016,1.580854,3.130596,0.82643106,1.68488814,0.291744,0.776846,7.885909,False,-0.10774514,50000,verlet,5000
OSC-000292,128,ring,lorentzian,2.978711,0.049087,60.681793,0.98904001,1.24975221,0.338234,0.995074,7.8527,False,-0.094319,500000,euler,10000
OSC-000293,64,random_erdos_renyi,bimodal,3.712724,1.119158,3.317426,0.8366104,0.32841301,0.584591,0.761895,7.872086,False,-0.10401063,50000,symplectic_4th,1000
OSC-000294,24,random_erdos_renyi,bimodal,2.343358,1.255199,1.866921,0.68364052,0.15880452,0.819753,0.662743,7.899763,False,-0.10495527,50000,verlet,10000
OSC-000295,48,lattice_2d,uniform,1.164549,1.345976,0.865208,0.21888081,1.01804489,49.226647,0.064055,7.723278,True,0.05836154,100000,symplectic_4th,5000
OSC-000296,24,small_world,gaussian,2.579716,1.565436,1.647922,0.62548973,0.26203517,0.919407,0.547278,7.708503,False,-0.0775112,50000,symplectic_4th,1000
OSC-000297,8,small_world,uniform,3.384448,1.458693,2.320193,0.75061689,0.00675476,0.541374,0.814143,7.902521,False,-0.10486823,500000,verlet,1000
OSC-000298,24,all_to_all,uniform,0.968459,0.63662,1.521252,0.5810938,0.52061297,3.041031,0.617664,7.960032,False,-0.08406024,500000,verlet,1000
OSC-000299,32,lattice_2d,uniform,4.47417,1.516869,2.949608,0.80926078,0.25032663,0.4726,0.830237,7.684122,False,-0.10422237,10000,symplectic_4th,10000
OSC-000300,48,scale_free,uniform,1.949238,1.422712,1.370086,0.51920195,0.58864724,1.936184,0.547263,7.793766,False,-0.09526247,10000,verlet,1000
OSC-000301,16,ring,uniform,4.004928,0.392699,10.198466,0.94982816,0.20697222,0.223028,0.975637,7.919899,False,-0.08611822,50000,euler,10000
OSC-000302,96,scale_free,uniform,1.2388,1.667216,0.743035,0.07097222,1.48379202,123.848647,0.077825,7.898975,False,0.05104047,50000,rk4,10000
OSC-000303,48,lattice_2d,lorentzian,2.114374,2.100874,1.006426,0.081544,0.54213836,42.435898,0.160353,7.820555,True,-0.08841276,50000,verlet,1000
OSC-000304,64,lattice_2d,bimodal,3.421713,0.84464,4.051089,0.8716318,0.46991707,0.316512,0.933424,7.895246,False,-0.11165585,500000,rk4,5000
OSC-000305,8,random_erdos_renyi,bimodal,1.238885,1.1828,1.047417,0.21958189,0.12363488,14.976232,0.227131,7.967595,False,-0.0862998,500000,euler,10000
OSC-000306,16,all_to_all,gaussian,1.935166,0.63662,3.039751,0.81656566,0.13350428,0.819121,0.820495,7.856667,False,-0.07606339,500000,verlet,1000
OSC-000307,48,small_world,uniform,2.652277,1.312511,2.020765,0.71486101,0.3825508,0.735629,0.725492,7.881322,False,-0.11471544,50000,euler,10000
OSC-000308,8,lattice_2d,gaussian,1.189976,1.647129,0.722455,0.51753785,0.14768371,6.606726,0.546121,7.958861,False,0.07137366,50000,rk4,10000
OSC-000309,24,ring,gaussian,0.549621,0.261799,2.099398,0.725528,0.13818655,3.25402,0.758924,7.799494,False,-0.07166189,100000,euler,10000
OSC-000310,32,ring,bimodal,0.964534,0.19635,4.912331,0.89510888,0.32169851,1.367012,0.827782,7.875374,False,-0.1047747,10000,verlet,5000
OSC-000311,96,ring,bimodal,2.262743,0.06545,34.572163,0.98895688,0.60352524,0.447626,0.994956,7.645316,False,-0.0989186,500000,symplectic_4th,1000
OSC-000312,48,random_erdos_renyi,gaussian,2.808975,1.442219,1.947676,0.69881539,0.89943446,0.698293,0.737133,7.724114,False,-0.10871611,100000,euler,10000
OSC-000313,128,ring,gaussian,4.589046,0.049087,93.487287,0.99815213,1.34686551,0.207869,0.950104,7.744406,False,-0.08829601,500000,verlet,5000
OSC-000314,128,small_world,uniform,4.615856,1.429062,3.229991,0.83117386,0.04130359,0.398319,0.849553,7.930566,False,-0.10146032,100000,symplectic_4th,10000
OSC-000315,64,lattice_2d,uniform,3.289441,2.162745,1.520957,0.58890248,0.17492385,0.881015,0.602138,7.884547,False,-0.12604708,10000,euler,5000
OSC-000316,128,lattice_2d,gaussian,4.763713,1.489027,3.199211,0.83150898,1.38968762,0.29122,0.840956,7.687445,False,-0.08254596,10000,euler,5000
OSC-000317,24,scale_free,lorentzian,3.49,1.349317,2.586493,0.77814401,0.238796,0.565505,0.734745,7.81316,False,-0.13325071,10000,rk4,10000
OSC-000318,64,ring,lorentzian,3.768777,0.098175,38.388451,0.98916827,0.36554091,0.166458,1.0,7.832277,False,-0.10102782,10000,symplectic_4th,10000
OSC-000319,96,lattice_2d,lorentzian,1.935792,1.480484,1.30754,0.4837378,0.77840622,2.085431,0.534209,8.051647,False,-0.1349546,50000,euler,1000
OSC-000320,24,ring,lorentzian,4.916441,0.261799,18.779421,0.97529653,0.41902388,0.136544,0.995835,7.804995,False,-0.10533912,10000,symplectic_4th,1000
OSC-000321,48,all_to_all,lorentzian,0.245367,0.63662,0.385421,0.04450757,0.53281506,59.012103,0.044965,7.816209,False,0.04497215,10000,rk4,1000
OSC-000322,8,scale_free,lorentzian,4.667429,2.243886,2.080065,0.71426653,0.09214197,0.323968,0.734908,8.12859,False,-0.14930699,50000,verlet,10000
OSC-000323,96,scale_free,uniform,4.050724,2.102228,1.926872,0.69291812,2.90082805,0.514515,0.615446,7.939906,False,-0.09593466,10000,verlet,10000
OSC-000324,32,small_world,bimodal,3.129923,1.468947,2.130726,0.72630026,0.01457407,0.543303,0.743049,8.080424,False,-0.10435956,100000,rk4,10000
OSC-000325,64,all_to_all,lorentzian,3.421854,0.63662,5.375036,0.90249119,1.37287193,0.345705,0.813822,7.692959,False,-0.06143313,500000,rk4,10000
OSC-000326,96,small_world,gaussian,4.393547,1.356504,3.238874,0.82740995,1.29129791,0.173166,0.884941,7.85326,False,-0.06772076,500000,euler,5000
OSC-000327,16,scale_free,gaussian,1.292444,1.794998,0.720026,0.28792799,0.49736396,15.532304,0.265481,7.854333,False,0.04979689,100000,symplectic_4th,5000
OSC-000328,32,lattice_2d,lorentzian,3.385946,1.128027,3.001652,0.80909631,0.0467562,0.245805,0.770219,7.743409,False,-0.09492158,50000,rk4,10000
OSC-000329,64,scale_free,bimodal,3.304206,1.241084,2.662354,0.79160817,0.98583063,0.415105,0.805671,7.825264,False,-0.08344113,10000,rk4,5000
OSC-000330,32,lattice_2d,uniform,1.635524,1.359487,1.203045,0.41000788,0.06164608,3.607771,0.385116,7.953921,False,-0.09268565,500000,verlet,5000
OSC-000331,24,random_erdos_renyi,gaussian,0.622271,1.776387,0.350302,0.39860412,0.26708738,20.444413,0.482844,7.809617,False,0.06345462,500000,euler,10000
OSC-000332,48,ring,uniform,3.034514,0.1309,23.181976,0.97501378,1.84315261,0.585519,1.0,7.799224,False,-0.12196854,50000,symplectic_4th,5000
OSC-000333,96,all_to_all,lorentzian,0.848241,0.63662,1.332414,0.49866065,0.86317095,4.577642,0.484363,7.809709,False,-0.14512575,50000,symplectic_4th,10000
OSC-000334,96,small_world,gaussian,1.75331,1.877439,0.933884,0.00721785,0.3196009,43.427258,0.009631,7.730514,False,0.03393378,50000,symplectic_4th,1000
OSC-000335,24,small_world,uniform,4.264068,1.457402,2.9258,0.81016913,0.01693068,0.383107,0.833469,7.802372,False,-0.11564221,50000,euler,1000
OSC-000336,32,lattice_2d,uniform,0.599544,1.117102,0.536696,0.26509642,0.45996732,19.658424,0.163406,8.029443,False,0.04479326,10000,rk4,5000
